,Zip,County,State,Year,Total Pop,Male Pop,Pct Male,Female Pop,Pct Female,Total Employable Pop,Full Time Employed Pop,Pct Full Time Employed,Total Households,Household Median Income,Insurable Pop,Insured Pop,Pct Insured,Uninsured Pop,ADI State Rank,ADI Natl Rank,CA DOI Underserved Flag,Tapestry Seg Nr,Tapestry Seg Code,Tapestry Seg Name,Lifemode Code,Lifemode Group,AS Only,ED Only,Inpatient,Inpatient from ED,Opioid Rx Count,Pop w Opioid Rx,Tot Opioid Rx Fills,ALZ,CAN,CLD,DIA,HTD,HYP,INJ,LIV,NEP,OTH,PNF,STK,SUI,Total Deaths,"Total Deaths per 1,000","Alzheimers Deaths per 1,000","Cancer Deaths per 1,000","CLRD Deaths per 1,000","Diabetes Deaths per 1,000","Heart Disease Deaths per 1,000","Hypertension Deaths per 1,000","Accidental Deaths per 1,000","Chronic Liver Disease Deaths per 1,000","Nephrotic Diseases Deaths per 1,000","Other Deaths per 1,000","Pneumonia and Influenza Deaths per 1,000","Stroke Deaths per 1,000","Suicide Deaths per 1,000",C2,C3,C4,C2-C4,"AS per 1,000","ED per 1,000","IP per 1,000","IP via ED per 1,000","C2 per 1,000","C3 per 1,000","C4 per 1,000","C2-C4 per 1,000","Opioid Rx per 1,000","Pop w Opioid Rx per 1,000"
10,90012,Los Angeles,CA,2016,32543,19922,61.2,12621,38.8,24595,8056,56.2,11344,32712,24170,19642,81.3,4528,7.638192267502612,58.490856844305114,Y,11.0,3B,Metro Renters,3.0,Uptown Individuals,1000.0,7423.0,1626.0,1930.0,3380,1835,3215,6,37,6,4,60,10,7,4,1,19,9,15,1,179,5.50041483575577,0.18437144700857327,1.1369572565528685,0.18437144700857327,0.12291429800571552,1.8437144700857326,0.3072857450142888,0.21510002151000215,0.12291429800571552,0.03072857450142888,0.5838429155271486,0.2765571705128599,0.46092861752143316,0.03072857450142888,6656,2870,13644,23170,30.72857450142888,228.09820852410655,49.96466213932336,59.306148787757735,204.5293918815106,88.19100881910089,419.2606704974956,711.9810711981072,103.86258181482961,56.38693421012199
11,90013,Los Angeles,CA,2016,11668,7315,62.7,4353,37.3,9962,3404,59.9,6786,22058,11663,9772,83.8,1891,7.689364957918898,63.934200459066574,Y,45.0,9F,Social Security Set,9.0,Senior Styles,578.0,9614.0,1138.0,1941.0,5013,1996,4955,1,18,5,5,46,3,14,4,1,18,7,4,3,129,11.055879328076792,0.08570449091532396,1.5426808364758313,0.4285224545766198,0.4285224545766198,3.942406582104902,0.25711347274597185,1.1998628728145353,0.34281796366129585,0.08570449091532396,1.5426808364758313,0.5999314364072676,0.34281796366129585,0.25711347274597185,740,328,2088,3156,49.537195749057254,823.9629756599246,97.53171066163867,166.3524168666438,63.42132327733974,28.111073020226257,178.95097703119646,270.4833733287624,429.63661295851904,171.06616386698664
12,90014,Los Angeles,CA,2016,7191,4447,61.8,2744,38.2,5710,2457,58.7,4871,23580,7191,5930,82.5,1261,5.686553873552983,31.8686553873553,Y,45.0,9F,Social Security Set,9.0,Senior Styles,381.0,4044.0,572.0,893.0,2537,1102,2523,2,14,3,5,26,1,5,1,1,14,4,3,2,81,11.264080100125156,0.2781254345709915,1.9468780419969407,0.4171881518564873,0.6953135864274788,3.61563064942289,0.13906271728549574,0.6953135864274788,0.13906271728549574,0.13906271728549574,1.9468780419969407,0.556250869141983,0.4171881518564873,0.2781254345709915,563,43,445,1051,52.982895285773886,562.3696287025448,79.54387428730357,124.18300653594771,78.29230983173412,5.979696843276317,61.88290919204562,146.15491586705605,352.8021137533027,153.24711444861632
13,90015,Los Angeles,CA,2016,19378,9720,50.2,9658,49.8,13822,6477,63.3,8043,30463,19337,14864,76.9,4473,6.511836085140242,47.34453948677143,Y,62.0,13C,NeWest Residents,13.0,Next Wave,601.0,6927.0,1013.0,1069.0,2795,1551,2734,2,17,3,7,19,1,5,3,2,16,3,5,1,84,4.334812674166581,0.10320982557539478,0.8772835173908556,0.15481473836309215,0.3612343895138817,0.9804933429662505,0.05160491278769739,0.25802456393848694,0.15481473836309215,0.10320982557539478,0.8256786046031582,0.15481473836309215,0.25802456393848694,0.05160491278769739,11950,3947,9127,25024,31.01455258540613,357.4672308803798,52.275776653937456,55.165651770048505,616.6787078129838,203.6845907730416,470.99803901331404,1291.3613375993393,144.23573124161422,80.03921973371865
14,90016,Los Angeles,CA,2016,47079,22515,47.8,24564,52.2,33036,14250,60.3,17213,41140,46954,36975,78.7,9979,6.242170742170742,32.316387816387824,Y,60.0,13A,International Marketplace,13.0,Next Wave,2109.0,18925.0,3273.0,3065.0,11304,5022,10924,11,58,13,17,90,6,9,4,14,57,6,22,2,309,6.563435926846365,0.23364982263854372,1.2319717920941398,0.27613160857282437,0.3610951804413858,1.9116803670426306,0.12744535780284202,0.19116803670426305,0.08496357186856135,0.29737250153996475,1.2107308991269994,0.12744535780284202,0.46729964527708745,0.042481785934280675,352,499,1110,1961,44.797043267698974,401.9838994031309,69.52144268145032,65.10333694428513,7.476794324433399,10.59920559060303,23.577391193525774,41.653391108562204,240.1070541005544,106.67176448097878
15,90017,Los Angeles,CA,2016,25772,13865,53.8,11907,46.2,18695,8551,64.4,10288,25143,25714,16225,63.1,9489,6.672222222222223,50.22916666666666,Y,62.0,13C,NeWest Residents,13.0,Next Wave,666.0,8148.0,1307.0,1203.0,2982,1623,2904,0,30,4,11,34,4,6,2,3,20,6,5,4,129,5.005432252056496,0.0,1.1640540121061616,0.1552072016141549,0.4268198044389259,1.3192612137203166,0.1552072016141549,0.23281080242123234,0.07760360080707746,0.11640540121061617,0.7760360080707744,0.23281080242123234,0.1940090020176936,0.1552072016141549,13534,2779,19997,36310,25.841999068756788,316.1570696880335,50.713953127425114,46.67856588545709,525.1435666614931,107.83020332143411,775.9196026695638,1408.893372652491,115.70696880335248,62.975322054943355
16,90018,Los Angeles,CA,2016,51639,24769,48.0,26870,52.0,34689,14738,61.3,16290,35696,51209,39811,77.7,11398,6.849652699977593,45.72484875644186,Y,60.0,13A,International Marketplace,13.0,Next Wave,2136.0,19245.0,3129.0,3363.0,10918,4818,10565,30,73,17,12,115,7,17,12,10,58,7,19,3,380,7.358779217258274,0.5809562539940742,1.4136602180522473,0.3292085439299754,0.2323825015976297,2.2269989736439513,0.13555645926528398,0.3292085439299754,0.2323825015976297,0.19365208466469142,1.1231820910552102,0.13555645926528398,0.3679389608629137,0.05809562539940742,95,73,324,492,41.364085284378085,372.6834369371986,60.59373729158194,65.12519607273572,1.8396948043145684,1.4136602180522473,6.274327543136002,9.527682565502817,211.4293460369101,93.30157439144833
17,90019,Los Angeles,CA,2016,68530,33741,49.2,34789,50.8,48433,24736,66.3,24599,47518,67824,52465,77.4,15359,3.889573317307693,17.49834735576923,Y,60.0,13A,International Marketplace,13.0,Next Wave,2555.0,19063.0,3236.0,3424.0,13054,6076,12545,17,86,17,13,112,8,19,10,15,55,22,40,7,421,6.143294907339851,0.24806654020137167,1.2549248504304684,0.24806654020137167,0.18969794250693126,1.634320735444331,0.11673719538888078,0.2772508390485919,0.14592149423610096,0.21888224135415146,0.8025682182985554,0.32102728731942215,0.5836859769444038,0.10214504596527069,2074,1754,6384,10212,37.2829417773238,278.17014446227927,47.22019553480228,49.96351962644097,30.264117904567343,25.59463008901211,93.15628192032686,149.01502991390632,190.4859185758062,88.66189989785497
18,90020,Los Angeles,CA,2016,40170,19672,49.0,20498,51.0,30294,16026,70.2,16649,40353,40160,27500,68.5,12660,7.996237337192475,67.47467438494935,Y,12.0,3C,Trendsetters,13.0,Next Wave,1141.0,7871.0,1714.0,1357.0,4073,2505,3812,3,41,3,6,35,7,4,1,1,10,8,10,6,135,3.3607169529499625,0.07468259895444362,1.0206621857107294,0.07468259895444362,0.14936519790888725,0.8712969878018422,0.17425939756036843,0.09957679860592482,0.024894199651481205,0.024894199651481205,0.24894199651481205,0.19915359721184964,0.24894199651481205,0.14936519790888725,5019,2718,11807,19544,28.404281802340055,195.94224545680856,42.66865820263879,33.78142892705999,124.94398805078416,67.6624346527259,293.9258152850386,486.5322379885487,101.39407518048294,62.35997012696041
19,90021,Los Angeles,CA,2016,2954,1962,66.4,992,33.6,2403,837,56.0,1728,12370,2954,2054,69.5,900,7.103889943074004,53.804554079696395,Y,12.0,3C,Trendsetters,3.0,Uptown Individuals,138.0,1869.0,240.0,337.0,915,377,913,0,5,0,3,7,1,3,0,1,6,0,1,0,27,9.14014895057549,0.0,1.6926201760324984,0.0,1.015572105619499,2.3696682464454977,0.33852403520649965,1.015572105619499,0.0,0.33852403520649965,2.031144211238998,0.0,0.33852403520649965,0.0,364,92,295,751,46.71631685849695,632.7014218009479,81.24576844955992,114.08259986459039,123.22274881516587,31.14421123899797,99.8645903859174,254.23155044008124,309.74949221394724,127.62356127285038
20,90022,Los Angeles,CA,2016,67191,32482,48.3,34709,51.7,44014,19464,68.1,17436,40650,67191,50170,74.7,17021,6.987280701754386,35.50021929824561,Y,61.0,13B,Las Casas,13.0,Next Wave,2927.0,24107.0,3539.0,3802.0,9004,4710,8674,12,85,14,23,75,11,14,17,12,51,13,17,1,345,5.134616243246864,0.17859534759119525,1.2650503787709664,0.20836123885639446,0.34230774954979093,1.1162209224449702,0.16371240195859563,0.20836123885639446,0.25301007575419326,0.17859534759119525,0.7590302272625798,0.19347829322379484,0.25301007575419326,0.014882945632599603,6840,1811,17936,26587,43.56238186661904,358.78317036507866,52.670744593769996,56.58495929514369,101.7993481269813,26.953014540637884,266.9405128663065,395.6928755339257,134.00604247592685,70.09867392954413
21,90023,Los Angeles,CA,2016,46611,23348,50.1,23263,49.9,30669,13515,66.0,11239,37472,46464,34352,73.9,12112,7.571216065451841,43.86426180736333,Y,61.0,13B,Las Casas,13.0,Next Wave,1887.0,18487.0,2929.0,2898.0,5685,3104,5435,6,39,7,10,60,5,10,17,8,45,8,14,6,235,5.04172834738581,0.1287249790821909,0.8367123640342409,0.15017914226255605,0.2145416318036515,1.287249790821909,0.10727081590182574,0.2145416318036515,0.3647207740662075,0.1716333054429212,0.9654373431164317,0.1716333054429212,0.3003582845251121,0.1287249790821909,3435,978,8786,13199,40.48400592134904,396.6231147154105,62.83924395528952,62.17416489669821,73.69505052455429,20.98217159039712,188.4962777026882,283.1734998176396,121.96691768037587,66.59372251185343
