GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US92506,92506,ZCTA5 92506,46172,1678
8600000US92507,92507,ZCTA5 92507,57347,1659
8600000US92508,92508,ZCTA5 92508,38360,1419
8600000US92509,92509,ZCTA5 92509,80480,858
8600000US92518,92518,ZCTA5 92518,1145,234
8600000US92530,92530,ZCTA5 92530,54710,1679
8600000US92532,92532,ZCTA5 92532,22248,1421
8600000US92536,92536,ZCTA5 92536,2811,692
8600000US92539,92539,ZCTA5 92539,3775,845
8600000US92543,92543,ZCTA5 92543,36962,1337
8600000US92544,92544,ZCTA5 92544,47275,1652
8600000US92545,92545,ZCTA5 92545,40732,1299
8600000US92548,92548,ZCTA5 92548,7577,759
8600000US92549,92549,ZCTA5 92549,2644,499
8600000US92551,92551,ZCTA5 92551,33670,1340
8600000US92553,92553,ZCTA5 92553,74925,1575
8600000US92555,92555,ZCTA5 92555,42264,1498
8600000US92557,92557,ZCTA5 92557,51551,1131
8600000US92561,92561,ZCTA5 92561,1577,492
8600000US92562,92562,ZCTA5 92562,64222,1298
8600000US92563,92563,ZCTA5 92563,60651,1561
8600000US92567,92567,ZCTA5 92567,10205,867
8600000US92570,92570,ZCTA5 92570,59324,2487
8600000US92571,92571,ZCTA5 92571,54512,1494
8600000US92582,92582,ZCTA5 92582,16695,1016
8600000US92583,92583,ZCTA5 92583,32051,1128
8600000US92584,92584,ZCTA5 92584,49317,1367
8600000US92585,92585,ZCTA5 92585,21714,1454
8600000US92586,92586,ZCTA5 92586,19351,931
8600000US92587,92587,ZCTA5 92587,17157,694
8600000US92590,92590,ZCTA5 92590,3951,442
8600000US92591,92591,ZCTA5 92591,40396,1223
8600000US92592,92592,ZCTA5 92592,80135,1544
8600000US92595,92595,ZCTA5 92595,31541,459
8600000US92596,92596,ZCTA5 92596,25363,1258
8600000US92602,92602,ZCTA5 92602,24962,2079
8600000US92603,92603,ZCTA5 92603,20206,1412
8600000US92604,92604,ZCTA5 92604,28580,865
8600000US92606,92606,ZCTA5 92606,23129,984
8600000US92610,92610,ZCTA5 92610,11895,740
8600000US92612,92612,ZCTA5 92612,31166,1231
8600000US92614,92614,ZCTA5 92614,25930,1126
8600000US92617,92617,ZCTA5 92617,16942,942
8600000US92618,92618,ZCTA5 92618,29921,1497
8600000US92620,92620,ZCTA5 92620,46966,2060
8600000US92624,92624,ZCTA5 92624,6454,571
8600000US92625,92625,ZCTA5 92625,12187,761
8600000US92626,92626,ZCTA5 92626,51133,1032
8600000US92627,92627,ZCTA5 92627,61996,1088
8600000US92629,92629,ZCTA5 92629,26797,694
8600000US92630,92630,ZCTA5 92630,61081,804
8600000US92637,92637,ZCTA5 92637,16330,58
8600000US92646,92646,ZCTA5 92646,55598,1194
8600000US92647,92647,ZCTA5 92647,61285,1409
8600000US92648,92648,ZCTA5 92648,47701,1166
8600000US92649,92649,ZCTA5 92649,33513,925
8600000US92651,92651,ZCTA5 92651,24612,693
8600000US92653,92653,ZCTA5 92653,29028,571
8600000US92655,92655,ZCTA5 92655,9257,961
8600000US92656,92656,ZCTA5 92656,52335,569
8600000US92657,92657,ZCTA5 92657,9768,818
8600000US92660,92660,ZCTA5 92660,35935,1060
8600000US92661,92661,ZCTA5 92661,3419,469
8600000US92662,92662,ZCTA5 92662,2863,353
8600000US92663,92663,ZCTA5 92663,22408,1170
8600000US92672,92672,ZCTA5 92672,34605,932
8600000US92673,92673,ZCTA5 92673,30553,939
8600000US92675,92675,ZCTA5 92675,36548,308
8600000US92676,92676,ZCTA5 92676,2156,262
8600000US92677,92677,ZCTA5 92677,65645,374
8600000US92678,92678,ZCTA5 92678,532,120
8600000US92679,92679,ZCTA5 92679,32819,967
8600000US92683,92683,ZCTA5 92683,91613,106
8600000US92688,92688,ZCTA5 92688,45105,702
8600000US92691,92691,ZCTA5 92691,49471,1114
8600000US92692,92692,ZCTA5 92692,48851,1113
8600000US92694,92694,ZCTA5 92694,25906,1052
8600000US92701,92701,ZCTA5 92701,51317,1815
8600000US92703,92703,ZCTA5 92703,71245,2183
8600000US92704,92704,ZCTA5 92704,89993,2409
8600000US92705,92705,ZCTA5 92705,47515,1564
8600000US92706,92706,ZCTA5 92706,36684,1613
8600000US92707,92707,ZCTA5 92707,61667,2271
8600000US92708,92708,ZCTA5 92708,57675,384
8600000US92780,92780,ZCTA5 92780,62017,1098
8600000US92782,92782,ZCTA5 92782,23174,994
8600000US92801,92801,ZCTA5 92801,66657,1738
8600000US92802,92802,ZCTA5 92802,42583,1666
8600000US92804,92804,ZCTA5 92804,86220,2204
8600000US92805,92805,ZCTA5 92805,73043,2212
8600000US92806,92806,ZCTA5 92806,40296,1568
8600000US92807,92807,ZCTA5 92807,35284,1273
8600000US92808,92808,ZCTA5 92808,20427,763
8600000US92821,92821,ZCTA5 92821,37642,510
8600000US92823,92823,ZCTA5 92823,3769,501
8600000US92831,92831,ZCTA5 92831,36533,1060
8600000US92832,92832,ZCTA5 92832,25601,1007
8600000US92833,92833,ZCTA5 92833,53227,1318
8600000US92835,92835,ZCTA5 92835,23464,1034
8600000US92840,92840,ZCTA5 92840,56256,1434
8600000US92841,92841,ZCTA5 92841,34031,1114
8600000US92843,92843,ZCTA5 92843,45211,1287
8600000US92844,92844,ZCTA5 92844,23585,943
8600000US92845,92845,ZCTA5 92845,17276,571
8600000US92860,92860,ZCTA5 92860,26822,139
8600000US92861,92861,ZCTA5 92861,5872,89
8600000US92865,92865,ZCTA5 92865,20643,861
8600000US92866,92866,ZCTA5 92866,15760,1038
8600000US92867,92867,ZCTA5 92867,44868,1188
8600000US92868,92868,ZCTA5 92868,27232,1201
8600000US92869,92869,ZCTA5 92869,36298,1066
8600000US92870,92870,ZCTA5 92870,53690,457
8600000US92879,92879,ZCTA5 92879,46487,1661
8600000US92880,92880,ZCTA5 92880,66557,1375
8600000US92881,92881,ZCTA5 92881,34466,1324
8600000US92882,92882,ZCTA5 92882,71024,1519
8600000US92883,92883,ZCTA5 92883,32549,1461
8600000US92886,92886,ZCTA5 92886,49644,755
8600000US92887,92887,ZCTA5 92887,20529,607
8600000US93001,93001,ZCTA5 93001,33765,1466
8600000US93003,93003,ZCTA5 93003,51041,1132
8600000US93004,93004,ZCTA5 93004,30218,908
8600000US93010,93010,ZCTA5 93010,44761,865
8600000US93012,93012,ZCTA5 93012,35714,902
8600000US93013,93013,ZCTA5 93013,16603,399
8600000US93015,93015,ZCTA5 93015,17487,535
8600000US93021,93021,ZCTA5 93021,37093,433
8600000US93022,93022,ZCTA5 93022,7154,603
8600000US93023,93023,ZCTA5 93023,20168,916
8600000US93030,93030,ZCTA5 93030,60582,2021
8600000US93033,93033,ZCTA5 93033,83103,1741
8600000US93035,93035,ZCTA5 93035,28258,1193
8600000US93036,93036,ZCTA5 93036,46328,1758
8600000US93040,93040,ZCTA5 93040,1980,260
8600000US93041,93041,ZCTA5 93041,24351,220
8600000US93042,93042,ZCTA5 93042,104,33
8600000US93043,93043,ZCTA5 93043,163,182
8600000US93060,93060,ZCTA5 93060,33837,638
8600000US93063,93063,ZCTA5 93063,56637,1167
8600000US93064,93064,ZCTA5 93064,0,12
8600000US93065,93065,ZCTA5 93065,72211,1079
8600000US93066,93066,ZCTA5 93066,3082,378
8600000US93067,93067,ZCTA5 93067,690,197
8600000US93101,93101,ZCTA5 93101,32157,1124
8600000US93103,93103,ZCTA5 93103,20827,1075
8600000US93105,93105,ZCTA5 93105,25808,981
8600000US93108,93108,ZCTA5 93108,11345,628
8600000US93109,93109,ZCTA5 93109,11583,700
8600000US93110,93110,ZCTA5 93110,16777,1184
8600000US93111,93111,ZCTA5 93111,18441,1094
8600000US93117,93117,ZCTA5 93117,57268,1103
8600000US93201,93201,ZCTA5 93201,1314,233
8600000US93202,93202,ZCTA5 93202,3570,550
8600000US93203,93203,ZCTA5 93203,22106,372
8600000US93204,93204,ZCTA5 93204,13590,39
8600000US93205,93205,ZCTA5 93205,1630,586
8600000US93206,93206,ZCTA5 93206,1978,333
8600000US93207,93207,ZCTA5 93207,252,81
8600000US93208,93208,ZCTA5 93208,74,78
8600000US93210,93210,ZCTA5 93210,18617,395
8600000US93212,93212,ZCTA5 93212,24861,513
8600000US93215,93215,ZCTA5 93215,55494,1035
8600000US93218,93218,ZCTA5 93218,1068,205
8600000US93219,93219,ZCTA5 93219,10266,748
8600000US93220,93220,ZCTA5 93220,381,429
8600000US93221,93221,ZCTA5 93221,15109,594
8600000US93222,93222,ZCTA5 93222,1542,463
8600000US93223,93223,ZCTA5 93223,10699,54
8600000US93224,93224,ZCTA5 93224,432,89
8600000US93225,93225,ZCTA5 93225,4886,768
8600000US93226,93226,ZCTA5 93226,211,84
8600000US93230,93230,ZCTA5 93230,66109,745
8600000US93234,93234,ZCTA5 93234,6865,56
8600000US93235,93235,ZCTA5 93235,4014,620
8600000US93238,93238,ZCTA5 93238,1550,421
8600000US93239,93239,ZCTA5 93239,1704,555
8600000US93240,93240,ZCTA5 93240,6489,988
8600000US93241,93241,ZCTA5 93241,17233,870
8600000US93242,93242,ZCTA5 93242,3748,459
8600000US93243,93243,ZCTA5 93243,1736,736
8600000US93244,93244,ZCTA5 93244,396,145
8600000US93245,93245,ZCTA5 93245,37502,734
8600000US93247,93247,ZCTA5 93247,18676,762
8600000US93249,93249,ZCTA5 93249,2277,264
8600000US93250,93250,ZCTA5 93250,14824,607
8600000US93251,93251,ZCTA5 93251,236,77
8600000US93252,93252,ZCTA5 93252,3437,221
8600000US93254,93254,ZCTA5 93254,685,216
8600000US93255,93255,ZCTA5 93255,675,297
8600000US93256,93256,ZCTA5 93256,6092,737
8600000US93257,93257,ZCTA5 93257,75715,1216
8600000US93258,93258,ZCTA5 93258,2650,491
8600000US93260,93260,ZCTA5 93260,199,117
8600000US93261,93261,ZCTA5 93261,3221,379
8600000US93262,93262,ZCTA5 93262,74,34
8600000US93263,93263,ZCTA5 93263,20346,464
8600000US93265,93265,ZCTA5 93265,3290,505
8600000US93266,93266,ZCTA5 93266,1271,362
8600000US93267,93267,ZCTA5 93267,6817,1028
8600000US93268,93268,ZCTA5 93268,17643,876
8600000US93270,93270,ZCTA5 93270,5654,529
8600000US93271,93271,ZCTA5 93271,2001,300
8600000US93272,93272,ZCTA5 93272,4117,471
8600000US93274,93274,ZCTA5 93274,72264,834
8600000US93276,93276,ZCTA5 93276,216,88
8600000US93277,93277,ZCTA5 93277,52526,1486
8600000US93280,93280,ZCTA5 93280,27572,332
8600000US93283,93283,ZCTA5 93283,2339,517
8600000US93285,93285,ZCTA5 93285,1700,371
8600000US93286,93286,ZCTA5 93286,10169,564
8600000US93287,93287,ZCTA5 93287,115,53
8600000US93291,93291,ZCTA5 93291,56298,1487
8600000US93292,93292,ZCTA5 93292,39089,1612
8600000US93301,93301,ZCTA5 93301,11555,823
8600000US93304,93304,ZCTA5 93304,51891,1926
8600000US93305,93305,ZCTA5 93305,38793,1424
8600000US93306,93306,ZCTA5 93306,69660,2065
8600000US93307,93307,ZCTA5 93307,84667,2631
8600000US93308,93308,ZCTA5 93308,54497,1534
8600000US93309,93309,ZCTA5 93309,59492,1735
8600000US93311,93311,ZCTA5 93311,45512,2090
8600000US93312,93312,ZCTA5 93312,58102,1924
8600000US93313,93313,ZCTA5 93313,49006,2197
8600000US93314,93314,ZCTA5 93314,26197,1342
8600000US93401,93401,ZCTA5 93401,28684,956
8600000US93402,93402,ZCTA5 93402,15636,649
8600000US93405,93405,ZCTA5 93405,35642,1129
8600000US93410,93410,ZCTA5 93410,0,12
8600000US93420,93420,ZCTA5 93420,30022,839
8600000US93422,93422,ZCTA5 93422,33270,670
8600000US93424,93424,ZCTA5 93424,867,233
8600000US93426,93426,ZCTA5 93426,1988,357
8600000US93427,93427,ZCTA5 93427,5662,326
8600000US93428,93428,ZCTA5 93428,6309,451
8600000US93429,93429,ZCTA5 93429,140,74
8600000US93430,93430,ZCTA5 93430,3214,383
8600000US93432,93432,ZCTA5 93432,953,292
8600000US93433,93433,ZCTA5 93433,13484,30
8600000US93434,93434,ZCTA5 93434,7252,25
8600000US93436,93436,ZCTA5 93436,55914,732
8600000US93437,93437,ZCTA5 93437,3483,250
8600000US93440,93440,ZCTA5 93440,1507,585
8600000US93441,93441,ZCTA5 93441,1099,239
8600000US93442,93442,ZCTA5 93442,11092,211
8600000US93444,93444,ZCTA5 93444,19317,1033
8600000US93445,93445,ZCTA5 93445,8164,885
8600000US93446,93446,ZCTA5 93446,44515,980
8600000US93449,93449,ZCTA5 93449,7984,32
8600000US93450,93450,ZCTA5 93450,988,252
8600000US93451,93451,ZCTA5 93451,4184,683
8600000US93452,93452,ZCTA5 93452,552,365
8600000US93453,93453,ZCTA5 93453,3170,674
8600000US93454,93454,ZCTA5 93454,38980,1277
8600000US93455,93455,ZCTA5 93455,43898,1304
8600000US93458,93458,ZCTA5 93458,56722,1220
8600000US93460,93460,ZCTA5 93460,4798,510
8600000US93461,93461,ZCTA5 93461,1447,334
8600000US93463,93463,ZCTA5 93463,7905,463
8600000US93465,93465,ZCTA5 93465,8995,769
8600000US93501,93501,ZCTA5 93501,5134,594
8600000US93505,93505,ZCTA5 93505,13324,59
8600000US93510,93510,ZCTA5 93510,7594,620
8600000US93512,93512,ZCTA5 93512,352,157
8600000US93513,93513,ZCTA5 93513,1803,183
8600000US93514,93514,ZCTA5 93514,13976,395
8600000US93516,93516,ZCTA5 93516,2314,259
8600000US93517,93517,ZCTA5 93517,909,327
8600000US93518,93518,ZCTA5 93518,949,220
8600000US93519,93519,ZCTA5 93519,36,44
8600000US93522,93522,ZCTA5 93522,35,26
8600000US93523,93523,ZCTA5 93523,3366,342
8600000US93524,93524,ZCTA5 93524,171,62
8600000US93526,93526,ZCTA5 93526,703,102
8600000US93527,93527,ZCTA5 93527,2206,652
8600000US93528,93528,ZCTA5 93528,127,131
8600000US93529,93529,ZCTA5 93529,631,349
8600000US93530,93530,ZCTA5 93530,29,22
8600000US93531,93531,ZCTA5 93531,369,179
8600000US93532,93532,ZCTA5 93532,2681,401
8600000US93534,93534,ZCTA5 93534,38994,1262
8600000US93535,93535,ZCTA5 93535,73948,1747
8600000US93536,93536,ZCTA5 93536,70969,1633
8600000US93541,93541,ZCTA5 93541,500,268
8600000US93543,93543,ZCTA5 93543,13780,1174
8600000US93544,93544,ZCTA5 93544,1021,309
8600000US93545,93545,ZCTA5 93545,2005,288
8600000US93546,93546,ZCTA5 93546,9252,375
8600000US93549,93549,ZCTA5 93549,250,94
8600000US93550,93550,ZCTA5 93550,75624,1445
8600000US93551,93551,ZCTA5 93551,51023,1418
8600000US93552,93552,ZCTA5 93552,41128,1285
8600000US93553,93553,ZCTA5 93553,1882,359
8600000US93554,93554,ZCTA5 93554,156,106
8600000US93555,93555,ZCTA5 93555,34064,891
8600000US93558,93558,ZCTA5 93558,236,227
8600000US93560,93560,ZCTA5 93560,20263,1339
8600000US93561,93561,ZCTA5 93561,34182,985
8600000US93562,93562,ZCTA5 93562,1620,208
8600000US93563,93563,ZCTA5 93563,413,140
8600000US93591,93591,ZCTA5 93591,6508,806
8600000US93592,93592,ZCTA5 93592,41,34
8600000US93601,93601,ZCTA5 93601,1944,502
8600000US93602,93602,ZCTA5 93602,4151,500
8600000US93603,93603,ZCTA5 93603,138,64
8600000US93604,93604,ZCTA5 93604,708,266
8600000US93605,93605,ZCTA5 93605,211,72
8600000US93606,93606,ZCTA5 93606,849,251
8600000US93608,93608,ZCTA5 93608,993,401
8600000US93609,93609,ZCTA5 93609,5689,636
8600000US93610,93610,ZCTA5 93610,23757,615
8600000US93611,93611,ZCTA5 93611,47988,1170
8600000US93612,93612,ZCTA5 93612,36062,1145
8600000US93614,93614,ZCTA5 93614,11255,680
8600000US93615,93615,ZCTA5 93615,6263,810
8600000US93616,93616,ZCTA5 93616,2599,472
8600000US93618,93618,ZCTA5 93618,30465,721
8600000US93619,93619,ZCTA5 93619,32958,1107
8600000US93620,93620,ZCTA5 93620,9591,765
8600000US93621,93621,ZCTA5 93621,194,119
8600000US93622,93622,ZCTA5 93622,10632,546
8600000US93623,93623,ZCTA5 93623,134,39
8600000US93624,93624,ZCTA5 93624,1326,294
8600000US93625,93625,ZCTA5 93625,7446,434
8600000US93626,93626,ZCTA5 93626,1760,459
8600000US93627,93627,ZCTA5 93627,77,83
8600000US93628,93628,ZCTA5 93628,221,201
8600000US93630,93630,ZCTA5 93630,19095,940
8600000US93631,93631,ZCTA5 93631,16268,753
8600000US93633,93633,ZCTA5 93633,0,12
8600000US93634,93634,ZCTA5 93634,23,27
8600000US93635,93635,ZCTA5 93635,39969,809
8600000US93636,93636,ZCTA5 93636,11885,856
8600000US93637,93637,ZCTA5 93637,39952,1366
8600000US93638,93638,ZCTA5 93638,50626,1571
8600000US93640,93640,ZCTA5 93640,12660,264
8600000US93641,93641,ZCTA5 93641,258,119
8600000US93643,93643,ZCTA5 93643,2935,449
8600000US93644,93644,ZCTA5 93644,7854,1020
8600000US93645,93645,ZCTA5 93645,207,236
8600000US93646,93646,ZCTA5 93646,11195,548
8600000US93647,93647,ZCTA5 93647,11215,888
8600000US93648,93648,ZCTA5 93648,16228,454
8600000US93650,93650,ZCTA5 93650,4170,647
8600000US93651,93651,ZCTA5 93651,1662,349
8600000US93652,93652,ZCTA5 93652,280,130
8600000US93653,93653,ZCTA5 93653,1352,331
8600000US93654,93654,ZCTA5 93654,31460,1070
8600000US93656,93656,ZCTA5 93656,7194,663
8600000US93657,93657,ZCTA5 93657,34349,900
8600000US93660,93660,ZCTA5 93660,4587,394
8600000US93662,93662,ZCTA5 93662,30169,796
8600000US93664,93664,ZCTA5 93664,494,121
8600000US93665,93665,ZCTA5 93665,943,418
8600000US93666,93666,ZCTA5 93666,968,327
8600000US93667,93667,ZCTA5 93667,2626,344
8600000US93668,93668,ZCTA5 93668,957,276
8600000US93669,93669,ZCTA5 93669,209,105
8600000US93673,93673,ZCTA5 93673,747,159
8600000US93675,93675,ZCTA5 93675,3358,490
8600000US93701,93701,ZCTA5 93701,10369,979
8600000US93702,93702,ZCTA5 93702,46021,1511
8600000US93703,93703,ZCTA5 93703,34166,1466
8600000US93704,93704,ZCTA5 93704,27870,1317
8600000US93705,93705,ZCTA5 93705,38093,1456
8600000US93706,93706,ZCTA5 93706,40583,1566
8600000US93710,93710,ZCTA5 93710,32249,1403
8600000US93711,93711,ZCTA5 93711,37095,1424
8600000US93720,93720,ZCTA5 93720,46402,1320
8600000US93721,93721,ZCTA5 93721,6898,549
8600000US93722,93722,ZCTA5 93722,81832,2856
8600000US93723,93723,ZCTA5 93723,10874,1108
8600000US93725,93725,ZCTA5 93725,26809,1443
8600000US93726,93726,ZCTA5 93726,42950,1240
8600000US93727,93727,ZCTA5 93727,79314,1992
8600000US93728,93728,ZCTA5 93728,15670,1095
8600000US93730,93730,ZCTA5 93730,11397,650
8600000US93901,93901,ZCTA5 93901,27387,1013
8600000US93905,93905,ZCTA5 93905,61494,1286
8600000US93906,93906,ZCTA5 93906,63821,1604
8600000US93907,93907,ZCTA5 93907,22513,1116
8600000US93908,93908,ZCTA5 93908,11986,610
8600000US93920,93920,ZCTA5 93920,1082,312
8600000US93921,93921,ZCTA5 93921,3407,196
8600000US93923,93923,ZCTA5 93923,12301,742
8600000US93924,93924,ZCTA5 93924,6457,789
8600000US93925,93925,ZCTA5 93925,1824,337
8600000US93926,93926,ZCTA5 93926,9506,421
8600000US93927,93927,ZCTA5 93927,18609,531
8600000US93928,93928,ZCTA5 93928,441,173
8600000US93930,93930,ZCTA5 93930,16536,516
8600000US93932,93932,ZCTA5 93932,618,270
8600000US93933,93933,ZCTA5 93933,23851,353
8600000US93940,93940,ZCTA5 93940,32727,308
8600000US93943,93943,ZCTA5 93943,0,12
8600000US93950,93950,ZCTA5 93950,15577,72
8600000US93953,93953,ZCTA5 93953,4435,450
8600000US93954,93954,ZCTA5 93954,362,128
8600000US93955,93955,ZCTA5 93955,34421,98
8600000US93960,93960,ZCTA5 93960,26831,391
8600000US93962,93962,ZCTA5 93962,745,321
8600000US94002,94002,ZCTA5 94002,27116,148
8600000US94005,94005,ZCTA5 94005,4568,24
8600000US94010,94010,ZCTA5 94010,42569,274
8600000US94014,94014,ZCTA5 94014,48387,1048
8600000US94015,94015,ZCTA5 94015,64712,1173
8600000US94019,94019,ZCTA5 94019,19874,1273
8600000US94020,94020,ZCTA5 94020,1170,256
8600000US94021,94021,ZCTA5 94021,159,153
8600000US94022,94022,ZCTA5 94022,19705,399
8600000US94024,94024,ZCTA5 94024,23057,561
8600000US94025,94025,ZCTA5 94025,41491,611
8600000US94027,94027,ZCTA5 94027,7317,98
8600000US94028,94028,ZCTA5 94028,6830,394
8600000US94030,94030,ZCTA5 94030,22552,72
8600000US94037,94037,ZCTA5 94037,2895,598
8600000US94038,94038,ZCTA5 94038,3628,752
8600000US94040,94040,ZCTA5 94040,35200,843
8600000US94041,94041,ZCTA5 94041,14162,740
8600000US94043,94043,ZCTA5 94043,29689,730
8600000US94044,94044,ZCTA5 94044,38844,46
8600000US94060,94060,ZCTA5 94060,1697,511
8600000US94061,94061,ZCTA5 94061,38709,940
8600000US94062,94062,ZCTA5 94062,27099,885
8600000US94063,94063,ZCTA5 94063,33396,1262
8600000US94065,94065,ZCTA5 94065,12626,482
8600000US94066,94066,ZCTA5 94066,42777,113
8600000US94070,94070,ZCTA5 94070,30370,195
8600000US94074,94074,ZCTA5 94074,309,218
8600000US94080,94080,ZCTA5 94080,66876,353
8600000US94085,94085,ZCTA5 94085,23177,1134
8600000US94086,94086,ZCTA5 94086,49851,1312
8600000US94087,94087,ZCTA5 94087,55987,1153
8600000US94089,94089,ZCTA5 94089,21403,779
8600000US94102,94102,ZCTA5 94102,29319,1179
8600000US94103,94103,ZCTA5 94103,25747,1388
8600000US94104,94104,ZCTA5 94104,489,156
8600000US94105,94105,ZCTA5 94105,6793,1012
8600000US94107,94107,ZCTA5 94107,29384,1544
8600000US94108,94108,ZCTA5 94108,14704,645
8600000US94109,94109,ZCTA5 94109,56019,1456
8600000US94110,94110,ZCTA5 94110,73511,1474
8600000US94111,94111,ZCTA5 94111,3432,335
8600000US94112,94112,ZCTA5 94112,84001,2209
8600000US94114,94114,ZCTA5 94114,33504,1040
8600000US94115,94115,ZCTA5 94115,34681,1270
8600000US94116,94116,ZCTA5 94116,45936,1553
8600000US94117,94117,ZCTA5 94117,43323,1264
8600000US94118,94118,ZCTA5 94118,41662,1238
8600000US94121,94121,ZCTA5 94121,42720,1211
8600000US94122,94122,ZCTA5 94122,62029,1423
8600000US94123,94123,ZCTA5 94123,25238,713
8600000US94124,94124,ZCTA5 94124,35446,1139
8600000US94127,94127,ZCTA5 94127,20664,1133
8600000US94128,94128,ZCTA5 94128,119,220
8600000US94129,94129,ZCTA5 94129,3762,314
8600000US94130,94130,ZCTA5 94130,3090,470
8600000US94131,94131,ZCTA5 94131,28350,1011
8600000US94132,94132,ZCTA5 94132,31289,1038
8600000US94133,94133,ZCTA5 94133,27491,1050
8600000US94134,94134,ZCTA5 94134,41677,1361
8600000US94158,94158,ZCTA5 94158,5995,862
8600000US94301,94301,ZCTA5 94301,17409,593
8600000US94303,94303,ZCTA5 94303,47743,578
8600000US94304,94304,ZCTA5 94304,3658,327
8600000US94305,94305,ZCTA5 94305,14971,955
8600000US94306,94306,ZCTA5 94306,27259,640
8600000US94401,94401,ZCTA5 94401,36597,1035
8600000US94402,94402,ZCTA5 94402,24517,861
8600000US94403,94403,ZCTA5 94403,42252,871
8600000US94404,94404,ZCTA5 94404,36086,237
8600000US94501,94501,ZCTA5 94501,63228,522
8600000US94502,94502,ZCTA5 94502,14181,515
8600000US94503,94503,ZCTA5 94503,20366,45
8600000US94505,94505,ZCTA5 94505,14820,671
8600000US94506,94506,ZCTA5 94506,24371,1058
8600000US94507,94507,ZCTA5 94507,16205,812
8600000US94508,94508,ZCTA5 94508,4268,362
8600000US94509,94509,ZCTA5 94509,64412,1379
8600000US94510,94510,ZCTA5 94510,27786,86
8600000US94511,94511,ZCTA5 94511,2199,434
8600000US94512,94512,ZCTA5 94512,96,128
8600000US94513,94513,ZCTA5 94513,59444,555
8600000US94514,94514,ZCTA5 94514,1358,202
8600000US94515,94515,ZCTA5 94515,7379,478
8600000US94516,94516,ZCTA5 94516,157,64
8600000US94517,94517,ZCTA5 94517,13139,323
8600000US94518,94518,ZCTA5 94518,27549,874
8600000US94519,94519,ZCTA5 94519,19594,972
8600000US94520,94520,ZCTA5 94520,39535,1442
8600000US94521,94521,ZCTA5 94521,41854,1063
8600000US94523,94523,ZCTA5 94523,34742,210
8600000US94525,94525,ZCTA5 94525,3103,273
8600000US94526,94526,ZCTA5 94526,32284,686
8600000US94528,94528,ZCTA5 94528,749,300
8600000US94530,94530,ZCTA5 94530,24851,189
8600000US94531,94531,ZCTA5 94531,44263,1404
8600000US94533,94533,ZCTA5 94533,72349,1072
8600000US94534,94534,ZCTA5 94534,37794,1069
8600000US94535,94535,ZCTA5 94535,4269,276
8600000US94536,94536,ZCTA5 94536,72597,1272
8600000US94538,94538,ZCTA5 94538,66493,1468
8600000US94539,94539,ZCTA5 94539,52141,951
8600000US94541,94541,ZCTA5 94541,65178,1634
8600000US94542,94542,ZCTA5 94542,13491,848
8600000US94544,94544,ZCTA5 94544,78096,1175
8600000US94545,94545,ZCTA5 94545,32015,867
8600000US94546,94546,ZCTA5 94546,43472,1178
8600000US94547,94547,ZCTA5 94547,25037,82
8600000US94548,94548,ZCTA5 94548,379,179
8600000US94549,94549,ZCTA5 94549,29005,484
8600000US94550,94550,ZCTA5 94550,50122,835
8600000US94551,94551,ZCTA5 94551,42508,874
8600000US94552,94552,ZCTA5 94552,14852,686
8600000US94553,94553,ZCTA5 94553,49638,1149
8600000US94555,94555,ZCTA5 94555,36750,892
8600000US94556,94556,ZCTA5 94556,16039,200
8600000US94558,94558,ZCTA5 94558,68366,1152
8600000US94559,94559,ZCTA5 94559,28355,976
8600000US94560,94560,ZCTA5 94560,44677,39
8600000US94561,94561,ZCTA5 94561,40274,440
8600000US94563,94563,ZCTA5 94563,18803,112
8600000US94564,94564,ZCTA5 94564,19007,98
8600000US94565,94565,ZCTA5 94565,91323,1036
8600000US94566,94566,ZCTA5 94566,43784,839
8600000US94567,94567,ZCTA5 94567,587,127
8600000US94568,94568,ZCTA5 94568,51248,479
8600000US94569,94569,ZCTA5 94569,243,110
8600000US94571,94571,ZCTA5 94571,8802,384
8600000US94572,94572,ZCTA5 94572,9798,522
8600000US94573,94573,ZCTA5 94573,86,107
8600000US94574,94574,ZCTA5 94574,8996,436
8600000US94575,94575,ZCTA5 94575,1175,170
8600000US94576,94576,ZCTA5 94576,102,46
8600000US94577,94577,ZCTA5 94577,47053,1105
8600000US94578,94578,ZCTA5 94578,40603,1559
8600000US94579,94579,ZCTA5 94579,22431,813
8600000US94580,94580,ZCTA5 94580,29167,1364
8600000US94582,94582,ZCTA5 94582,40460,776
8600000US94583,94583,ZCTA5 94583,35174,789
8600000US94585,94585,ZCTA5 94585,29501,293
8600000US94586,94586,ZCTA5 94586,978,224
8600000US94587,94587,ZCTA5 94587,73500,55
8600000US94588,94588,ZCTA5 94588,34611,832
8600000US94589,94589,ZCTA5 94589,30593,1075
8600000US94590,94590,ZCTA5 94590,36807,1424
8600000US94591,94591,ZCTA5 94591,54493,1178
8600000US94592,94592,ZCTA5 94592,880,162
8600000US94595,94595,ZCTA5 94595,17675,787
8600000US94596,94596,ZCTA5 94596,20794,825
8600000US94597,94597,ZCTA5 94597,21923,896
8600000US94598,94598,ZCTA5 94598,27175,727
8600000US94599,94599,ZCTA5 94599,3148,85
8600000US94601,94601,ZCTA5 94601,50369,2050
