xYear,State,County,Zip,Schedule_Group,rundatetime,RxCount,Population
2015,CA,Los Angeles,91046,All,01APR2018:11:21:17,198,156
2015,CA,Los Angeles,91066,All,06MAY2016:01:08:29,461,
2015,CA,Los Angeles,91077,All,06MAY2016:01:08:29,9,
2015,CA,Los Angeles,91101,All,01APR2018:11:21:17,41431,"20,460"
2015,CA,Los Angeles,91102,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91103,All,01APR2018:11:21:17,10283,"27,480"
2015,CA,Los Angeles,91104,All,01APR2018:11:21:17,12178,"36,751"
2015,CA,Los Angeles,91105,All,01APR2018:11:21:17,174034,"11,254"
2015,CA,Los Angeles,91106,All,01APR2018:11:21:17,33025,"24,229"
2015,CA,Los Angeles,91107,All,01APR2018:11:21:17,87060,"32,940"
2015,CA,Los Angeles,91108,All,01APR2018:11:21:17,21531,"13,361"
2015,CA,Los Angeles,91109,All,06MAY2016:01:08:29,2820,
2015,CA,Los Angeles,91110,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91114,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91115,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91116,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91117,All,06MAY2016:01:08:29,1976,
2015,CA,Los Angeles,91118,All,06MAY2016:01:08:29,52,
2015,CA,Los Angeles,91121,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91123,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91124,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91125,All,06MAY2016:01:08:29,169,
2015,CA,Los Angeles,91126,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91129,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91182,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91184,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91185,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91188,All,06MAY2016:01:08:29,2988,
2015,CA,Los Angeles,91189,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91199,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91201,All,01APR2018:11:21:17,10688,"22,781"
2015,CA,Los Angeles,91202,All,01APR2018:11:21:17,23627,"22,830"
2015,CA,Los Angeles,91203,All,01APR2018:11:21:17,39870,"13,220"
2015,CA,Los Angeles,91204,All,01APR2018:11:21:17,91925,"16,032"
2015,CA,Los Angeles,91205,All,01APR2018:11:21:17,76189,"37,810"
2015,CA,Los Angeles,91206,All,01APR2018:11:21:17,86613,"33,065"
2015,CA,Los Angeles,91207,All,01APR2018:11:21:17,2098,"10,506"
2015,CA,Los Angeles,91208,All,01APR2018:11:21:17,31250,"16,245"
2015,CA,Los Angeles,91209,All,06MAY2016:01:08:29,151,
2015,CA,Los Angeles,91210,All,01APR2018:11:21:17,473,328
2015,CA,Los Angeles,91214,All,01APR2018:11:21:17,3237,"30,356"
2015,CA,Los Angeles,91221,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91222,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91224,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91225,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91226,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91301,All,01APR2018:11:21:17,47589,"25,488"
2015,CA,Los Angeles,91302,All,01APR2018:11:21:17,14874,"25,709"
2015,CA,Los Angeles,91303,All,01APR2018:11:21:17,30407,"26,855"
2015,CA,Los Angeles,91304,All,01APR2018:11:21:17,8233,"50,231"
2015,CA,Los Angeles,91305,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91306,All,01APR2018:11:21:17,6422,"45,061"
2015,CA,Los Angeles,91307,All,01APR2018:11:21:17,69884,"24,474"
2015,CA,Los Angeles,91308,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91309,All,06MAY2016:01:08:29,1,
2015,CA,Los Angeles,91310,All,06MAY2016:01:08:29,1912,
2015,CA,Los Angeles,91311,All,01APR2018:11:21:17,6842,"36,557"
2015,CA,Los Angeles,91313,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91316,All,01APR2018:11:21:17,51375,"26,898"
2015,CA,Ventura,91319,All,06MAY2016:01:08:29,0,
2015,CA,Ventura,91320,All,01APR2018:11:21:17,40016,"44,274"
2015,CA,Los Angeles,91321,All,01APR2018:11:21:17,36076,"34,882"
2015,CA,Los Angeles,91322,All,06MAY2016:01:08:29,569,
2015,CA,Los Angeles,91324,All,01APR2018:11:21:17,55849,"27,669"
2015,CA,Los Angeles,91325,All,01APR2018:11:21:17,89635,"32,417"
2015,CA,Los Angeles,91326,All,01APR2018:11:21:17,31505,"33,708"
2015,CA,Los Angeles,91327,All,06MAY2016:01:08:29,3135,
2015,CA,Los Angeles,91328,All,06MAY2016:01:08:29,4835,
2015,CA,Los Angeles,91329,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91330,All,01APR2018:11:21:17,219,"2,702"
2015,CA,Los Angeles,91331,All,01APR2018:11:21:17,18616,"103,689"
2015,CA,Los Angeles,91333,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91334,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91335,All,01APR2018:11:21:17,43103,"74,363"
2015,CA,Los Angeles,91337,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91340,All,01APR2018:11:21:17,16946,"34,188"
2015,CA,Los Angeles,91341,All,06MAY2016:01:08:29,182,
2015,CA,Los Angeles,91342,All,01APR2018:11:21:17,45104,"91,725"
2015,CA,Los Angeles,91343,All,01APR2018:11:21:17,7773,"60,254"
2015,CA,Los Angeles,91344,All,01APR2018:11:21:17,24468,"51,747"
2015,CA,Los Angeles,91345,All,01APR2018:11:21:17,93495,"18,496"
2015,CA,Los Angeles,91346,All,06MAY2016:01:08:29,3743,
2015,CA,Los Angeles,91350,All,01APR2018:11:21:17,24331,"33,348"
2015,CA,Los Angeles,91351,All,01APR2018:11:21:17,11541,"32,362"
2015,CA,Los Angeles,91352,All,01APR2018:11:21:17,18426,"47,807"
2015,CA,Los Angeles,91353,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91354,All,01APR2018:11:21:17,2590,"28,722"
2015,CA,Los Angeles,91355,All,01APR2018:11:21:17,157296,"32,605"
2015,CA,Los Angeles,91356,All,01APR2018:11:21:17,104950,"29,458"
2015,CA,Los Angeles,91357,All,06MAY2016:01:08:29,572,
2015,CA,Ventura,91358,All,06MAY2016:01:08:29,0,
2015,CA,Ventura,91359,All,06MAY2016:01:08:29,0,
2015,CA,Ventura,91360,All,01APR2018:11:21:17,135924,"42,402"
2015,CA,Ventura,91361,All,01APR2018:11:21:17,95651,"20,438"
2015,CA,Ventura,91362,All,01APR2018:11:21:17,33157,"36,045"
2015,CA,Los Angeles,91364,All,01APR2018:11:21:17,40604,"25,851"
2015,CA,Los Angeles,91365,All,06MAY2016:01:08:29,44322,
2015,CA,Los Angeles,91367,All,01APR2018:11:21:17,136456,"39,499"
2015,CA,Los Angeles,91371,All,01APR2018:11:21:17,0,1
2015,CA,Los Angeles,91372,All,06MAY2016:01:08:29,369,
2015,CA,Los Angeles,91376,All,06MAY2016:01:08:29,2835,
2015,CA,Ventura,91377,All,01APR2018:11:21:17,1075,"13,811"
2015,CA,Los Angeles,91380,All,06MAY2016:01:08:29,48,
2015,CA,Los Angeles,91381,All,01APR2018:11:21:17,2392,"20,158"
2015,CA,Los Angeles,91382,All,06MAY2016:01:08:29,1095,
2015,CA,Los Angeles,91383,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91384,All,01APR2018:11:21:17,247,"29,855"
2015,CA,Los Angeles,91385,All,06MAY2016:01:08:29,3011,
2015,CA,Los Angeles,91386,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91387,All,01APR2018:11:21:17,21769,"40,328"
2015,CA,Los Angeles,91390,All,01APR2018:11:21:17,1763,"19,786"
2015,CA,Los Angeles,91392,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91393,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91394,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91395,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91396,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91401,All,01APR2018:11:21:17,13880,"39,285"
2015,CA,Los Angeles,91402,All,01APR2018:11:21:17,122583,"69,817"
2015,CA,Los Angeles,91403,All,01APR2018:11:21:17,96907,"23,484"
2015,CA,Los Angeles,91404,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91405,All,01APR2018:11:21:17,99911,"51,145"
2015,CA,Los Angeles,91406,All,01APR2018:11:21:17,8851,"51,558"
2015,CA,Los Angeles,91407,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91408,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91409,All,06MAY2016:01:08:29,806,
2015,CA,Los Angeles,91410,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91411,All,01APR2018:11:21:17,59962,"24,628"
2015,CA,Los Angeles,91412,All,06MAY2016:01:08:29,61,
2015,CA,Los Angeles,91413,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91416,All,06MAY2016:01:08:29,16,
2015,CA,Los Angeles,91423,All,01APR2018:11:21:17,30853,"30,991"
2015,CA,Los Angeles,91426,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91436,All,01APR2018:11:21:17,144721,"14,372"
2015,CA,Los Angeles,91470,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91482,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91495,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91496,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91499,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91501,All,01APR2018:11:21:17,16330,"20,849"
2015,CA,Los Angeles,91502,All,01APR2018:11:21:17,24977,"11,371"
2015,CA,Los Angeles,91503,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91504,All,01APR2018:11:21:17,8937,"24,939"
2015,CA,Los Angeles,91505,All,01APR2018:11:21:17,128801,"30,778"
2015,CA,Los Angeles,91506,All,01APR2018:11:21:17,16083,"18,904"
2015,CA,Los Angeles,91507,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91508,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91510,All,06MAY2016:01:08:29,377,
2015,CA,Los Angeles,91521,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91522,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91523,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91526,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91601,All,01APR2018:11:21:17,8178,"37,180"
2015,CA,Los Angeles,91602,All,01APR2018:11:21:17,10735,"17,473"
2015,CA,Los Angeles,91603,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91604,All,01APR2018:11:21:17,10444,"29,034"
2015,CA,Los Angeles,91605,All,01APR2018:11:21:17,7782,"56,343"
2015,CA,Los Angeles,91606,All,01APR2018:11:21:17,19621,"44,958"
2015,CA,Los Angeles,91607,All,01APR2018:11:21:17,45576,"27,927"
2015,CA,Los Angeles,91608,All,01APR2018:11:21:17,1723,0
2015,CA,Los Angeles,91609,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91610,All,06MAY2016:01:08:29,50,
2015,CA,Los Angeles,91611,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91612,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91614,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91615,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91616,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91617,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91618,All,06MAY2016:01:08:29,0,
2015,CA,San Bernardino,91701,All,01APR2018:11:21:17,2531,"38,976"
2015,CA,Los Angeles,91702,All,01APR2018:11:21:17,10472,"59,705"
2015,CA,Los Angeles,91706,All,01APR2018:11:21:17,75026,"76,571"
2015,CA,San Bernardino,91708,All,01APR2018:11:21:17,1145,"3,369"
2015,CA,San Bernardino,91709,All,01APR2018:11:21:17,26017,"74,796"
2015,CA,San Bernardino,91710,All,01APR2018:11:21:17,84314,"80,358"
2015,CA,Los Angeles,91711,All,01APR2018:11:21:17,63473,"35,705"
2015,CA,Los Angeles,91714,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91715,All,06MAY2016:01:08:29,215,
2015,CA,Los Angeles,91716,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91722,All,01APR2018:11:21:17,13497,"34,409"
2015,CA,Los Angeles,91723,All,01APR2018:11:21:17,83938,"18,275"
2015,CA,Los Angeles,91724,All,01APR2018:11:21:17,8793,"26,184"
2015,CA,San Bernardino,91729,All,06MAY2016:01:08:29,332,
2015,CA,San Bernardino,91730,All,01APR2018:11:21:17,207237,"66,925"
2015,CA,Los Angeles,91731,All,01APR2018:11:21:17,31973,"29,591"
2015,CA,Los Angeles,91732,All,01APR2018:11:21:17,8146,"61,386"
2015,CA,Los Angeles,91733,All,01APR2018:11:21:17,5422,"43,896"
2015,CA,Los Angeles,91734,All,06MAY2016:01:08:29,205,
2015,CA,Los Angeles,91735,All,06MAY2016:01:08:29,0,
2015,CA,San Bernardino,91737,All,01APR2018:11:21:17,6453,"24,740"
2015,CA,San Bernardino,91739,All,01APR2018:11:21:17,14326,"34,794"
2015,CA,Los Angeles,91740,All,01APR2018:11:21:17,53215,"25,356"
2015,CA,Los Angeles,91741,All,01APR2018:11:21:17,57296,"25,824"
2015,CA,San Bernardino,91743,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91744,All,01APR2018:11:21:17,12700,"85,040"
2015,CA,Los Angeles,91745,All,01APR2018:11:21:17,21111,"54,013"
2015,CA,Los Angeles,91746,All,01APR2018:11:21:17,2712,"30,485"
2015,CA,Los Angeles,91747,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91748,All,01APR2018:11:21:17,26058,"45,406"
2015,CA,Los Angeles,91749,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91750,All,01APR2018:11:21:17,10251,"33,249"
2015,CA,Riverside,91752,All,01APR2018:11:21:17,1788,"30,047"
2015,CA,Los Angeles,91754,All,01APR2018:11:21:17,49653,"32,742"
2015,CA,Los Angeles,91755,All,01APR2018:11:21:17,2289,"27,496"
2015,CA,Los Angeles,91756,All,06MAY2016:01:08:29,0,
2015,CA,San Bernardino,91758,All,06MAY2016:01:08:29,0,
2015,CA,San Bernardino,91759,All,01APR2018:11:21:17,0,476
2015,CA,San Bernardino,91761,All,01APR2018:11:21:17,47367,"56,913"
2015,CA,San Bernardino,91762,All,01APR2018:11:21:17,17524,"55,857"
2015,CA,San Bernardino,91763,All,01APR2018:11:21:17,40438,"36,375"
2015,CA,San Bernardino,91764,All,01APR2018:11:21:17,12215,"54,086"
2015,CA,Los Angeles,91765,All,01APR2018:11:21:17,39955,"46,457"
2015,CA,Los Angeles,91766,All,01APR2018:11:21:17,16920,"71,599"
2015,CA,Los Angeles,91767,All,01APR2018:11:21:17,118339,"48,068"
2015,CA,Los Angeles,91768,All,01APR2018:11:21:17,12797,"34,537"
2015,CA,Los Angeles,91769,All,06MAY2016:01:08:29,6003,
2015,CA,Los Angeles,91770,All,01APR2018:11:21:17,26263,"62,097"
2015,CA,Los Angeles,91771,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91772,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91773,All,01APR2018:11:21:17,51651,"33,119"
2015,CA,Los Angeles,91775,All,01APR2018:11:21:17,1391,"23,988"
2015,CA,Los Angeles,91776,All,01APR2018:11:21:17,36927,"38,475"
2015,CA,Los Angeles,91778,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91780,All,01APR2018:11:21:17,14924,"34,332"
2015,CA,San Bernardino,91784,All,01APR2018:11:21:17,7830,"25,938"
2015,CA,San Bernardino,91785,All,06MAY2016:01:08:29,3,
2015,CA,San Bernardino,91786,All,01APR2018:11:21:17,147690,"51,165"
2015,CA,Los Angeles,91788,All,06MAY2016:01:08:29,132,
2015,CA,Los Angeles,91789,All,01APR2018:11:21:17,9252,"43,079"
2015,CA,Los Angeles,91790,All,01APR2018:11:21:17,105579,"44,907"
2015,CA,Los Angeles,91791,All,01APR2018:11:21:17,1434,"32,414"
2015,CA,Los Angeles,91792,All,01APR2018:11:21:17,7401,"30,854"
2015,CA,Los Angeles,91793,All,06MAY2016:01:08:29,853,
2015,CA,Los Angeles,91801,All,01APR2018:11:21:17,48690,"52,735"
2015,CA,Los Angeles,91802,All,06MAY2016:01:08:29,440,
2015,CA,Los Angeles,91803,All,01APR2018:11:21:17,4036,"30,322"
2015,CA,Los Angeles,91804,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91896,All,06MAY2016:01:08:29,0,
2015,CA,Los Angeles,91899,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91901,All,01APR2018:11:21:17,12713,"17,403"
2015,CA,San Diego,91902,All,01APR2018:11:21:17,27724,"17,653"
2015,CA,San Diego,91903,All,06MAY2016:01:08:29,570,
2015,CA,San Diego,91905,All,01APR2018:11:21:17,0,"1,700"
2015,CA,San Diego,91906,All,01APR2018:11:21:17,1585,"3,627"
2015,CA,San Diego,91908,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91909,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91910,All,01APR2018:11:21:17,79183,"75,802"
2015,CA,San Diego,91911,All,01APR2018:11:21:17,44378,"82,999"
2015,CA,San Diego,91912,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91913,All,01APR2018:11:21:17,18045,"40,971"
2015,CA,San Diego,91914,All,01APR2018:11:21:17,26065,"15,448"
2015,CA,San Diego,91915,All,01APR2018:11:21:17,3942,"24,659"
2015,CA,San Diego,91916,All,01APR2018:11:21:17,0,"1,622"
2015,CA,San Diego,91917,All,01APR2018:11:21:17,0,992
2015,CA,San Diego,91921,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91931,All,01APR2018:11:21:17,0,592
2015,CA,San Diego,91932,All,01APR2018:11:21:17,4560,"25,718"
2015,CA,San Diego,91933,All,06MAY2016:01:08:29,705,
2015,CA,San Diego,91934,All,01APR2018:11:21:17,0,737
2015,CA,San Diego,91935,All,01APR2018:11:21:17,148,"8,624"
2015,CA,San Diego,91941,All,01APR2018:11:21:17,51094,"31,779"
2015,CA,San Diego,91942,All,01APR2018:11:21:17,193416,"38,069"
2015,CA,San Diego,91943,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91944,All,06MAY2016:01:08:29,1480,
2015,CA,San Diego,91945,All,01APR2018:11:21:17,4094,"25,460"
2015,CA,San Diego,91946,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91947,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91948,All,01APR2018:11:21:17,0,78
2015,CA,San Diego,91950,All,01APR2018:11:21:17,40126,"60,322"
2015,CA,San Diego,91951,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91962,All,01APR2018:11:21:17,97,"1,646"
2015,CA,San Diego,91963,All,01APR2018:11:21:17,0,"1,118"
2015,CA,San Diego,91976,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91977,All,01APR2018:11:21:17,1926,"58,368"
2015,CA,San Diego,91978,All,01APR2018:11:21:17,4643,"8,896"
2015,CA,San Diego,91979,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,91980,All,01APR2018:11:21:17,0,165
2015,CA,San Diego,91987,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92003,All,01APR2018:11:21:17,766,"4,746"
2015,CA,San Diego,92004,All,01APR2018:11:21:17,1884,"3,881"
2015,CA,San Diego,92007,All,01APR2018:11:21:17,1955,"10,429"
2015,CA,San Diego,92008,All,01APR2018:11:21:17,55174,"27,649"
2015,CA,San Diego,92009,All,01APR2018:11:21:17,52309,"40,747"
2015,CA,San Diego,92010,All,01APR2018:11:21:17,4150,"14,382"
2015,CA,San Diego,92011,All,01APR2018:11:21:17,27282,"22,405"
2015,CA,San Diego,92013,All,06MAY2016:01:08:29,959,
2015,CA,San Diego,92014,All,01APR2018:11:21:17,32356,"13,154"
2015,CA,San Diego,92018,All,06MAY2016:01:08:29,3,
2015,CA,San Diego,92019,All,01APR2018:11:21:17,4794,"42,598"
2015,CA,San Diego,92020,All,01APR2018:11:21:17,72602,"57,767"
2015,CA,San Diego,92021,All,01APR2018:11:21:17,66655,"65,068"
2015,CA,San Diego,92022,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92023,All,06MAY2016:01:08:29,1036,
2015,CA,San Diego,92024,All,01APR2018:11:21:17,165210,"49,121"
2015,CA,San Diego,92025,All,01APR2018:11:21:17,143566,"49,978"
2015,CA,San Diego,92026,All,01APR2018:11:21:17,6326,"48,922"
2015,CA,San Diego,92027,All,01APR2018:11:21:17,6029,"53,881"
2015,CA,San Diego,92028,All,01APR2018:11:21:17,32460,"46,239"
2015,CA,San Diego,92029,All,01APR2018:11:21:17,46656,"19,021"
2015,CA,San Diego,92030,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92033,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92036,All,01APR2018:11:21:17,1576,"3,440"
2015,CA,San Diego,92037,All,01APR2018:11:21:17,246461,"46,781"
2015,CA,San Diego,92038,All,06MAY2016:01:08:29,556,
2015,CA,San Diego,92039,All,06MAY2016:01:08:29,3737,
2015,CA,San Diego,92040,All,01APR2018:11:21:17,13906,"41,281"
2015,CA,San Diego,92046,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92049,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92051,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92052,All,06MAY2016:01:08:29,1,
2015,CA,San Diego,92054,All,01APR2018:11:21:17,28487,"40,375"
2015,CA,San Diego,92055,All,01APR2018:11:21:17,2206,"15,655"
2015,CA,San Diego,92056,All,01APR2018:11:21:17,58370,"51,835"
2015,CA,San Diego,92057,All,01APR2018:11:21:17,15746,"54,096"
2015,CA,San Diego,92058,All,01APR2018:11:21:17,4210,"42,436"
2015,CA,San Diego,92059,All,01APR2018:11:21:17,0,"1,618"
2015,CA,San Diego,92060,All,01APR2018:11:21:17,0,218
2015,CA,San Diego,92061,All,01APR2018:11:21:17,82,"2,499"
2015,CA,San Diego,92064,All,01APR2018:11:21:17,89303,"47,904"
2015,CA,San Diego,92065,All,01APR2018:11:21:17,22586,"35,414"
2015,CA,San Diego,92066,All,01APR2018:11:21:17,14,378
2015,CA,San Diego,92067,All,01APR2018:11:21:17,7533,"9,535"
2015,CA,San Diego,92068,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92069,All,01APR2018:11:21:17,44539,"46,369"
2015,CA,San Diego,92070,All,01APR2018:11:21:17,0,"1,245"
2015,CA,San Diego,92071,All,01APR2018:11:21:17,48022,"53,422"
2015,CA,San Diego,92072,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92074,All,06MAY2016:01:08:29,577,
2015,CA,San Diego,92075,All,01APR2018:11:21:17,41374,"12,056"
2015,CA,San Diego,92078,All,01APR2018:11:21:17,49067,"42,906"
2015,CA,San Diego,92079,All,06MAY2016:01:08:29,138,
2015,CA,San Diego,92081,All,01APR2018:11:21:17,23648,"27,404"
2015,CA,San Diego,92082,All,01APR2018:11:21:17,10943,"19,037"
2015,CA,San Diego,92083,All,01APR2018:11:21:17,92893,"36,975"
2015,CA,San Diego,92084,All,01APR2018:11:21:17,23291,"47,654"
2015,CA,San Diego,92085,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92086,All,01APR2018:11:21:17,816,"1,573"
2015,CA,San Diego,92088,All,06MAY2016:01:08:29,22,
2015,CA,San Diego,92091,All,01APR2018:11:21:17,22,"1,048"
2015,CA,San Diego,92092,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92093,All,06MAY2016:01:08:29,28200,
2015,CA,San Diego,92096,All,06MAY2016:01:08:29,929,
2015,CA,San Diego,92101,All,01APR2018:11:21:17,98125,"37,095"
2015,CA,San Diego,92102,All,01APR2018:11:21:17,27229,"43,267"
2015,CA,San Diego,92103,All,01APR2018:11:21:17,269627,"31,066"
2015,CA,San Diego,92104,All,01APR2018:11:21:17,9271,"44,414"
2015,CA,San Diego,92105,All,01APR2018:11:21:17,16630,"69,813"
2015,CA,San Diego,92106,All,01APR2018:11:21:17,13336,"19,330"
2015,CA,San Diego,92107,All,01APR2018:11:21:17,7744,"28,651"
2015,CA,San Diego,92108,All,01APR2018:11:21:17,130040,"18,858"
2015,CA,San Diego,92109,All,01APR2018:11:21:17,30268,"45,787"
2015,CA,San Diego,92110,All,01APR2018:11:21:17,60150,"25,341"
2015,CA,San Diego,92111,All,01APR2018:11:21:17,103704,"45,096"
2015,CA,San Diego,92112,All,06MAY2016:01:08:29,973,
2015,CA,San Diego,92113,All,01APR2018:11:21:17,3747,"56,066"
2015,CA,San Diego,92114,All,01APR2018:11:21:17,8014,"65,433"
2015,CA,San Diego,92115,All,01APR2018:11:21:17,45986,"58,560"
2015,CA,San Diego,92116,All,01APR2018:11:21:17,10274,"31,680"
2015,CA,San Diego,92117,All,01APR2018:11:21:17,30942,"51,332"
2015,CA,San Diego,92118,All,01APR2018:11:21:17,31441,"23,575"
2015,CA,San Diego,92119,All,01APR2018:11:21:17,11370,"23,057"
2015,CA,San Diego,92120,All,01APR2018:11:21:17,165466,"26,317"
2015,CA,San Diego,92121,All,01APR2018:11:21:17,92672,"4,179"
2015,CA,San Diego,92122,All,01APR2018:11:21:17,21444,"43,728"
2015,CA,San Diego,92123,All,01APR2018:11:21:17,172067,"26,823"
2015,CA,San Diego,92124,All,01APR2018:11:21:17,4793,"30,443"
2015,CA,San Diego,92126,All,01APR2018:11:21:17,15548,"73,343"
2015,CA,San Diego,92127,All,01APR2018:11:21:17,40554,"39,337"
2015,CA,San Diego,92128,All,01APR2018:11:21:17,76055,"47,490"
2015,CA,San Diego,92129,All,01APR2018:11:21:17,10242,"51,536"
2015,CA,San Diego,92130,All,01APR2018:11:21:17,106574,"48,940"
2015,CA,San Diego,92131,All,01APR2018:11:21:17,26422,"32,787"
2015,CA,San Diego,92132,All,01APR2018:11:21:17,0,0
2015,CA,San Diego,92134,All,01APR2018:11:21:17,5143,198
2015,CA,San Diego,92135,All,01APR2018:11:21:17,54,571
2015,CA,San Diego,92136,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92137,All,06MAY2016:01:08:29,1794,
2015,CA,San Diego,92138,All,06MAY2016:01:08:29,494,
2015,CA,San Diego,92139,All,01APR2018:11:21:17,2684,"35,125"
2015,CA,San Diego,92140,All,01APR2018:11:21:17,0,"3,435"
2015,CA,San Diego,92142,All,06MAY2016:01:08:29,28,
2015,CA,San Diego,92143,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92145,All,01APR2018:11:21:17,85,"1,449"
2015,CA,San Diego,92147,All,01APR2018:11:21:17,0,559
2015,CA,San Diego,92149,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92150,All,06MAY2016:01:08:29,1224,
2015,CA,San Diego,92152,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92153,All,06MAY2016:01:08:29,0,
2015,CA,San Diego,92154,All,01APR2018:11:21:17,50213,"79,708"
