xYear,State,County,Zip,Pph_Frq,rundatetime,Count_Opioid_Pph,Count_Schedule2_Pph,Population
2015,CA,Marin,94939,580+ Rx/Yr.,01APR2018:11:21:17,11,11,"6,859"
2015,CA,Marin,94940,580+ Rx/Yr.,01APR2018:11:21:17,0,0,268
2015,CA,Marin,94941,580+ Rx/Yr.,01APR2018:11:21:17,3,6,"30,496"
2015,CA,Marin,94942,580+ Rx/Yr.,06MAY2016:00:46:51,1,1,
2015,CA,Marin,94945,580+ Rx/Yr.,01APR2018:11:21:17,16,15,"17,167"
2015,CA,Marin,94946,580+ Rx/Yr.,01APR2018:11:21:17,0,0,699
2015,CA,Marin,94947,580+ Rx/Yr.,01APR2018:11:21:17,3,4,"24,283"
2015,CA,Marin,94948,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94949,580+ Rx/Yr.,01APR2018:11:21:17,1,0,"17,202"
2015,CA,Marin,94950,580+ Rx/Yr.,01APR2018:11:21:17,0,0,89
2015,CA,Sonoma,94951,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"4,124"
2015,CA,Sonoma,94952,580+ Rx/Yr.,01APR2018:11:21:17,1,0,"32,858"
2015,CA,Sonoma,94953,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Sonoma,94954,580+ Rx/Yr.,01APR2018:11:21:17,25,25,"37,365"
2015,CA,Sonoma,94955,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94956,580+ Rx/Yr.,01APR2018:11:21:17,2,3,"1,756"
2015,CA,Marin,94957,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,332"
2015,CA,Marin,94960,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"15,740"
2015,CA,Marin,94963,580+ Rx/Yr.,01APR2018:11:21:17,0,0,569
2015,CA,Marin,94964,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"5,094"
2015,CA,Marin,94965,580+ Rx/Yr.,01APR2018:11:21:17,4,5,"10,847"
2015,CA,Marin,94966,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94970,580+ Rx/Yr.,01APR2018:11:21:17,1,1,683
2015,CA,Marin,94971,580+ Rx/Yr.,01APR2018:11:21:17,0,0,337
2015,CA,Sonoma,94972,580+ Rx/Yr.,01APR2018:11:21:17,0,0,52
2015,CA,Marin,94973,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,429"
2015,CA,Marin,94974,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Sonoma,94975,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94976,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94977,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94978,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94979,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Marin,94998,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Sonoma,94999,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Cruz,95001,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95002,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,077"
2015,CA,Santa Cruz,95003,580+ Rx/Yr.,01APR2018:11:21:17,1,4,"23,974"
2015,CA,Monterey,95004,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"3,918"
2015,CA,Santa Cruz,95005,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"6,311"
2015,CA,Santa Cruz,95006,580+ Rx/Yr.,01APR2018:11:21:17,1,2,"8,979"
2015,CA,Santa Cruz,95007,580+ Rx/Yr.,01APR2018:11:21:17,0,0,676
2015,CA,Santa Clara,95008,580+ Rx/Yr.,01APR2018:11:21:17,16,17,"45,260"
2015,CA,Santa Clara,95009,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Cruz,95010,580+ Rx/Yr.,01APR2018:11:21:17,7,8,"9,137"
2015,CA,Santa Clara,95011,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Monterey,95012,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"10,320"
2015,CA,Santa Clara,95013,580+ Rx/Yr.,01APR2018:11:21:17,0,0,80
2015,CA,Santa Clara,95014,580+ Rx/Yr.,01APR2018:11:21:17,5,6,"60,717"
2015,CA,Santa Clara,95015,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Cruz,95017,580+ Rx/Yr.,01APR2018:11:21:17,0,0,834
2015,CA,Santa Cruz,95018,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"7,778"
2015,CA,Santa Cruz,95019,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"7,727"
2015,CA,Santa Clara,95020,580+ Rx/Yr.,01APR2018:11:21:17,3,5,"57,349"
2015,CA,Santa Clara,95021,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Benito,95023,580+ Rx/Yr.,01APR2018:11:21:17,7,10,"48,841"
2015,CA,San Benito,95024,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95026,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95030,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"12,791"
2015,CA,Santa Clara,95031,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95032,580+ Rx/Yr.,01APR2018:11:21:17,24,31,"25,089"
2015,CA,Santa Cruz,95033,580+ Rx/Yr.,01APR2018:11:21:17,0,1,"9,372"
2015,CA,Santa Clara,95035,580+ Rx/Yr.,01APR2018:11:21:17,10,9,"66,943"
2015,CA,Santa Clara,95036,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95037,580+ Rx/Yr.,01APR2018:11:21:17,2,3,"45,579"
2015,CA,Santa Clara,95038,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Monterey,95039,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,377"
2015,CA,Santa Cruz,95041,580+ Rx/Yr.,01APR2018:11:21:17,0,0,160
2015,CA,Santa Clara,95042,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Benito,95043,580+ Rx/Yr.,01APR2018:11:21:17,0,0,639
2015,CA,Santa Clara,95044,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Benito,95045,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"4,046"
2015,CA,Santa Clara,95046,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"6,417"
2015,CA,Santa Clara,95050,580+ Rx/Yr.,01APR2018:11:21:17,4,4,"35,923"
2015,CA,Santa Clara,95051,580+ Rx/Yr.,01APR2018:11:21:17,7,4,"54,327"
2015,CA,Santa Clara,95052,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95053,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,206"
2015,CA,Santa Clara,95054,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"23,364"
2015,CA,Santa Clara,95055,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95056,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Cruz,95060,580+ Rx/Yr.,01APR2018:11:21:17,15,17,"46,377"
2015,CA,Santa Cruz,95061,580+ Rx/Yr.,06MAY2016:00:46:51,1,0,
2015,CA,Santa Cruz,95062,580+ Rx/Yr.,01APR2018:11:21:17,12,13,"36,079"
2015,CA,Santa Cruz,95063,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Cruz,95064,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"7,331"
2015,CA,Santa Cruz,95065,580+ Rx/Yr.,01APR2018:11:21:17,4,7,"8,113"
2015,CA,Santa Cruz,95066,580+ Rx/Yr.,01APR2018:11:21:17,4,5,"14,749"
2015,CA,Santa Cruz,95067,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95070,580+ Rx/Yr.,01APR2018:11:21:17,2,5,"30,617"
2015,CA,Santa Clara,95071,580+ Rx/Yr.,06MAY2016:00:46:51,1,1,
2015,CA,Santa Cruz,95073,580+ Rx/Yr.,01APR2018:11:21:17,2,3,"10,154"
2015,CA,San Benito,95075,580+ Rx/Yr.,01APR2018:11:21:17,0,0,331
2015,CA,Santa Cruz,95076,580+ Rx/Yr.,01APR2018:11:21:17,12,13,"82,474"
2015,CA,Santa Cruz,95077,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95101,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95103,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95106,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95108,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95109,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95110,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"18,730"
2015,CA,Santa Clara,95111,580+ Rx/Yr.,01APR2018:11:21:17,2,0,"58,466"
2015,CA,Santa Clara,95112,580+ Rx/Yr.,01APR2018:11:21:17,0,1,"55,927"
2015,CA,Santa Clara,95113,580+ Rx/Yr.,01APR2018:11:21:17,0,0,893
2015,CA,Santa Clara,95115,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95116,580+ Rx/Yr.,01APR2018:11:21:17,5,6,"51,496"
2015,CA,Santa Clara,95117,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"30,067"
2015,CA,Santa Clara,95118,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"31,932"
2015,CA,Santa Clara,95119,580+ Rx/Yr.,01APR2018:11:21:17,29,17,"9,970"
2015,CA,Santa Clara,95120,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"37,457"
2015,CA,Santa Clara,95121,580+ Rx/Yr.,01APR2018:11:21:17,2,1,"37,469"
2015,CA,Santa Clara,95122,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"56,545"
2015,CA,Santa Clara,95123,580+ Rx/Yr.,01APR2018:11:21:17,2,7,"62,228"
2015,CA,Santa Clara,95124,580+ Rx/Yr.,01APR2018:11:21:17,7,13,"47,082"
2015,CA,Santa Clara,95125,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"51,939"
2015,CA,Santa Clara,95126,580+ Rx/Yr.,01APR2018:11:21:17,0,5,"31,049"
2015,CA,Santa Clara,95127,580+ Rx/Yr.,01APR2018:11:21:17,1,0,"61,325"
2015,CA,Santa Clara,95128,580+ Rx/Yr.,01APR2018:11:21:17,35,28,"34,836"
2015,CA,Santa Clara,95129,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"38,720"
2015,CA,Santa Clara,95130,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"13,911"
2015,CA,Santa Clara,95131,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"28,565"
2015,CA,Santa Clara,95132,580+ Rx/Yr.,01APR2018:11:21:17,2,1,"40,299"
2015,CA,Santa Clara,95133,580+ Rx/Yr.,01APR2018:11:21:17,1,0,"25,401"
2015,CA,Santa Clara,95134,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"15,268"
2015,CA,Santa Clara,95135,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"20,120"
2015,CA,Santa Clara,95136,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"42,989"
2015,CA,Santa Clara,95138,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"18,889"
2015,CA,Santa Clara,95139,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"6,748"
2015,CA,Santa Clara,95140,580+ Rx/Yr.,01APR2018:11:21:17,0,0,191
2015,CA,Santa Clara,95141,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95148,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"45,528"
2015,CA,Santa Clara,95150,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95151,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95152,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95153,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95154,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95155,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95156,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95157,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95158,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95159,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95160,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95161,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95164,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95170,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95172,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95173,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95190,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95191,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95192,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95193,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95194,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Santa Clara,95196,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95201,580+ Rx/Yr.,06MAY2016:00:46:51,2,3,
2015,CA,San Joaquin,95202,580+ Rx/Yr.,01APR2018:11:21:17,1,4,"6,521"
2015,CA,San Joaquin,95203,580+ Rx/Yr.,01APR2018:11:21:17,3,2,"15,696"
2015,CA,San Joaquin,95204,580+ Rx/Yr.,01APR2018:11:21:17,27,28,"27,786"
2015,CA,San Joaquin,95205,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"38,069"
2015,CA,San Joaquin,95206,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"65,004"
2015,CA,San Joaquin,95207,580+ Rx/Yr.,01APR2018:11:21:17,8,19,"47,965"
2015,CA,San Joaquin,95208,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95209,580+ Rx/Yr.,01APR2018:11:21:17,17,19,"39,488"
2015,CA,San Joaquin,95210,580+ Rx/Yr.,01APR2018:11:21:17,46,41,"39,009"
2015,CA,San Joaquin,95211,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,545"
2015,CA,San Joaquin,95212,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"25,239"
2015,CA,San Joaquin,95213,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95215,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"23,224"
2015,CA,San Joaquin,95219,580+ Rx/Yr.,01APR2018:11:21:17,12,13,"27,884"
2015,CA,San Joaquin,95220,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"7,273"
2015,CA,Calaveras,95221,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Calaveras,95222,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"5,292"
2015,CA,Calaveras,95223,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"4,612"
2015,CA,Calaveras,95224,580+ Rx/Yr.,01APR2018:11:21:17,0,0,429
2015,CA,Calaveras,95225,580+ Rx/Yr.,01APR2018:11:21:17,0,0,672
2015,CA,Calaveras,95226,580+ Rx/Yr.,01APR2018:11:21:17,0,0,84
2015,CA,San Joaquin,95227,580+ Rx/Yr.,01APR2018:11:21:17,0,0,941
2015,CA,Calaveras,95228,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"3,976"
2015,CA,Calaveras,95229,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95230,580+ Rx/Yr.,01APR2018:11:21:17,0,0,718
2015,CA,San Joaquin,95231,580+ Rx/Yr.,01APR2018:11:21:17,4,4,"4,374"
2015,CA,Calaveras,95232,580+ Rx/Yr.,01APR2018:11:21:17,0,0,304
2015,CA,Calaveras,95233,580+ Rx/Yr.,01APR2018:11:21:17,0,0,436
2015,CA,San Joaquin,95234,580+ Rx/Yr.,01APR2018:11:21:17,0,0,70
2015,CA,San Joaquin,95236,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"4,223"
2015,CA,San Joaquin,95237,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"3,167"
2015,CA,San Joaquin,95240,580+ Rx/Yr.,01APR2018:11:21:17,10,14,"47,172"
2015,CA,San Joaquin,95241,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95242,580+ Rx/Yr.,01APR2018:11:21:17,13,13,"25,393"
2015,CA,Calaveras,95245,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,277"
2015,CA,Calaveras,95246,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,615"
2015,CA,Calaveras,95247,580+ Rx/Yr.,01APR2018:11:21:17,0,2,"4,368"
2015,CA,Calaveras,95248,580+ Rx/Yr.,01APR2018:11:21:17,0,0,301
2015,CA,Calaveras,95249,580+ Rx/Yr.,01APR2018:11:21:17,7,8,"4,042"
2015,CA,Calaveras,95251,580+ Rx/Yr.,01APR2018:11:21:17,0,0,767
2015,CA,Calaveras,95252,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"13,460"
2015,CA,San Joaquin,95253,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Calaveras,95254,580+ Rx/Yr.,01APR2018:11:21:17,0,0,480
2015,CA,Calaveras,95255,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,042"
2015,CA,Calaveras,95257,580+ Rx/Yr.,01APR2018:11:21:17,0,0,413
2015,CA,San Joaquin,95258,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"4,018"
2015,CA,San Joaquin,95267,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95269,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95296,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,San Joaquin,95297,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Merced,95301,580+ Rx/Yr.,01APR2018:11:21:17,9,10,"37,073"
2015,CA,Merced,95303,580+ Rx/Yr.,01APR2018:11:21:17,0,0,912
2015,CA,San Joaquin,95304,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"15,706"
2015,CA,Tuolumne,95305,580+ Rx/Yr.,01APR2018:11:21:17,0,0,245
2015,CA,Mariposa,95306,580+ Rx/Yr.,01APR2018:11:21:17,0,0,970
2015,CA,Stanislaus,95307,580+ Rx/Yr.,01APR2018:11:21:17,4,4,"42,753"
2015,CA,Tuolumne,95309,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Tuolumne,95310,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,882"
2015,CA,Mariposa,95311,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,197"
2015,CA,Merced,95312,580+ Rx/Yr.,01APR2018:11:21:17,0,0,268
2015,CA,Stanislaus,95313,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,386"
2015,CA,Merced,95315,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"13,018"
2015,CA,Stanislaus,95316,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"6,573"
2015,CA,Merced,95317,580+ Rx/Yr.,01APR2018:11:21:17,0,0,817
2015,CA,Mariposa,95318,580+ Rx/Yr.,01APR2018:11:21:17,0,0,541
2015,CA,Stanislaus,95319,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,749"
2015,CA,San Joaquin,95320,580+ Rx/Yr.,01APR2018:11:21:17,3,3,"12,819"
2015,CA,Tuolumne,95321,580+ Rx/Yr.,01APR2018:11:21:17,0,1,"3,736"
2015,CA,Merced,95322,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"8,942"
2015,CA,Stanislaus,95323,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,260"
2015,CA,Merced,95324,580+ Rx/Yr.,01APR2018:11:21:17,1,2,"7,324"
2015,CA,Mariposa,95325,580+ Rx/Yr.,01APR2018:11:21:17,0,0,81
2015,CA,Stanislaus,95326,580+ Rx/Yr.,01APR2018:11:21:17,3,2,"9,581"
2015,CA,Tuolumne,95327,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"9,806"
2015,CA,Stanislaus,95328,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"3,993"
2015,CA,Stanislaus,95329,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,460"
2015,CA,San Joaquin,95330,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"17,853"
2015,CA,Merced,95333,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,942"
2015,CA,Merced,95334,580+ Rx/Yr.,01APR2018:11:21:17,2,3,"15,457"
2015,CA,Tuolumne,95335,580+ Rx/Yr.,01APR2018:11:21:17,0,0,541
2015,CA,San Joaquin,95336,580+ Rx/Yr.,01APR2018:11:21:17,9,12,"42,675"
2015,CA,San Joaquin,95337,580+ Rx/Yr.,01APR2018:11:21:17,14,15,"31,557"
2015,CA,Mariposa,95338,580+ Rx/Yr.,01APR2018:11:21:17,2,4,"11,062"
2015,CA,Merced,95340,580+ Rx/Yr.,01APR2018:11:21:17,19,16,"33,931"
2015,CA,Merced,95341,580+ Rx/Yr.,01APR2018:11:21:17,3,4,"32,967"
2015,CA,Merced,95343,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Merced,95344,580+ Rx/Yr.,06MAY2016:00:46:51,3,3,
2015,CA,Mariposa,95345,580+ Rx/Yr.,01APR2018:11:21:17,0,0,708
2015,CA,Tuolumne,95346,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,272"
2015,CA,Tuolumne,95347,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Merced,95348,580+ Rx/Yr.,01APR2018:11:21:17,13,11,"30,805"
2015,CA,Stanislaus,95350,580+ Rx/Yr.,01APR2018:11:21:17,54,55,"51,046"
2015,CA,Stanislaus,95351,580+ Rx/Yr.,01APR2018:11:21:17,6,8,"46,458"
2015,CA,Stanislaus,95352,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Stanislaus,95353,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Stanislaus,95354,580+ Rx/Yr.,01APR2018:11:21:17,2,5,"25,394"
2015,CA,Stanislaus,95355,580+ Rx/Yr.,01APR2018:11:21:17,44,54,"58,311"
2015,CA,Stanislaus,95356,580+ Rx/Yr.,01APR2018:11:21:17,35,33,"30,918"
2015,CA,Stanislaus,95357,580+ Rx/Yr.,01APR2018:11:21:17,2,1,"11,559"
2015,CA,Stanislaus,95358,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"31,668"
2015,CA,Stanislaus,95360,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"11,712"
2015,CA,Stanislaus,95361,580+ Rx/Yr.,01APR2018:11:21:17,13,14,"31,610"
2015,CA,Stanislaus,95363,580+ Rx/Yr.,01APR2018:11:21:17,5,5,"25,237"
2015,CA,Tuolumne,95364,580+ Rx/Yr.,01APR2018:11:21:17,0,0,53
2015,CA,Merced,95365,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"4,985"
2015,CA,San Joaquin,95366,580+ Rx/Yr.,01APR2018:11:21:17,3,3,"16,575"
2015,CA,Stanislaus,95367,580+ Rx/Yr.,01APR2018:11:21:17,4,5,"23,173"
2015,CA,Stanislaus,95368,580+ Rx/Yr.,01APR2018:11:21:17,0,1,"13,614"
2015,CA,Merced,95369,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,099"
2015,CA,Tuolumne,95370,580+ Rx/Yr.,01APR2018:11:21:17,20,27,"26,803"
2015,CA,Tuolumne,95372,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,963"
2015,CA,Tuolumne,95373,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Merced,95374,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"2,030"
2015,CA,Tuolumne,95375,580+ Rx/Yr.,01APR2018:11:21:17,0,0,106
2015,CA,San Joaquin,95376,580+ Rx/Yr.,01APR2018:11:21:17,14,12,"49,859"
2015,CA,San Joaquin,95377,580+ Rx/Yr.,01APR2018:11:21:17,16,18,"30,902"
2015,CA,San Joaquin,95378,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Tuolumne,95379,580+ Rx/Yr.,01APR2018:11:21:17,2,3,"3,898"
2015,CA,Stanislaus,95380,580+ Rx/Yr.,01APR2018:11:21:17,6,5,"41,201"
2015,CA,Stanislaus,95381,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Stanislaus,95382,580+ Rx/Yr.,01APR2018:11:21:17,22,25,"36,176"
2015,CA,Tuolumne,95383,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"3,937"
2015,CA,San Joaquin,95385,580+ Rx/Yr.,01APR2018:11:21:17,0,0,429
2015,CA,Stanislaus,95386,580+ Rx/Yr.,01APR2018:11:21:17,3,3,"9,877"
2015,CA,Stanislaus,95387,580+ Rx/Yr.,01APR2018:11:21:17,0,0,636
2015,CA,Merced,95388,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"13,074"
2015,CA,Mariposa,95389,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"1,272"
2015,CA,San Joaquin,95391,580+ Rx/Yr.,01APR2018:11:21:17,0,0,"9,959"
2015,CA,Stanislaus,95397,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Sonoma,95401,580+ Rx/Yr.,01APR2018:11:21:17,13,15,"36,981"
2015,CA,Sonoma,95402,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Sonoma,95403,580+ Rx/Yr.,01APR2018:11:21:17,71,69,"45,164"
2015,CA,Sonoma,95404,580+ Rx/Yr.,01APR2018:11:21:17,8,8,"39,761"
2015,CA,Sonoma,95405,580+ Rx/Yr.,01APR2018:11:21:17,29,34,"21,399"
2015,CA,Sonoma,95406,580+ Rx/Yr.,06MAY2016:00:46:51,0,0,
2015,CA,Sonoma,95407,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"39,352"
2015,CA,Sonoma,95409,580+ Rx/Yr.,01APR2018:11:21:17,2,2,"27,187"
2015,CA,Mendocino,95410,580+ Rx/Yr.,01APR2018:11:21:17,1,1,950
2015,CA,Sonoma,95412,580+ Rx/Yr.,01APR2018:11:21:17,0,0,401
2015,CA,Mendocino,95415,580+ Rx/Yr.,01APR2018:11:21:17,1,1,"1,592"
