GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US93010,93010,ZCTA5 93010,15631,346,87206,3631,82.3,2.0,88667,4439,2.0,0.7,-,**,0.4,0.3,63750,41329,8.6,1.4,88509,25446,0.0,0.2,-,**,4.1,0.9,82670,56294,2.6,0.7,107500,70200,19.8,2.0,69617,13766,67.7,2.3,91505,3797,3.3,0.9,45560,12526,29.0,2.2,84662,9315,37.1,2.1,110393,3833,30.6,1.4,66304,4189,11032,358,101614,5095,40.8,1.9,93175,9486,59.2,1.9,105446,5005,80.5,2.4,112233,4225,14.0,2.4,50288,10957,5.5,1.2,63886,9379,4599,455,55429,3753,54.1,4.7,44063,10127,47.5,4.7,35833,8712,6.6,2.4,81905,38446,45.9,4.7,62326,4880,31.2,4.8,57672,8863,14.7,4.0,76842,16720,29.9,(X),(X),(X),29.4,(X),(X),(X),29.2,(X),(X),(X)
8600000US93012,93012,ZCTA5 93012,12774,359,95981,5260,85.8,2.2,93792,5014,1.2,0.8,-,**,0.4,0.3,165268,124899,8.3,1.5,119000,29895,0.0,0.3,-,**,0.9,0.6,73250,65530,3.5,1.3,89871,23458,11.9,1.8,104000,18178,76.1,2.4,92560,5224,0.5,0.3,-,**,24.5,2.2,114081,10705,41.6,2.0,109551,10043,33.3,1.9,58918,7625,8707,338,111221,8346,37.6,3.1,119982,16545,62.4,3.1,107786,5166,83.6,2.9,126875,8970,11.0,2.3,49000,8120,5.4,1.7,73378,17393,4067,412,52065,7682,62.8,5.5,44432,9686,55.4,5.9,39500,9695,7.5,3.0,86722,12096,37.2,5.5,80399,16618,29.7,5.0,65804,15353,7.5,2.8,140364,11607,29.2,(X),(X),(X),28.5,(X),(X),(X),28.0,(X),(X),(X)
8600000US93013,93013,ZCTA5 93013,6223,264,73402,7518,81.6,3.9,74989,6116,0.5,0.4,39583,38056,0.9,0.8,50625,22892,3.2,2.0,-,**,0.0,0.5,-,**,10.8,3.4,64795,22047,3.0,1.5,-,**,28.0,3.6,63484,12736,65.6,4.1,77371,9453,1.7,1.7,88070,49834,24.0,3.2,69688,18167,42.6,3.2,99500,20777,31.7,2.9,50865,12915,4186,225,89799,14190,34.2,4.1,61386,8243,65.8,4.1,109007,13660,79.4,4.9,103641,7346,13.8,3.9,56429,22067,6.8,3.0,80357,69042,2037,280,38613,10110,63.2,7.5,34974,8162,51.4,7.5,30947,4922,11.7,5.7,89122,3165,36.8,7.5,50234,19933,26.3,7.0,44028,21589,10.6,5.8,86438,57013,32.0,(X),(X),(X),32.0,(X),(X),(X),27.9,(X),(X),(X)
8600000US93015,93015,ZCTA5 93015,5002,226,56266,7185,84.3,4.0,58750,8458,0.1,0.2,-,**,0.9,0.8,-,**,1.3,0.8,-,**,0.0,0.6,-,**,11.0,3.5,40070,8443,2.4,1.3,-,**,65.2,3.4,46149,5650,32.9,3.6,73023,13972,2.6,1.8,-,**,33.4,4.6,49292,10752,39.8,4.4,72051,10361,24.1,3.3,38237,6830,4077,226,63159,7844,47.8,4.6,48932,12377,52.2,4.6,76087,10604,71.4,5.3,74399,7457,17.5,4.6,29485,8121,11.1,4.1,57804,15900,925,200,23979,3771,69.0,10.8,21667,5580,65.1,11.7,20952,4599,3.9,3.5,62955,53477,31.0,10.8,-,**,25.6,10.5,24181,5435,5.4,4.2,115455,110363,31.7,(X),(X),(X),30.8,(X),(X),(X),31.1,(X),(X),(X)
8600000US93021,93021,ZCTA5 93021,11294,313,100048,3124,84.9,1.6,101135,3356,1.1,0.5,-,**,0.2,0.2,-,**,7.3,1.2,131339,24896,0.0,0.3,-,**,5.3,1.1,79715,8663,1.3,0.5,100375,67047,23.1,2.1,71673,11903,67.9,2.2,107282,6998,1.8,0.9,80469,46009,27.7,2.4,99344,5367,53.0,2.7,115017,10608,17.5,1.6,62838,10007,9508,277,104731,4210,43.0,2.8,103447,3836,57.0,2.8,107813,9728,84.8,2.7,113819,6445,9.5,2.1,57643,14037,5.6,1.8,80500,26468,1786,301,61508,8465,54.0,8.1,53550,19482,45.6,8.4,53550,17788,8.4,4.5,48750,48577,46.0,8.1,80136,30442,33.1,7.5,56548,8105,12.8,5.7,94542,56587,31.3,(X),(X),(X),31.4,(X),(X),(X),25.6,(X),(X),(X)
8600000US93022,93022,ZCTA5 93022,2488,151,74600,8714,92.7,2.9,76782,12752,0.0,1.3,-,**,1.6,1.2,-,**,2.5,1.4,51250,50555,0.0,1.3,-,**,1.0,0.9,53500,41294,2.3,2.0,-,**,15.9,3.5,89444,15947,78.6,4.2,73050,7551,0.6,0.7,-,**,25.0,4.8,81797,25392,44.6,5.6,111406,48016,29.8,4.2,46930,11099,1768,172,87344,13374,34.4,6.1,85930,22899,65.6,6.1,89318,20908,85.8,4.9,90515,21394,6.4,3.2,75833,34574,7.7,4.2,61435,27622,720,136,48426,19381,54.4,11.9,29625,19417,46.0,11.6,25469,13271,8.5,5.5,-,**,45.6,11.9,62097,19161,38.2,11.7,60847,24914,7.4,4.3,96875,65569,37.1,(X),(X),(X),38.9,(X),(X),(X),30.3,(X),(X),(X)
8600000US93023,93023,ZCTA5 93023,7699,367,70964,5793,93.8,1.7,71806,5094,0.0,0.4,-,**,0.3,0.3,-,**,1.3,0.8,50536,27145,0.0,0.4,-,**,2.4,1.3,71964,46541,2.2,1.0,-,**,14.7,2.4,39805,31187,82.1,2.6,75502,6450,1.0,0.8,16319,15608,16.1,2.6,70977,19705,44.8,3.3,90086,16843,38.0,3.1,54526,10613,4863,292,95709,9776,30.7,3.7,91326,15109,69.3,3.7,97090,13129,80.2,3.8,110000,9206,16.3,3.4,55776,23775,3.5,2.0,85878,23859,2836,342,34350,4662,56.3,6.8,32410,2763,50.2,7.0,31879,2364,6.1,2.6,61667,11610,43.7,6.8,38963,11762,30.6,6.1,31224,9685,13.1,4.6,88833,51000,31.4,(X),(X),(X),34.6,(X),(X),(X),25.8,(X),(X),(X)
8600000US93030,93030,ZCTA5 93030,14995,349,58524,4349,75.2,2.2,57046,4729,4.2,1.1,58182,36122,1.3,0.6,45776,16011,7.5,1.2,88818,20310,0.2,0.2,-,**,8.6,1.3,59388,8497,3.0,0.9,45583,12841,69.8,1.9,53648,2908,17.5,1.6,72331,6219,3.0,1.1,41563,6871,39.9,2.1,54232,2964,40.4,2.3,71675,5352,16.7,1.5,41020,10744,12211,338,61266,4676,52.6,2.7,52395,5501,47.4,2.7,70343,3057,63.1,2.8,76291,5480,26.5,2.4,36107,5787,10.4,2.2,45876,8394,2784,272,37083,6887,53.1,5.3,29861,8615,41.1,5.5,21222,3765,12.0,4.2,48625,20683,46.9,5.3,48314,7787,32.5,5.8,41548,18454,14.4,4.8,51127,2832,39.1,(X),(X),(X),39.2,(X),(X),(X),29.4,(X),(X),(X)
8600000US93033,93033,ZCTA5 93033,16943,326,55669,2408,74.4,1.9,53254,1895,3.5,0.8,65833,30386,1.6,0.6,49038,13605,8.5,0.8,82981,9570,0.3,0.3,91667,58525,9.8,1.3,49638,5293,1.9,0.5,81328,28283,76.6,1.1,53241,1918,10.6,1.2,54913,13021,2.8,0.9,45523,8179,41.2,2.0,52956,2572,39.0,1.7,63632,2438,16.9,1.5,46349,3645,14890,349,53396,1861,53.9,2.0,46343,2103,46.1,2.0,63473,2658,65.7,2.3,60332,3031,22.8,2.2,40609,3174,11.5,1.5,51155,6261,2053,222,33189,6551,51.5,5.8,23750,6312,39.5,5.7,15711,3540,12.0,4.4,69375,38712,48.5,5.8,43831,6305,34.1,6.2,40901,5344,14.3,4.0,62976,13302,43.9,(X),(X),(X),42.1,(X),(X),(X),30.6,(X),(X),(X)
8600000US93035,93035,ZCTA5 93035,10011,309,79748,7741,81.1,2.5,75132,7031,4.0,1.3,54830,18468,0.6,0.4,64141,29360,6.4,0.9,109194,20486,0.3,0.4,-,**,4.4,1.4,84093,15004,3.2,1.1,121207,34489,29.2,2.2,81968,8159,59.2,2.7,74641,7594,2.9,1.4,48963,21221,27.4,2.9,72656,10948,43.6,3.1,88840,7977,26.1,2.4,62219,9308,6588,331,88393,8636,36.5,4.0,73099,14991,63.5,4.0,97399,7306,73.7,3.8,97130,4897,17.4,3.5,54950,8222,8.9,2.4,74023,21682,3423,360,62344,10239,47.3,6.6,62210,14263,30.9,5.8,52839,6637,16.4,5.0,83478,29581,52.7,6.6,62663,14586,34.2,7.1,53388,4383,18.5,4.8,76858,13181,33.7,(X),(X),(X),35.6,(X),(X),(X),27.4,(X),(X),(X)
8600000US93036,93036,ZCTA5 93036,12607,342,62348,3009,75.9,2.3,59226,5217,3.8,1.2,72212,34897,0.6,0.4,-,**,8.0,1.3,72708,26444,0.3,0.4,-,**,7.6,1.3,71150,13149,3.8,1.3,73956,7454,57.9,2.2,54910,3634,27.8,2.0,75849,7978,2.3,0.8,43125,4189,44.0,2.6,60500,5655,37.3,2.6,77469,10222,16.4,1.6,48885,8990,10173,357,63719,4525,52.8,2.8,55460,7665,47.2,2.8,71282,4013,67.5,3.0,77286,6657,22.7,2.6,38906,5997,9.8,2.0,55147,9285,2434,271,43971,5715,48.2,6.5,45741,4539,38.7,6.3,41181,5143,9.6,3.8,90301,32319,51.8,6.5,42078,8071,38.1,5.8,27938,9772,13.7,4.6,118107,29592,35.2,(X),(X),(X),34.8,(X),(X),(X),32.0,(X),(X),(X)
8600000US93040,93040,ZCTA5 93040,588,51,46339,12888,79.9,7.1,42039,12056,2.9,3.3,-,**,0.7,1.0,-,**,0.9,1.2,-,**,0.0,5.4,-,**,11.7,5.7,64792,23303,3.9,3.2,-,**,82.0,7.0,49773,21299,13.9,6.2,34500,26486,3.6,3.7,84028,1989,33.0,9.6,37250,24965,37.6,8.9,69125,26480,25.9,8.0,37045,8322,452,57,58452,13003,44.0,11.4,49205,12774,56.0,11.4,67083,21341,67.3,9.7,60469,14317,22.6,7.9,-,**,10.2,7.1,59318,57032,136,42,27632,5893,58.1,18.1,27625,17094,58.1,18.1,27625,17094,0.0,21.1,-,**,41.9,18.1,27639,9588,35.3,17.5,27778,12641,6.6,6.0,-,**,28.9,(X),(X),(X),34.5,(X),(X),(X),10.3,(X),(X),(X)
8600000US93041,93041,ZCTA5 93041,7279,290,58291,3832,73.8,3.3,57800,3949,6.3,1.9,70938,28622,0.5,0.5,-,**,4.8,1.5,62279,56562,1.1,0.7,-,**,7.0,1.8,51563,21909,6.4,2.3,65904,9698,39.6,3.6,62477,6653,43.3,3.3,53002,3932,5.0,1.4,40507,7503,34.8,3.4,65909,2923,37.8,3.4,63503,10233,22.4,2.3,44263,8455,5310,229,62062,4981,50.3,4.0,65122,5674,49.7,4.0,59774,5350,68.3,4.7,67454,3935,24.0,3.9,37153,15756,7.6,2.9,53077,16268,1969,272,40121,9786,60.5,7.3,29866,10468,51.2,7.6,23333,9752,9.3,4.4,68988,8974,39.5,7.3,49118,6552,30.1,7.1,46250,14582,9.4,4.4,79917,60993,32.8,(X),(X),(X),30.7,(X),(X),(X),30.5,(X),(X),(X)
8600000US93042,93042,ZCTA5 93042,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US93043,93043,ZCTA5 93043,13,15,-,**,69.2,69.2,-,**,0.0,82.3,-,**,0.0,82.3,-,**,0.0,82.3,-,**,0.0,82.3,-,**,30.8,69.2,-,**,0.0,82.3,-,**,100.0,82.2,-,**,0.0,82.3,-,**,0.0,82.3,-,**,30.8,69.2,-,**,69.2,69.2,-,**,0.0,82.3,-,**,13,15,-,**,30.8,69.2,-,**,69.2,69.2,-,**,0.0,82.3,-,**,69.2,69.2,-,**,30.8,69.2,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,30.8,(X),(X),(X),30.8,(X),(X),(X),-,(X),(X),(X)
8600000US93060,93060,ZCTA5 93060,9845,292,52939,4261,82.9,2.3,51630,3203,0.3,0.2,-,**,0.8,0.4,86016,35402,1.9,1.0,-,**,0.0,0.1,-,**,11.7,2.0,59870,7881,2.4,1.0,52500,34766,69.6,2.1,47819,4730,27.8,2.2,73963,5805,1.3,0.7,48125,10449,37.8,2.2,48105,5858,38.6,2.3,71023,6252,22.4,1.8,39238,8172,7523,258,58090,2979,48.4,2.9,41768,6134,51.6,2.9,73710,6307,71.1,3.5,68034,7279,20.0,3.1,33750,10236,8.9,1.9,44750,15868,2322,272,25735,2071,46.4,5.6,21939,2253,39.1,6.3,21694,1689,7.3,3.1,-,**,53.6,5.6,30128,7473,41.8,6.5,25849,4425,11.8,4.6,65114,39040,33.5,(X),(X),(X),33.4,(X),(X),(X),27.1,(X),(X),(X)
8600000US93063,93063,ZCTA5 93063,19164,323,85666,4318,82.8,1.5,81675,5468,1.8,0.7,104018,30275,0.6,0.4,140469,130644,8.2,1.0,110294,8838,0.2,0.2,145625,92629,4.3,0.9,66406,41887,2.1,0.6,87679,53241,18.4,1.6,78340,11993,69.8,1.8,82500,6433,1.8,0.6,52083,34831,28.3,1.5,91007,5594,46.7,1.8,104988,7993,23.3,1.3,45927,6372,14350,367,94962,2927,43.4,2.2,101627,7491,56.6,2.2,91890,4459,76.3,2.2,112306,6147,16.3,2.0,48036,6703,7.4,1.6,65732,8196,4814,394,46486,7856,56.1,4.6,34781,5494,46.5,4.7,28750,5121,9.6,3.1,98387,23251,43.9,4.6,61521,6404,26.6,3.6,46029,9641,17.3,3.9,89853,22273,28.1,(X),(X),(X),27.7,(X),(X),(X),26.3,(X),(X),(X)
8600000US93064,93064,ZCTA5 93064,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
8600000US93065,93065,ZCTA5 93065,24084,421,94921,2587,85.9,1.2,93103,2332,0.8,0.4,72857,32250,0.2,0.1,68235,32411,8.2,0.8,121979,8874,0.1,0.1,-,**,2.7,0.7,81094,17909,2.2,0.5,117841,15159,17.3,1.2,90800,8663,72.0,1.5,93860,3124,1.8,0.6,58393,11943,28.5,1.4,105247,5061,47.1,1.4,107579,7061,22.7,1.2,61941,4097,18476,454,106102,4010,42.7,1.7,111417,6354,57.3,1.7,101161,3425,79.0,1.8,117767,4772,14.2,1.8,61852,5662,6.8,1.2,77153,13149,5608,430,58014,4505,54.3,4.9,53140,4993,45.6,4.5,45833,9811,8.7,2.7,92697,15716,45.7,4.9,68582,9422,37.9,4.4,57039,15056,7.8,2.3,109375,36119,29.2,(X),(X),(X),30.0,(X),(X),(X),24.7,(X),(X),(X)
8600000US93066,93066,ZCTA5 93066,1073,91,92202,17822,89.5,4.8,91964,21613,1.5,1.5,-,**,0.0,3.0,-,**,4.2,3.2,91964,64422,0.7,0.9,-,**,4.2,3.2,-,**,0.0,3.0,-,**,27.1,7.1,64083,16668,66.5,6.3,102866,8710,2.5,2.7,-,**,18.7,7.0,78162,23084,45.4,8.3,103194,20511,33.4,7.0,91731,23419,870,86,100781,10196,30.5,7.8,113250,32836,69.5,7.8,98750,8973,79.4,7.8,102422,15244,9.8,5.5,-,**,10.8,5.9,102941,48435,203,61,63438,18751,47.8,15.8,68750,60885,33.5,14.7,-,**,14.3,13.4,103417,81268,52.2,15.8,62917,18796,36.0,16.6,50804,12681,16.3,15.3,76607,35264,42.1,(X),(X),(X),40.8,(X),(X),(X),47.8,(X),(X),(X)
8600000US93067,93067,ZCTA5 93067,408,109,70000,15192,77.5,19.8,68667,17608,7.1,12.4,-,**,0.0,7.7,-,**,8.1,12.4,-,**,0.0,7.7,-,**,7.4,11.3,-,**,0.0,7.7,-,**,14.7,15.2,-,**,70.1,21.3,62414,27876,0.0,7.7,-,**,26.2,19.2,-,**,45.3,21.9,68458,33211,28.4,19.2,43864,39830,126,71,-,**,23.0,35.6,-,**,77.0,35.6,-,**,77.0,35.6,-,**,0.0,22.5,-,**,23.0,35.6,-,**,282,113,70714,18904,49.3,26.7,45337,40582,49.3,26.7,45337,40582,0.0,10.9,-,**,50.7,26.7,72321,68881,25.5,23.8,-,**,25.2,21.3,75043,6729,30.9,(X),(X),(X),6.3,(X),(X),(X),41.8,(X),(X),(X)
8600000US93101,93101,ZCTA5 93101,12520,448,53730,4051,77.7,2.5,58122,4029,1.7,0.5,32845,9898,0.6,0.4,-,**,3.9,1.1,44234,20020,0.0,0.3,-,**,12.0,1.9,46795,6505,4.1,1.3,47893,13480,36.2,2.6,47550,4281,55.8,2.5,60780,4386,10.1,2.0,40530,5851,39.5,2.7,60940,6810,33.2,2.5,61641,10276,17.2,1.5,40405,6846,6154,335,63339,8297,50.3,4.2,48857,5144,49.7,4.2,75392,7469,64.0,4.5,80854,7907,22.4,4.1,35771,3367,13.6,3.4,44023,6190,6366,406,43659,5367,50.7,4.3,42381,5031,35.9,4.2,34858,8681,14.7,3.0,62981,14010,49.3,4.3,44901,9380,36.0,4.8,35192,11954,13.3,2.8,74675,9869,34.4,(X),(X),(X),36.4,(X),(X),(X),28.7,(X),(X),(X)
8600000US93103,93103,ZCTA5 93103,7186,276,71667,7666,79.7,3.1,73380,9650,2.1,1.0,105341,44196,0.6,0.6,-,**,2.4,1.1,61875,37597,0.0,0.5,-,**,13.1,2.6,44540,11849,2.2,1.1,-,**,35.5,2.9,54063,11018,59.4,3.2,80550,16123,5.1,2.2,36250,30577,31.5,3.4,72292,13819,36.1,3.5,90975,16529,27.3,2.9,63444,6651,4158,265,83374,9508,41.7,4.4,66955,13203,58.3,4.4,96364,12537,73.2,5.0,98950,14637,18.0,4.0,33444,4581,8.8,3.2,61290,12674,3028,296,56225,5816,52.1,7.5,50869,8740,41.7,7.3,48427,7405,10.4,3.6,61071,27667,47.9,7.5,63523,11980,29.5,6.4,51071,17079,18.4,5.8,85313,21794,39.4,(X),(X),(X),37.3,(X),(X),(X),35.9,(X),(X),(X)
8600000US93105,93105,ZCTA5 93105,10796,290,89127,7434,88.1,2.2,92914,5167,1.3,0.9,31652,25903,0.7,0.6,-,**,4.1,1.3,-,**,0.0,0.3,-,**,5.0,1.7,64028,37820,0.9,0.5,46250,15019,14.4,2.3,70417,20363,79.4,2.4,93507,5780,3.5,1.6,50729,33627,25.2,2.5,98228,5484,35.3,2.3,107550,13783,36.0,2.3,62799,7881,6647,286,112584,10807,35.0,3.5,106413,13124,65.0,3.5,118220,12697,84.4,3.2,124739,9131,11.2,2.7,45125,13534,4.4,2.0,73295,17375,4149,326,51691,5915,62.9,3.9,43935,12196,49.8,4.0,38385,4141,13.2,3.4,92701,17629,37.1,3.9,63750,21511,23.6,4.6,47556,7305,13.4,3.8,108750,11222,33.7,(X),(X),(X),30.9,(X),(X),(X),35.6,(X),(X),(X)
8600000US93108,93108,ZCTA5 93108,4224,209,131311,12041,96.3,1.6,130594,12548,0.4,0.6,-,**,0.4,0.5,-,**,1.7,1.0,-,**,0.0,0.8,-,**,0.2,0.4,-,**,1.0,0.8,-,**,4.5,2.1,96250,82880,92.8,2.2,130793,13227,1.0,1.2,-,**,12.7,2.9,101000,42762,41.1,3.6,153542,18709,45.2,3.6,130048,22105,2852,211,166618,24123,35.1,4.2,143000,34050,64.9,4.2,175625,16098,86.0,4.2,177143,24419,9.0,3.1,51250,27638,5.0,2.8,176613,71232,1372,211,78438,11385,71.1,7.3,64196,27698,58.7,8.2,64375,29144,12.4,5.3,-,**,28.9,7.3,102969,32270,18.8,7.4,80000,17172,10.1,4.5,193625,71297,44.3,(X),(X),(X),46.1,(X),(X),(X),38.9,(X),(X),(X)
8600000US93109,93109,ZCTA5 93109,4583,211,96394,9521,87.7,3.2,99596,10224,1.2,0.9,86563,63898,1.1,1.3,-,**,3.6,1.5,-,**,0.0,0.7,-,**,3.4,2.1,-,**,2.9,2.0,123363,51149,12.9,3.3,78664,39955,81.2,3.6,103239,11196,7.5,3.1,40383,20570,23.9,4.0,135750,21464,34.1,4.4,119167,12061,34.5,3.8,56115,9444,2697,215,114654,15856,32.0,5.1,139286,31878,68.0,5.1,106038,14420,80.0,5.1,140625,19780,16.6,5.0,44479,18964,3.4,1.9,-,**,1886,214,60800,10422,47.3,7.0,51650,16928,29.3,6.2,40167,14598,18.1,6.2,137656,90157,52.7,7.0,63799,23998,28.2,6.4,64063,39041,24.5,7.3,63705,48182,39.8,(X),(X),(X),36.0,(X),(X),(X),43.1,(X),(X),(X)
8600000US93110,93110,ZCTA5 93110,6096,316,78540,5387,84.3,2.8,77699,5967,2.1,1.4,-,**,0.8,0.8,-,**,5.8,1.7,90926,83934,0.0,0.5,-,**,4.7,2.2,95179,80626,2.4,1.1,67368,45227,20.1,3.1,43199,15796,70.6,3.0,81720,6159,3.5,2.5,-,**,21.8,2.8,80590,18351,38.6,3.6,95174,8788,36.1,3.1,51786,8471,3832,315,97250,10847,41.6,4.4,106583,20458,58.4,4.4,95141,12982,74.2,5.4,112614,15631,19.1,4.5,44078,8144,6.7,2.8,62727,34364,2264,267,39898,9395,64.4,8.3,41713,10896,49.8,8.7,32108,13176,14.6,5.7,90903,36411,35.6,8.3,36711,11789,30.2,7.8,30769,13382,5.4,3.2,107905,21674,29.8,(X),(X),(X),30.1,(X),(X),(X),27.1,(X),(X),(X)
8600000US93111,93111,ZCTA5 93111,6314,289,102644,9140,83.8,2.5,104712,9286,1.3,0.7,-,**,0.2,0.3,-,**,5.8,1.6,122143,36562,0.0,0.5,-,**,6.8,1.9,75385,6911,2.1,1.0,110568,32109,18.8,3.0,77452,9877,73.1,3.4,109494,9470,3.4,1.6,-,**,23.9,2.6,118750,23209,40.3,2.8,124714,10596,32.3,2.6,71558,5121,4517,331,116311,7974,41.0,3.8,134439,8913,59.0,3.8,99000,12969,83.3,3.5,129964,6902,12.2,3.0,58036,13835,4.4,2.2,76635,13143,1797,224,72935,8953,59.0,6.2,62339,15353,44.7,5.9,53472,10972,14.3,5.5,106875,57672,41.0,6.2,83147,15706,27.8,5.9,62396,27797,13.2,5.5,84688,53749,32.0,(X),(X),(X),28.2,(X),(X),(X),36.1,(X),(X),(X)
8600000US93117,93117,ZCTA5 93117,15684,405,60239,3587,74.7,2.5,63275,4548,1.7,0.7,28385,12765,0.6,0.4,97500,9848,9.9,1.3,49188,9305,0.1,0.1,-,**,9.1,1.6,60822,13774,4.0,1.2,36905,14469,25.6,2.1,54288,10449,59.9,2.4,64686,5486,26.5,1.6,18168,3678,26.9,2.0,73314,6744,28.1,1.6,100179,9004,18.5,1.4,57235,5488,7902,332,86972,6424,46.2,3.2,86766,8084,53.8,3.2,87773,9093,72.6,2.8,101718,3016,17.5,2.6,55208,13978,9.9,2.3,60924,20272,7782,402,29253,3989,51.5,3.1,26436,4865,20.9,2.7,20984,6712,30.7,2.8,30746,6895,48.5,3.1,32456,5594,24.6,2.8,35842,5398,23.9,2.9,25768,7057,37.7,(X),(X),(X),34.2,(X),(X),(X),40.0,(X),(X),(X)
8600000US93201,93201,ZCTA5 93201,328,53,31979,12197,82.3,8.0,32000,13100,0.0,9.4,-,**,3.7,3.6,-,**,0.0,9.4,-,**,0.0,9.4,-,**,10.4,5.8,27500,21257,3.7,3.2,66500,20123,67.1,8.4,30658,6961,28.0,7.7,45500,22676,1.5,2.4,-,**,44.8,7.7,31615,8009,38.1,8.7,41635,15951,15.5,6.6,27917,21528,303,51,32303,14483,61.7,9.1,31083,9840,38.3,9.1,42188,13613,66.3,9.8,45341,20271,16.2,7.2,-,**,17.5,8.4,42250,17006,25,16,27188,21262,16.0,26.3,-,**,16.0,26.3,-,**,0.0,59.3,-,**,84.0,26.3,28750,22559,84.0,26.3,28750,22559,0.0,59.3,-,**,50.3,(X),(X),(X),51.5,(X),(X),(X),36.0,(X),(X),(X)
