xYear,State,County,Zip,rundatetime,Rx_count_Pat,Rx_count_Pph,Rx_count_Dis,Pat_count,PillCount_Total_Pph,PillCount_Total_Dis,PillCount_Total_Pat,RxCount_Total_Pat,PillCount_Mean_Pat,PatCount_OpBenzo_Pat,MoEquiv_Total_Pph,Schedule2_Rx_Total_Pph,Schedule234Multi_Pat_Total_Pat,PillCount_Schedule234_Rx_Pph,RxCount_Schedule234_Rx_Pph,PillMean_Schedule234_Rx_Pph,PillCount_Schedule2_Rx_Pph,RxCount_Schedule2_Rx_Pph,PillMean_Schedule2_Rx_Pph,RegCount_Pph,RegCount_Dis,PatCount_MultiDisp,PatCount_MultiRxer,InqCount_Pph,InqCount_Dis,PphCount_RxBenzoOpioid,PatCount_Rx90MME,PatCount_Rx40Methadone,Population
2016,CA,Riverside,92234,01APR2018:11:21:17,18585,2842,14645,7168,137195,1016503,1280852,17767,72.1,320,87986,1470,302,16670,310,53.8,137063,2579,53.1,42,25,1,575,3399,28537,18,150,3,"51,151"
2016,CA,Riverside,92235,10SEP2017:10:31:20,272,0,0,118,0,0,20106,253,79.5,0,,0,5,0,0,,0,0,,1,0,0,8,0,0,0,0,0,
2016,CA,Riverside,92236,01APR2018:11:21:17,7170,611,7097,3595,30663,406330,410431,6907,59.4,48,19259,275,78,2197,37,59.4,29598,505,58.6,6,16,0,198,234,13413,5,26,1,"41,083"
2016,CA,Riverside,92239,01APR2018:11:21:17,67,0,0,27,0,0,6184,60,103.1,0,,0,1,0,0,,0,0,,0,0,0,3,0,0,0,0,0,223
2016,CA,Riverside,92240,01APR2018:11:21:17,17652,1577,12163,6835,75829,849666,1255558,16988,73.9,137,35899,810,195,29759,533,55.8,75726,1490,50.8,19,15,2,566,803,7409,7,52,0,"34,722"
2016,CA,Riverside,92241,01APR2018:11:21:17,3411,0,0,1189,0,0,257913,3202,80.5,0,,0,47,0,0,,0,0,,0,0,0,82,0,0,0,0,0,"8,803"
2016,CA,San Bernardino,92242,01APR2018:11:21:17,344,0,0,107,0,0,25001,304,82.2,0,,0,1,0,0,,0,0,,0,0,0,5,0,0,0,0,0,"1,539"
2016,CA,Imperial,92243,01APR2018:11:21:17,15637,20404,23059,6855,1654922,2210679,1074849,14868,72.3,1054,1202503,10902,195,83827,1313,63.8,1656764,20023,82.7,98,35,1,340,10563,16377,46,1001,26,"48,030"
2016,CA,Imperial,92244,10SEP2017:10:31:20,225,6,0,106,360,0,15137,220,68.8,0,102,4,7,0,0,,330,5,66,1,0,0,3,0,0,0,0,0,
2016,CA,Riverside,92247,10SEP2017:10:31:20,187,0,0,79,0,0,13797,185,74.6,0,,0,4,0,0,,0,0,,0,0,0,6,0,0,0,0,0,
2016,CA,Riverside,92248,10SEP2017:10:31:20,139,0,0,73,0,0,6816,136,50.1,0,,0,3,0,0,,0,0,,1,0,0,3,0,0,0,0,0,
2016,CA,Imperial,92249,01APR2018:11:21:17,1433,0,0,690,0,0,91334,1342,68.1,0,,0,26,0,0,,0,0,,0,0,0,27,0,0,0,0,0,"7,334"
2016,CA,Imperial,92250,01APR2018:11:21:17,2569,6,343,1100,107,19544,197468,2463,80.2,1,131,0,29,0,0,,15,1,15,2,1,1,57,302,5,0,0,0,"8,285"
2016,CA,Imperial,92251,01APR2018:11:21:17,5623,600,1327,2404,13206,135112,411040,5324,77.2,160,11371,1271,82,4663,114,40.9,75777,2273,33.3,28,8,1,124,92,501,1,16,0,"21,583"
2016,CA,San Bernardino,92252,01APR2018:11:21:17,7319,1597,2747,2128,23982,218904,541440,6950,77.9,74,24411,667,80,1361,69,19.7,19399,1224,15.8,14,3,0,257,1671,978,4,38,0,"9,647"
2016,CA,Riverside,92253,01APR2018:11:21:17,13309,8656,12666,5216,524833,949131,947613,12675,74.8,692,340862,4343,180,34094,609,56,521651,7952,65.6,77,44,2,397,21616,13082,31,516,16,"37,262"
2016,CA,Riverside,92254,01APR2018:11:21:17,1542,1,635,869,0,31956,83225,1461,57,0,11,0,11,0,0,,0,0,,1,1,0,47,0,275,0,0,0,"12,768"
2016,CA,Riverside,92255,10SEP2017:10:31:20,330,0,0,113,0,0,23890,322,74.2,0,,0,8,0,0,,0,0,,0,0,0,11,0,0,0,0,0,
2016,CA,San Bernardino,92256,01APR2018:11:21:17,2503,9,0,770,212,0,189943,2347,80.9,1,514,2,23,1,1,1,198,7,28.3,0,1,0,89,0,0,0,1,0,"3,588"
2016,CA,Imperial,92257,01APR2018:11:21:17,1002,10,0,362,260,0,76388,938,81.4,0,29,4,12,30,1,30,230,9,25.6,0,0,0,33,5,0,0,0,0,"2,326"
2016,CA,Riverside,92258,01APR2018:11:21:17,335,0,0,114,0,0,25052,328,76.4,0,,0,6,0,0,,0,0,,0,0,0,15,0,0,0,0,0,861
2016,CA,Imperial,92259,01APR2018:11:21:17,322,0,0,85,0,0,31776,314,101.2,0,,0,2,0,0,,0,0,,0,0,0,6,0,0,0,0,0,390
2016,CA,Riverside,92260,01APR2018:11:21:17,17969,12355,16561,6634,1112694,1259101,1172885,16630,70.5,924,885268,7153,238,85859,1142,75.2,1223721,13564,90.2,71,33,0,469,5340,12176,35,797,65,"31,753"
2016,CA,Riverside,92261,10SEP2017:10:31:20,463,119,0,198,2535,0,33604,457,73.5,5,1166,64,13,155,6,25.8,2345,110,21.3,3,0,0,7,0,0,1,6,0,
2016,CA,Riverside,92262,01APR2018:11:21:17,18266,41302,27781,6325,2945603.5,2552002,1285790,17334,74.2,2860,22703313,20398,448,212378,3203,66.3,2936223,38586,76.1,267,74,0,575,68755,58248,126,2721,72,"26,179"
2016,CA,Riverside,92263,10SEP2017:10:31:20,783,2001,346,298,52221,26502,57492,761,75.5,74,29172,1052,29,1222,45,27.2,51437,1949,26.4,4,6,0,26,1553,813,6,64,0,
2016,CA,Riverside,92264,01APR2018:11:21:17,9585,6070,6995,3266,488632,539272,650182,9068,71.7,626,269668,3312,310,59227,1021,58,514073,6483,79.3,41,16,0,296,833,8384,18,359,7,"19,383"
2016,CA,Imperial,92266,01APR2018:11:21:17,159,0,0,47,0,0,14480,147,98.5,0,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,234
2016,CA,San Bernardino,92267,01APR2018:11:21:17,11,0,0,7,0,0,519,11,47.2,0,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,126
2016,CA,San Bernardino,92268,01APR2018:11:21:17,307,0,0,105,0,0,22550,305,73.9,0,,0,6,0,0,,0,0,,0,0,0,6,0,0,0,0,0,574
2016,CA,Riverside,92270,01APR2018:11:21:17,8697,70699,13670,3443,4746943.5,1281359,582899,8093,72,4101,3396399,36951,174,299282,4478,66.8,4791614,66454,72.1,362,41,1,204,170989,3505,194,4263,212,"17,220"
2016,CA,Imperial,92273,01APR2018:11:21:17,655,0,0,249,0,0,45648,608,75.1,0,,0,9,0,0,,0,0,,1,0,0,18,79,0,0,0,0,"1,823"
2016,CA,Riverside,92274,01APR2018:11:21:17,3249,230,0,1450,9478,0,215066,3085,69.7,30,4333,52,17,630,13,48.5,8489,184,46.1,6,0,0,89,1011,0,3,13,0,"19,801"
2016,CA,Imperial,92275,01APR2018:11:21:17,543,0,0,212,0,0,39512,507,77.9,0,,0,1,0,0,,0,0,,0,0,0,17,0,0,0,0,0,"1,506"
2016,CA,Riverside,92276,01APR2018:11:21:17,3244,2,0,1101,120,0,245840,3046,80.7,0,607,21,35,0,0,,812,27,30.1,1,0,0,99,0,0,0,0,0,"7,585"
2016,CA,San Bernardino,92277,01APR2018:11:21:17,8101,432,5377,2888,10740,458854,564100,7867,71.7,6,6954,244,91,787,24,32.8,11824,452,26.2,8,8,1,288,617,11699,1,7,0,"23,911"
2016,CA,San Bernardino,92278,01APR2018:11:21:17,29,10,0,5,198,0,2320,29,80,2,356,3,0,180,4,45,220,8,27.5,9,0,0,0,83,0,1,1,0,"3,846"
2016,CA,San Bernardino,92280,01APR2018:11:21:17,26,0,0,9,0,0,2565,26,98.7,0,,0,2,0,0,,0,0,,0,0,0,1,0,0,0,0,0,14
2016,CA,Imperial,92281,01APR2018:11:21:17,699,0,0,322,0,0,46810,675,69.3,0,,0,11,0,0,,0,0,,0,0,0,20,0,0,0,0,0,"2,432"
2016,CA,Riverside,92282,01APR2018:11:21:17,741,18,0,243,720,0,58795,699,84.1,1,535,14,12,60,1,60,660,17,38.8,0,0,1,13,0,0,1,2,0,"1,239"
2016,CA,Imperial,92283,01APR2018:11:21:17,165,6,0,53,420,0,11665,156,74.8,0,155,0,2,0,0,,80,2,40,0,1,0,1,1,0,0,0,0,"3,158"
2016,CA,San Bernardino,92284,01APR2018:11:21:17,19545,21262,26283,5932,1472361,1967249,1449576,18729,77.4,1331,580904,10758,215,88573,1395,63.5,1480576,21294,69.5,57,22,1,698,25558,18697,36,621,24,"25,095"
2016,CA,San Bernardino,92285,01APR2018:11:21:17,2229,0,0,640,0,0,168313,2149,78.3,0,,0,19,0,0,,0,0,,0,0,0,98,0,0,0,0,0,"2,632"
2016,CA,San Bernardino,92286,10SEP2017:10:31:20,471,0,0,181,0,0,34588,453,76.4,0,,0,11,0,0,,0,0,,0,0,0,12,0,0,0,0,0,
2016,CA,San Bernardino,92301,01APR2018:11:21:17,14055,192,5367,5121,10897,712898,977989,13749,71.1,13,6292,74,155,570,7,81.4,8304,155,53.6,7,6,0,351,300,4418,2,9,0,"32,725"
2016,CA,San Bernardino,92304,01APR2018:11:21:17,52,0,0,16,0,0,4099,52,78.8,0,,0,4,0,0,,0,0,,0,0,0,1,0,0,0,0,0,17
2016,CA,San Bernardino,92305,01APR2018:11:21:17,301,0,0,105,0,0,21097,276,76.4,0,,0,6,0,0,,0,0,,0,1,0,11,0,0,0,0,0,535
2016,CA,San Bernardino,92307,01APR2018:11:21:17,26149,59761,28333,8395,4471520,3091310,1973071,25085,78.7,4165,2380958,27723,312,214422,3488,61.5,4424499,56211,78.7,116,33,2,673,31911,46291,92,2825,68,"37,630"
2016,CA,San Bernardino,92308,01APR2018:11:21:17,25205,4792,17894,8060,251872,1737450,1817867,23991,75.8,419,187119,2379,255,12761,229,55.7,248846,4267,58.3,32,18,1,651,1980,27188,15,361,6,"39,837"
2016,CA,San Bernardino,92309,01APR2018:11:21:17,131,0,0,48,0,0,9857,120,82.1,0,,0,3,0,0,,0,0,,0,0,0,1,0,0,0,0,0,763
2016,CA,San Bernardino,92310,01APR2018:11:21:17,321,93,0,161,2108,0,19184,306,62.7,14,2031,24,5,98,6,16.3,1360,53,25.7,4,1,0,10,18,6,2,4,0,"8,845"
2016,CA,San Bernardino,92311,01APR2018:11:21:17,17800,10099,17931,6235,580042,1145248,1135889,17384,65.3,550,292131,4569,250,34465,666,51.7,545744,8681,62.9,32,16,0,332,3384,10108,20,350,8,"31,894"
2016,CA,San Bernardino,92312,10SEP2017:10:31:20,270,10,0,115,450,0,19487,260,75,2,1330,0,9,105,2,52.5,0,0,,0,0,0,7,0,0,0,2,0,
2016,CA,San Bernardino,92313,01APR2018:11:21:17,5468,1115,4362,1878,52397,288629,365385,5151,70.9,133,27601,706,39,5475,131,41.8,72731,1404,51.8,15,5,0,169,134,9273,6,32,1,"12,025"
2016,CA,San Bernardino,92314,01APR2018:11:21:17,5795,90,0,1693,3793,0,444298,5515,80.6,14,4092,39,64,109,4,27.3,3783,76,49.8,2,1,2,212,0,52,2,5,0,"10,162"
2016,CA,San Bernardino,92315,01APR2018:11:21:17,4072,5461,10175,1316,395565,748316,299086,3862,77.4,420,228440,2875,34,19381,312,62.1,407973,5450,74.9,23,8,0,146,9751,5232,14,256,7,"5,094"
2016,CA,San Bernardino,92316,01APR2018:11:21:17,7255,328,0,3068,11957,0,476205,7004,68,42,10930,113,61,1166,33,35.3,9434,205,46,7,0,1,265,147,0,3,13,0,"30,830"
2016,CA,San Bernardino,92317,10SEP2017:10:31:20,1882,10,4595,705,206,374133,149125,1832,81.4,3,285,11,29,0,0,,266,11,24.2,4,4,2,60,0,3570,1,1,0,
2016,CA,San Bernardino,92318,10SEP2017:10:31:20,103,0,0,26,0,0,8904,103,86.4,0,,0,1,0,0,,0,0,,0,0,0,4,0,0,0,0,0,
2016,CA,Riverside,92320,01APR2018:11:21:17,5000,38,3731,1585,744,294691,394441,4749,83.1,1,1125,10,39,20,1,20,308,17,18.1,8,3,0,148,424,265,0,0,0,"7,788"
2016,CA,San Bernardino,92321,01APR2018:11:21:17,666,0,0,229,0,0,47040,622,75.6,1,20,0,12,0,0,,0,0,,2,0,0,21,229,0,0,0,0,"1,522"
2016,CA,San Bernardino,92322,01APR2018:11:21:17,430,303,0,132,20995,0,44673,415,107.6,47,6505,42,2,1460,29,50.3,19879,281,70.7,1,0,0,9,1626,0,1,9,0,"1,257"
2016,CA,San Bernardino,92323,10SEP2017:10:31:20,22,0,0,7,0,0,1204,19,63.4,0,,0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,
2016,CA,San Bernardino,92324,01APR2018:11:21:17,20377,70868,22228,7665,5773132,1794999,1226575,19015,64.5,2321,3942604,33311,162,253191,3103,81.6,5556301,61899,89.8,287,49,1,579,127130,20969,124,4123,131,"56,505"
2016,CA,San Bernardino,92325,01APR2018:11:21:17,6743,1252,1434,2204,152715,303900,550268,6439,85.5,88,45974,602,55,9319,81,115,150367,1218,123.5,4,4,0,186,0,1782,2,61,1,"9,391"
2016,CA,San Bernardino,92326,10SEP2017:10:31:20,6,0,0,3,0,0,732,6,122,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
2016,CA,San Bernardino,92327,01APR2018:11:21:17,310,0,0,114,0,0,21826,303,72,0,,0,6,0,0,,0,0,,0,0,0,7,0,0,0,0,0,632
2016,CA,Inyo,92328,01APR2018:11:21:17,53,0,0,19,0,0,3735,54,69.2,0,,0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,445
2016,CA,San Bernardino,92329,10SEP2017:10:31:20,2750,0,0,833,0,0,218160,2661,82,0,,0,34,0,0,,0,0,,0,0,0,67,0,0,0,0,0,
2016,CA,San Bernardino,92331,10SEP2017:10:31:20,106,0,0,43,0,0,8587,105,81.8,0,,0,1,0,0,,0,0,,0,0,0,2,0,0,0,0,0,
2016,CA,San Bernardino,92332,01APR2018:11:21:17,24,0,0,12,0,0,1196,24,49.8,0,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,65
2016,CA,San Bernardino,92333,01APR2018:11:21:17,346,6,0,112,210,0,29780,334,89.2,1,616,6,7,210,6,35,210,6,35,2,0,0,10,0,0,0,1,0,472
2016,CA,San Bernardino,92334,10SEP2017:10:31:20,547,75,0,186,2170,0,41494,527,78.7,2,1140,44,8,105,3,35,2170,74,29.3,1,1,0,19,0,23,1,5,0,
2016,CA,San Bernardino,92335,01APR2018:11:21:17,25085,84424,67183,10451,5651857,4655094,1637150,24290,67.4,2288,2718143,43679,268,204258,3345,61.1,5959866,79806,74.7,735,96,6,828,15168,18011,313,3942,61,"95,397"
2016,CA,San Bernardino,92336,01APR2018:11:21:17,22200,5487,13069,9690,281531,1020227,1367559,21412,63.9,307,132432,2183,269,14319,300,47.7,260206,4622,56.3,54,41,11,775,4252,31351,26,166,5,"88,419"
2016,CA,San Bernardino,92337,01APR2018:11:21:17,8247,2881,5957,3612,78695,387880,519053,8028,64.7,130,161288,1641,97,5352,94,56.9,103111,2434,42.4,28,35,2,260,67,3975,9,336,6,"37,849"
2016,CA,San Bernardino,92338,01APR2018:11:21:17,17,0,0,7,0,0,886,17,52.1,0,,0,1,0,0,,0,0,,0,0,0,2,0,0,0,0,0,12
2016,CA,San Bernardino,92339,01APR2018:11:21:17,425,0,0,154,0,0,34228,400,85.6,0,,0,10,0,0,,0,0,,1,0,0,12,0,0,0,0,0,885
2016,CA,San Bernardino,92340,10SEP2017:10:31:20,769,0,0,262,0,0,61144,763,80.1,0,,0,14,0,0,,0,0,,0,0,0,27,0,0,0,0,0,
2016,CA,San Bernardino,92341,01APR2018:11:21:17,238,15,0,86,460,0,22014,231,95.3,1,249,10,2,0,0,,418,13,32.2,1,0,0,7,0,0,0,0,0,410
2016,CA,San Bernardino,92342,01APR2018:11:21:17,3269,0,0,1114,0,0,266854,3161,84.4,0,,0,45,0,0,,0,0,,0,0,0,69,0,0,0,0,0,"6,379"
2016,CA,San Bernardino,92344,01APR2018:11:21:17,6290,98,0,2415,1700,0,446858,6026,74.2,14,2134,37,82,86,5,17.2,1970,101,19.5,5,0,2,174,143,0,0,7,0,"20,769"
2016,CA,San Bernardino,92345,01APR2018:11:21:17,41925,10487,38268,13528,729596,2856521,3119740,40121,77.8,1011,367823,4317,426,45945,725,63.4,670211,8648,77.5,45,32,3,1239,9217,61118,30,574,11,"78,715"
2016,CA,San Bernardino,92346,01APR2018:11:21:17,22129,12547,14552,8019,903481,1388263,1572272,21292,73.8,893,428036,6764,226,55048,889,61.9,915237,13072,70,67,32,3,717,6376,4650,38,587,3,"54,923"
2016,CA,San Bernardino,92347,01APR2018:11:21:17,418,0,0,155,0,0,29111,400,72.8,0,,0,5,0,0,,0,0,,0,0,0,7,0,0,0,0,0,"1,692"
2016,CA,San Bernardino,92350,10SEP2017:10:31:20,37,2346,0,17,115711,0,1900,36,52.8,112,68982,1386,2,7598,120,63.3,134382,2587,51.9,77,13,0,2,3680,466,17,137,2,
2016,CA,San Bernardino,92352,01APR2018:11:21:17,2785,4028,3326,968,299026,274505,223601,2617,85.4,272,175611,1957,39,25058,374,67,294949,3777,78.1,20,3,0,61,3531,121,13,209,5,"8,004"
2016,CA,San Bernardino,92354,01APR2018:11:21:17,8068,45882,14650,2899,2899825,990389,525044,7536,69.7,2107,1732669,23134,71,117771,1820,64.7,2919733,42811,68.2,740,107,1,215,24844,35377,205,2633,63,"21,559"
2016,CA,San Bernardino,92356,01APR2018:11:21:17,4359,13,0,1235,416,0,348259,4262,81.7,0,360,7,41,0,0,,416,13,32,1,0,1,84,0,0,0,0,0,"6,455"
2016,CA,San Bernardino,92357,10SEP2017:10:31:20,52,19856,0,21,1523709,0,3016,49,61.6,899,689329,9973,1,33919,582,58.3,1542590,19494,79.1,215,65,0,3,1947,14729,29,941,34,
2016,CA,San Bernardino,92358,01APR2018:11:21:17,573,0,0,167,0,0,45619,544,83.9,0,,0,7,0,0,,0,0,,0,0,1,26,0,0,0,0,0,707
2016,CA,San Bernardino,92359,01APR2018:11:21:17,3685,0,0,1270,0,0,261656,3510,74.5,0,,0,37,0,0,,0,0,,0,2,0,104,0,550,0,0,0,"8,103"
2016,CA,San Bernardino,92363,01APR2018:11:21:17,1662,767,1604,571,35500,133644,134413,1625,82.7,60,12696,350,12,1422,35,40.6,32416,671,48.3,10,7,0,34,162,980,5,25,0,"5,321"
2016,CA,San Bernardino,92364,01APR2018:11:21:17,11,0,0,4,0,0,860,11,78.2,0,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,90
2016,CA,San Bernardino,92365,01APR2018:11:21:17,1093,0,0,397,0,0,83935,1056,79.5,0,,0,16,0,0,,0,0,,1,0,0,19,0,0,0,0,0,"2,637"
2016,CA,San Bernardino,92366,10SEP2017:10:31:20,9,0,0,8,0,0,526,8,65.8,0,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
2016,CA,San Bernardino,92368,01APR2018:11:21:17,455,0,0,129,0,0,33288,436,76.3,0,,0,1,0,0,,0,0,,0,0,0,8,0,0,0,0,0,"1,113"
2016,CA,San Bernardino,92369,10SEP2017:10:31:20,143,16,0,58,816,0,10853,141,77,93,2229,644,0,7430,134,55.4,54974,1265,43.5,59,17,0,5,1180,115,0,13,0,
2016,CA,San Bernardino,92371,01APR2018:11:21:17,5805,206,5252,2063,6685,479479,431679,5608,77,14,4168,57,61,291,12,24.3,5181,148,35,7,6,0,158,29,11436,1,6,0,"16,763"
2016,CA,San Bernardino,92372,01APR2018:11:21:17,2445,1,0,818,30,0,176230,2345,75.2,0,39,0,24,0,0,,0,0,,0,0,0,75,0,0,0,0,0,"6,220"
2016,CA,San Bernardino,92373,01APR2018:11:21:17,17910,32502,42046,6060,1636082,2643879,1038605,16825,61.7,2721,1269399,18388,177,100662,1835,54.9,1911049,36417,52.5,299,62,3,409,46934,50109,115,1856,41,"33,423"
2016,CA,San Bernardino,92374,01APR2018:11:21:17,14611,23902,27961,5439,1755489,2481985,1024882,14048,73,1057,736578,11242,172,70484,1093,64.5,1683441,22188,75.9,133,61,0,467,9651,10749,47,1347,13,"40,267"
2016,CA,San Bernardino,92375,10SEP2017:10:31:20,381,203,0,142,11002,0,24530,363,67.6,3,6702,159,10,338,9,37.6,15325,303,50.6,6,1,0,7,0,423,2,34,0,
2016,CA,San Bernardino,92376,01APR2018:11:21:17,24721,11034,17737,10098,705675,1106943,1645652,24006,68.6,603,390507,4763,249,30277,542,55.9,634907,8926,71.1,44,30,7,751,3077,45802,21,405,12,"81,516"
2016,CA,San Bernardino,92377,01APR2018:11:21:17,6292,32,2541,2525,1753,156771,437383,6032,72.5,9,1732,12,65,120,2,60,1677,31,54.1,2,7,1,249,0,7716,1,1,0,"19,989"
2016,CA,San Bernardino,92378,01APR2018:11:21:17,429,0,0,140,0,0,28526,384,74.3,6,2350,5,5,0,0,,295,7,42.1,0,0,0,9,0,0,0,5,0,183
2016,CA,San Bernardino,92382,01APR2018:11:21:17,2922,0,0,1037,0,0,246082,2838,86.7,0,,0,34,0,0,,0,0,,0,0,0,76,0,0,0,0,0,"5,268"
2016,CA,Inyo,92384,01APR2018:11:21:17,9,0,0,6,0,0,765,7,109.3,0,,0,0,0,0,,0,0,,1,0,0,0,2,0,0,0,0,36
2016,CA,San Bernardino,92385,01APR2018:11:21:17,219,1,0,72,20,0,17471,206,84.8,0,,1,6,0,0,,20,1,20,1,0,0,8,0,0,0,0,0,313
2016,CA,San Bernardino,92386,01APR2018:11:21:17,1791,0,0,478,0,0,137472,1731,79.4,0,,0,15,0,0,,0,0,,0,0,1,70,0,0,0,0,0,"2,270"
2016,CA,Inyo,92389,01APR2018:11:21:17,29,0,0,16,0,0,1617,29,55.8,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,156
2016,CA,San Bernardino,92391,01APR2018:11:21:17,1128,0,0,370,0,0,87995,1089,80.8,0,,0,20,0,0,,0,0,,1,0,1,26,0,0,0,0,0,"2,534"
2016,CA,San Bernardino,92392,01APR2018:11:21:17,28114,27787,51789,10082,2174331,4163056,1998687,27319,73.2,1163,822767,13191,384,75865,1202,63.1,2072308,24536,84.5,54,36,1,816,18632,24817,43,950,21,"54,858"
2016,CA,San Bernardino,92393,10SEP2017:10:31:20,973,0,0,318,0,0,77764,954,81.5,0,,0,18,0,0,,0,0,,0,1,0,26,0,202,0,0,0,
2016,CA,San Bernardino,92394,01APR2018:11:21:17,13966,491,9776,4952,25424,687026,981551,13529,72.6,20,12412,224,182,1240,16,77.5,23857,448,53.3,5,10,2,396,0,25921,1,40,0,"33,237"
2016,CA,San Bernardino,92395,01APR2018:11:21:17,23997,52788,21856,8028,3936129,1900116,1655711,23178,71.4,3090,1732909,26419,329,177868,2710,65.6,3785609,48274,78.4,142,29,1,598,30503,44122,91,2168,51,"42,400"
2016,CA,San Bernardino,92397,01APR2018:11:21:17,2098,35,0,754,840,0,153442,1985,77.3,1,460,5,23,0,0,,288,12,24,2,1,0,68,0,665,0,0,0,"4,894"
2016,CA,San Bernardino,92398,01APR2018:11:21:17,856,0,0,276,0,0,68063,831,81.9,0,,0,14,0,0,,0,0,,0,0,0,12,0,0,0,0,0,"1,379"
2016,CA,San Bernardino,92399,01APR2018:11:21:17,29718,13173,20075,9447,1049988,1577642,2158690,28199,76.6,815,527332,6312,318,43569,716,60.9,1004563,11775,85.3,60,28,2,835,8998,24279,31,552,23,"52,606"
2016,CA,San Bernardino,92401,01APR2018:11:21:17,1237,5205,702,483,366310,29088,79671,1194,66.7,291,160137,1933,27,38597,601,64.2,327280,3980,82.2,16,4,0,42,8348,290,10,109,2,"1,932"
2016,CA,San Bernardino,92402,10SEP2017:10:31:20,222,545,0,94,9668,0,13921,220,63.3,43,9034,237,6,433,25,17.3,9339,518,18,0,0,0,5,0,0,1,19,0,
2016,CA,San Bernardino,92403,10SEP2017:10:31:20,29,0,0,14,0,0,2910,29,100.3,0,,0,1,0,0,,0,0,,0,0,0,2,0,0,0,0,0,
2016,CA,San Bernardino,92404,01APR2018:11:21:17,34377,39148,44678,11608,2808822,4006067,2273693,33311,68.3,1917,1309954,18167,335,98174,1490,65.9,2654042,34375,77.2,154,39,2,852,5856,37994,93,1583,29,"58,271"
2016,CA,San Bernardino,92405,01APR2018:11:21:17,12348,3065,0,4498,109952,0,841133,11633,72.3,316,148778,2708,132,12100,251,48.2,206461,5014,41.2,23,8,0,332,453,2,10,249,12,"28,873"
2016,CA,San Bernardino,92406,10SEP2017:10:31:20,328,0,0,124,0,0,24080,308,78.2,0,,0,4,0,0,,0,0,,1,0,0,13,23,0,0,0,0,
2016,CA,San Bernardino,92407,01APR2018:11:21:17,19436,188,12620,7808,3441,1046988,1334582,18761,71.1,20,5526,98,229,2476,38,65.2,9939,214,46.4,11,19,1,604,61,19810,4,12,0,"56,689"
2016,CA,San Bernardino,92408,01APR2018:11:21:17,6768,12747,9976,2455,760093,878482,342349,5859,58.4,789,597281,6257,52,42966,681,63.1,810788,11863,68.3,73,29,0,119,17842,73991,30,694,29,"15,271"
2016,CA,San Bernardino,92410,01APR2018:11:21:17,15293,3376,442,6201,140262,49403,1026369,14933,68.7,159,96184,1108,197,6730,169,39.8,118437,2420,48.9,23,7,2,426,8951,250,8,129,7,"49,410"
2016,CA,San Bernardino,92411,01APR2018:11:21:17,8765,15912,8120,3729,1275206,593483,583007,8550,68.2,1070,594842,7984,97,67382,869,77.5,1260541,15519,81.2,34,16,1,232,2674,4947,16,672,15,"26,214"
2016,CA,San Bernardino,92412,10SEP2017:10:31:20,4,0,0,4,0,0,140,4,35,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
2016,CA,San Bernardino,92413,10SEP2017:10:31:20,223,0,0,76,0,0,15629,223,70.1,0,,0,2,0,0,,0,0,,0,0,0,7,0,0,0,0,0,
2016,CA,San Bernardino,92415,10SEP2017:10:31:20,176,1162,0,104,61343.5,0,8436,176,47.9,542,78066,1375,3,21171,454,46.6,115685,2615,44.2,31,0,0,5,11934,0,6,234,6,
2016,CA,San Bernardino,92418,10SEP2017:10:31:20,10,0,0,4,0,0,881,10,88.1,0,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
2016,CA,San Bernardino,92423,10SEP2017:10:31:20,360,5,0,134,40,0,28489,342,83.3,0,120,0,1,0,0,,0,0,,0,0,0,8,0,0,0,0,0,
2016,CA,San Bernardino,92427,10SEP2017:10:31:20,208,0,0,85,0,0,15356,203,75.6,0,,0,5,0,0,,0,0,,0,0,0,6,0,0,0,0,0,
2016,CA,Riverside,92501,01APR2018:11:21:17,7967,14099,5190,3171,592735,375331,457601,7696,59.5,637,439628,6531,107,29719,617,48.2,552896,12848,43,107,29,4,279,17773,4232,47,755,6,"20,970"
2016,CA,Riverside,92502,10SEP2017:10:31:20,279,12,0,99,220,0,15992,257,62.2,2,550,5,9,0,0,,190,11,17.3,1,1,0,9,9,3091,0,0,0,
2016,CA,Riverside,92503,01APR2018:11:21:17,25355,14451,15218,10477,699436,1570348,1530032,24637,62.1,810,515298,7140,317,42062,788,53.4,732384,14232,51.5,135,69,7,885,8126,50894,40,556,14,"84,519"
2016,CA,Riverside,92504,01APR2018:11:21:17,19666,8794,10020,7609,749644,584532,1244157,18906,65.8,454,631564,4253,261,14444,265,54.5,732712,8237,89,59,13,1,690,31009,12115,13,1118,1,"53,778"
