xYear,State,County,Age_Group,rundatetime,PatCount_Opioid,Population,,
2016,CA,San Mateo,15-24 yrs,01APR2018:11:21:17,6166,"690,399",,
2016,CA,Santa Barbara,15-24 yrs,01APR2018:11:21:17,4952,"424,106",,
2016,CA,Santa Clara,15-24 yrs,01APR2018:11:21:17,17031,"1,805,212",,
2016,CA,Santa Cruz,15-24 yrs,01APR2018:11:21:17,3366,"280,225",,
2016,CA,Shasta,15-24 yrs,01APR2018:11:21:17,2390,"184,231",,
2016,CA,Sierra,15-24 yrs,01APR2018:11:21:17,13,"2,910",,
2016,CA,Siskiyou,15-24 yrs,01APR2018:11:21:17,501,"46,055",,
2016,CA,Solano,15-24 yrs,01APR2018:11:21:17,4789,"412,119",,
2016,CA,Sonoma,15-24 yrs,01APR2018:11:21:17,5518,"484,213",,
2016,CA,Stanislaus,15-24 yrs,01APR2018:11:21:17,8386,"518,345",,
2016,CA,Sutter,15-24 yrs,01APR2018:11:21:17,1359,"93,812",,
2016,CA,Tehama,15-24 yrs,01APR2018:11:21:17,762,"54,639",,
2016,CA,Trinity,15-24 yrs,01APR2018:11:21:17,122,"13,701",,
2016,CA,Tulare,15-24 yrs,01APR2018:11:21:17,6216,"438,352",,
2016,CA,Tuolumne,15-24 yrs,01APR2018:11:21:17,719,"54,242",,
2016,CA,Ventura,15-24 yrs,01APR2018:11:21:17,9962,"827,963",,
2016,CA,Yolo,15-24 yrs,01APR2018:11:21:17,2527,"202,753",,
2016,CA,Yuba,15-24 yrs,01APR2018:11:21:17,1084,"71,319",,
2016,CA,Alameda,25-44 yrs,01APR2018:11:21:17,51105,"1,515,717",,
2016,CA,Alpine,25-44 yrs,01APR2018:11:21:17,14,"1,115",,
2016,CA,Amador,25-44 yrs,01APR2018:11:21:17,1468,"38,211",,
2016,CA,Butte,25-44 yrs,01APR2018:11:21:17,11364,"220,287",,
2016,CA,Calaveras,25-44 yrs,01APR2018:11:21:17,1828,"45,570",,
2016,CA,Colusa,25-44 yrs,01APR2018:11:21:17,779,"21,608",,
2016,CA,Contra Costa,25-44 yrs,01APR2018:11:21:17,37637,"1,043,451",,
2016,CA,Del Norte,25-44 yrs,01APR2018:11:21:17,1213,"28,596",,
2016,CA,El Dorado,25-44 yrs,01APR2018:11:21:17,7485,"180,987",,
2016,CA,Fresno,25-44 yrs,01APR2018:11:21:17,39664,"935,100",,
2016,CA,Glenn,25-44 yrs,01APR2018:11:21:17,1328,"28,708",,
2016,CA,Humboldt,25-44 yrs,01APR2018:11:21:17,6323,"134,681",,
2016,CA,Imperial,25-44 yrs,01APR2018:11:21:17,6336,"170,552",,
2016,CA,Inyo,25-44 yrs,01APR2018:11:21:17,595,"19,497",,
2016,CA,Kern,25-44 yrs,01APR2018:11:21:17,39238,"841,588",,
2016,CA,Kings,25-44 yrs,01APR2018:11:21:17,6084,"151,702",,
2016,CA,Lake,25-44 yrs,01APR2018:11:21:17,3299,"64,599",,
2016,CA,Lassen,25-44 yrs,01APR2018:11:21:17,1333,"37,144",,
2016,CA,Los Angeles,25-44 yrs,01APR2018:11:21:17,285714,"9,811,939",,
2016,CA,Madera,25-44 yrs,01APR2018:11:21:17,5580,"150,446",,
2016,CA,Marin,25-44 yrs,01APR2018:11:21:17,5742,"251,685",,
2016,CA,Mariposa,25-44 yrs,01APR2018:11:21:17,598,"16,900",,
2016,CA,Mendocino,25-44 yrs,01APR2018:11:21:17,4092,"87,595",,
2016,CA,Merced,25-44 yrs,01APR2018:11:21:17,11469,"254,483",,
2016,CA,Modoc,25-44 yrs,01APR2018:11:21:17,244,"8,506",,
2016,CA,Mono,25-44 yrs,01APR2018:11:21:17,532,"12,975",,
2016,CA,Monterey,25-44 yrs,01APR2018:11:21:17,13490,"402,842",,
2016,CA,Napa,25-44 yrs,01APR2018:11:21:17,4449,"137,050",,
2016,CA,Nevada,25-44 yrs,01APR2018:11:21:17,3374,"95,997",,
2016,CA,Orange,25-44 yrs,01APR2018:11:21:17,92186,"3,016,237",,
2016,CA,Placer,25-44 yrs,01APR2018:11:21:17,12910,"351,384",,
2016,CA,Plumas,25-44 yrs,01APR2018:11:21:17,592,"18,613",,
2016,CA,Riverside,25-44 yrs,01APR2018:11:21:17,84428,"2,191,564",,
2016,CA,Sacramento,25-44 yrs,01APR2018:11:21:17,63586,"1,420,705",,
2016,CA,San Benito,25-44 yrs,01APR2018:11:21:17,2163,"53,857",,
2016,CA,San Bernardino,25-44 yrs,01APR2018:11:21:17,83031,"2,032,042",,
2016,CA,San Diego,25-44 yrs,01APR2018:11:21:17,107795,"3,091,958",,
2016,CA,San Francisco,25-44 yrs,01APR2018:11:21:17,26806,"805,232",,
2016,CA,San Joaquin,25-44 yrs,01APR2018:11:21:17,31567,"684,518",,
2016,CA,San Luis Obispo,25-44 yrs,01APR2018:11:21:17,8859,"269,227",,
2016,CA,San Mateo,25-44 yrs,01APR2018:11:21:17,18702,"690,399",,
2016,CA,Santa Barbara,25-44 yrs,01APR2018:11:21:17,13846,"424,106",,
2016,CA,Santa Clara,25-44 yrs,01APR2018:11:21:17,51614,"1,805,212",,
2016,CA,Santa Cruz,25-44 yrs,01APR2018:11:21:17,9392,"280,225",,
2016,CA,Shasta,25-44 yrs,01APR2018:11:21:17,8744,"184,231",,
2016,CA,Sierra,25-44 yrs,01APR2018:11:21:17,65,"2,910",,
2016,CA,Siskiyou,25-44 yrs,01APR2018:11:21:17,1779,"46,055",,
2016,CA,Solano,25-44 yrs,01APR2018:11:21:17,17070,"412,119",,
2016,CA,Sonoma,25-44 yrs,01APR2018:11:21:17,17658,"484,213",,
2016,CA,Stanislaus,25-44 yrs,01APR2018:11:21:17,27217,"518,345",,
2016,CA,Sutter,25-44 yrs,01APR2018:11:21:17,4906,"93,812",,
2016,CA,Tehama,25-44 yrs,01APR2018:11:21:17,2712,"54,639",,
2016,CA,Trinity,25-44 yrs,01APR2018:11:21:17,528,"13,701",,
2016,CA,Tulare,25-44 yrs,01APR2018:11:21:17,18423,"438,352",,
2016,CA,Tuolumne,25-44 yrs,01APR2018:11:21:17,2176,"54,242",,
2016,CA,Ventura,25-44 yrs,01APR2018:11:21:17,27957,"827,963",,
2016,CA,Yolo,25-44 yrs,01APR2018:11:21:17,6844,"202,753",,
2016,CA,Yuba,25-44 yrs,01APR2018:11:21:17,4518,"71,319",,
2016,CA,Alameda,45-64 yrs,01APR2018:11:21:17,66898,"1,515,717",,
2016,CA,Alpine,45-64 yrs,01APR2018:11:21:17,28,"1,115",,
2016,CA,Amador,45-64 yrs,01APR2018:11:21:17,2906,"38,211",,
2016,CA,Butte,45-64 yrs,01APR2018:11:21:17,17593,"220,287",,
2016,CA,Calaveras,45-64 yrs,01APR2018:11:21:17,3781,"45,570",,
2016,CA,Colusa,45-64 yrs,01APR2018:11:21:17,1057,"21,608",,
2016,CA,Contra Costa,45-64 yrs,01APR2018:11:21:17,57276,"1,043,451",,
2016,CA,Del Norte,45-64 yrs,01APR2018:11:21:17,2220,"28,596",,
2016,CA,El Dorado,45-64 yrs,01APR2018:11:21:17,14114,"180,987",,
2016,CA,Fresno,45-64 yrs,01APR2018:11:21:17,49323,"935,100",,
2016,CA,Glenn,45-64 yrs,01APR2018:11:21:17,1765,"28,708",,
2016,CA,Humboldt,45-64 yrs,01APR2018:11:21:17,9276,"134,681",,
2016,CA,Imperial,45-64 yrs,01APR2018:11:21:17,7625,"170,552",,
2016,CA,Inyo,45-64 yrs,01APR2018:11:21:17,1136,"19,497",,
2016,CA,Kern,45-64 yrs,01APR2018:11:21:17,50544,"841,588",,
2016,CA,Kings,45-64 yrs,01APR2018:11:21:17,7220,"151,702",,
2016,CA,Lake,45-64 yrs,01APR2018:11:21:17,6417,"64,599",,
2016,CA,Lassen,45-64 yrs,01APR2018:11:21:17,2182,"37,144",,
2016,CA,Los Angeles,45-64 yrs,01APR2018:11:21:17,379755,"9,811,939",,
2016,CA,Madera,45-64 yrs,01APR2018:11:21:17,7639,"150,446",,
2016,CA,Marin,45-64 yrs,01APR2018:11:21:17,11653,"251,685",,
2016,CA,Mariposa,45-64 yrs,01APR2018:11:21:17,1282,"16,900",,
2016,CA,Mendocino,45-64 yrs,01APR2018:11:21:17,6521,"87,595",,
2016,CA,Merced,45-64 yrs,01APR2018:11:21:17,13966,"254,483",,
2016,CA,Modoc,45-64 yrs,01APR2018:11:21:17,523,"8,506",,
2016,CA,Mono,45-64 yrs,01APR2018:11:21:17,601,"12,975",,
2016,CA,Monterey,45-64 yrs,01APR2018:11:21:17,16887,"402,842",,
2016,CA,Napa,45-64 yrs,01APR2018:11:21:17,7134,"137,050",,
2016,CA,Nevada,45-64 yrs,01APR2018:11:21:17,6380,"95,997",,
2016,CA,Orange,45-64 yrs,01APR2018:11:21:17,131139,"3,016,237",,
2016,CA,Placer,45-64 yrs,01APR2018:11:21:17,21569,"351,384",,
2016,CA,Plumas,45-64 yrs,01APR2018:11:21:17,1324,"18,613",,
2016,CA,Riverside,45-64 yrs,01APR2018:11:21:17,119062,"2,191,564",,
2016,CA,Sacramento,45-64 yrs,01APR2018:11:21:17,86080,"1,420,705",,
2016,CA,San Benito,45-64 yrs,01APR2018:11:21:17,2949,"53,857",,
2016,CA,San Bernardino,45-64 yrs,01APR2018:11:21:17,113867,"2,032,042",,
2016,CA,San Diego,45-64 yrs,01APR2018:11:21:17,146548,"3,091,958",,
2016,CA,San Francisco,45-64 yrs,01APR2018:11:21:17,28572,"805,232",,
2016,CA,San Joaquin,45-64 yrs,01APR2018:11:21:17,39964,"684,518",,
2016,CA,San Luis Obispo,45-64 yrs,01APR2018:11:21:17,14955,"269,227",,
2016,CA,San Mateo,45-64 yrs,01APR2018:11:21:17,26738,"690,399",,
2016,CA,Santa Barbara,45-64 yrs,01APR2018:11:21:17,19920,"424,106",,
2016,CA,Santa Clara,45-64 yrs,01APR2018:11:21:17,63198,"1,805,212",,
2016,CA,Santa Cruz,45-64 yrs,01APR2018:11:21:17,14303,"280,225",,
2016,CA,Shasta,45-64 yrs,01APR2018:11:21:17,14691,"184,231",,
2016,CA,Sierra,45-64 yrs,01APR2018:11:21:17,149,"2,910",,
2016,CA,Siskiyou,45-64 yrs,01APR2018:11:21:17,3395,"46,055",,
2016,CA,Solano,45-64 yrs,01APR2018:11:21:17,25060,"412,119",,
2016,CA,Sonoma,45-64 yrs,01APR2018:11:21:17,28620,"484,213",,
2016,CA,Stanislaus,45-64 yrs,01APR2018:11:21:17,35833,"518,345",,
2016,CA,Sutter,45-64 yrs,01APR2018:11:21:17,6623,"93,812",,
2016,CA,Tehama,45-64 yrs,01APR2018:11:21:17,4328,"54,639",,
2016,CA,Trinity,45-64 yrs,01APR2018:11:21:17,1112,"13,701",,
2016,CA,Tulare,45-64 yrs,01APR2018:11:21:17,23003,"438,352",,
2016,CA,Tuolumne,45-64 yrs,01APR2018:11:21:17,4336,"54,242",,
2016,CA,Ventura,45-64 yrs,01APR2018:11:21:17,43227,"827,963",,
2016,CA,Yolo,45-64 yrs,01APR2018:11:21:17,9279,"202,753",,
2016,CA,Yuba,45-64 yrs,01APR2018:11:21:17,5986,"71,319",,
2016,CA,Alameda,=< 14 yrs,01APR2018:11:21:17,2856,"1,515,717",,
2016,CA,Alpine,=< 14 yrs,01APR2018:11:21:17,3,"1,115",,
2016,CA,Amador,=< 14 yrs,01APR2018:11:21:17,72,"38,211",,
2016,CA,Butte,=< 14 yrs,01APR2018:11:21:17,446,"220,287",,
2016,CA,Calaveras,=< 14 yrs,01APR2018:11:21:17,98,"45,570",,
2016,CA,Colusa,=< 14 yrs,01APR2018:11:21:17,48,"21,608",,
2016,CA,Contra Costa,=< 14 yrs,01APR2018:11:21:17,2609,"1,043,451",,
2016,CA,Del Norte,=< 14 yrs,01APR2018:11:21:17,39,"28,596",,
2016,CA,El Dorado,=< 14 yrs,01APR2018:11:21:17,499,"180,987",,
2016,CA,Fresno,=< 14 yrs,01APR2018:11:21:17,2629,"935,100",,
2016,CA,Glenn,=< 14 yrs,01APR2018:11:21:17,57,"28,708",,
2016,CA,Humboldt,=< 14 yrs,01APR2018:11:21:17,222,"134,681",,
2016,CA,Imperial,=< 14 yrs,01APR2018:11:21:17,337,"170,552",,
2016,CA,Inyo,=< 14 yrs,01APR2018:11:21:17,28,"19,497",,
2016,CA,Kern,=< 14 yrs,01APR2018:11:21:17,1848,"841,588",,
2016,CA,Kings,=< 14 yrs,01APR2018:11:21:17,378,"151,702",,
2016,CA,Lake,=< 14 yrs,01APR2018:11:21:17,178,"64,599",,
2016,CA,Lassen,=< 14 yrs,01APR2018:11:21:17,61,"37,144",,
2016,CA,Los Angeles,=< 14 yrs,01APR2018:11:21:17,12837,"9,811,939",,
2016,CA,Madera,=< 14 yrs,01APR2018:11:21:17,396,"150,446",,
2016,CA,Marin,=< 14 yrs,01APR2018:11:21:17,596,"251,685",,
2016,CA,Mariposa,=< 14 yrs,01APR2018:11:21:17,38,"16,900",,
2016,CA,Mendocino,=< 14 yrs,01APR2018:11:21:17,201,"87,595",,
2016,CA,Merced,=< 14 yrs,01APR2018:11:21:17,768,"254,483",,
2016,CA,Modoc,=< 14 yrs,01APR2018:11:21:17,7,"8,506",,
2016,CA,Mono,=< 14 yrs,01APR2018:11:21:17,29,"12,975",,
2016,CA,Monterey,=< 14 yrs,01APR2018:11:21:17,1062,"402,842",,
2016,CA,Napa,=< 14 yrs,01APR2018:11:21:17,306,"137,050",,
2016,CA,Nevada,=< 14 yrs,01APR2018:11:21:17,198,"95,997",,
2016,CA,Orange,=< 14 yrs,01APR2018:11:21:17,4962,"3,016,237",,
2016,CA,Placer,=< 14 yrs,01APR2018:11:21:17,822,"351,384",,
2016,CA,Plumas,=< 14 yrs,01APR2018:11:21:17,20,"18,613",,
2016,CA,Riverside,=< 14 yrs,01APR2018:11:21:17,4345,"2,191,564",,
2016,CA,Sacramento,=< 14 yrs,01APR2018:11:21:17,2759,"1,420,705",,
2016,CA,San Benito,=< 14 yrs,01APR2018:11:21:17,188,"53,857",,
2016,CA,San Bernardino,=< 14 yrs,01APR2018:11:21:17,4008,"2,032,042",,
2016,CA,San Diego,=< 14 yrs,01APR2018:11:21:17,5177,"3,091,958",,
2016,CA,San Francisco,=< 14 yrs,01APR2018:11:21:17,753,"805,232",,
2016,CA,San Joaquin,=< 14 yrs,01APR2018:11:21:17,1739,"684,518",,
2016,CA,San Luis Obispo,=< 14 yrs,01APR2018:11:21:17,465,"269,227",,
2016,CA,San Mateo,=< 14 yrs,01APR2018:11:21:17,1255,"690,399",,
2016,CA,Santa Barbara,=< 14 yrs,01APR2018:11:21:17,938,"424,106",,
2016,CA,Santa Clara,=< 14 yrs,01APR2018:11:21:17,3542,"1,805,212",,
2016,CA,Santa Cruz,=< 14 yrs,01APR2018:11:21:17,638,"280,225",,
2016,CA,Shasta,=< 14 yrs,01APR2018:11:21:17,346,"184,231",,
2016,CA,Sierra,=< 14 yrs,01APR2018:11:21:17,1,"2,910",,
2016,CA,Siskiyou,=< 14 yrs,01APR2018:11:21:17,75,"46,055",,
2016,CA,Solano,=< 14 yrs,01APR2018:11:21:17,725,"412,119",,
2016,CA,Sonoma,=< 14 yrs,01APR2018:11:21:17,982,"484,213",,
2016,CA,Stanislaus,=< 14 yrs,01APR2018:11:21:17,1645,"518,345",,
2016,CA,Sutter,=< 14 yrs,01APR2018:11:21:17,245,"93,812",,
2016,CA,Tehama,=< 14 yrs,01APR2018:11:21:17,121,"54,639",,
2016,CA,Trinity,=< 14 yrs,01APR2018:11:21:17,27,"13,701",,
2016,CA,Tulare,=< 14 yrs,01APR2018:11:21:17,1347,"438,352",,
2016,CA,Tuolumne,=< 14 yrs,01APR2018:11:21:17,121,"54,242",,
2016,CA,Ventura,=< 14 yrs,01APR2018:11:21:17,1643,"827,963",,
2016,CA,Yolo,=< 14 yrs,01APR2018:11:21:17,377,"202,753",,
2016,CA,Yuba,=< 14 yrs,01APR2018:11:21:17,175,"71,319",,
2016,CA,Alameda,>= 65 yrs,01APR2018:11:21:17,45390,"1,515,717",,
2016,CA,Alpine,>= 65 yrs,01APR2018:11:21:17,20,"1,115",,
2016,CA,Amador,>= 65 yrs,01APR2018:11:21:17,2467,"38,211",,
2016,CA,Butte,>= 65 yrs,01APR2018:11:21:17,13602,"220,287",,
2016,CA,Calaveras,>= 65 yrs,01APR2018:11:21:17,2977,"45,570",,
2016,CA,Colusa,>= 65 yrs,01APR2018:11:21:17,753,"21,608",,
2016,CA,Contra Costa,>= 65 yrs,01APR2018:11:21:17,40698,"1,043,451",,
2016,CA,Del Norte,>= 65 yrs,01APR2018:11:21:17,1333,"28,596",,
2016,CA,El Dorado,>= 65 yrs,01APR2018:11:21:17,9808,"180,987",,
2016,CA,Fresno,>= 65 yrs,01APR2018:11:21:17,33031,"935,100",,
2016,CA,Glenn,>= 65 yrs,01APR2018:11:21:17,1288,"28,708",,
2016,CA,Humboldt,>= 65 yrs,01APR2018:11:21:17,6754,"134,681",,
2016,CA,Imperial,>= 65 yrs,01APR2018:11:21:17,5116,"170,552",,
2016,CA,Inyo,>= 65 yrs,01APR2018:11:21:17,839,"19,497",,
2016,CA,Kern,>= 65 yrs,01APR2018:11:21:17,27800,"841,588",,
2016,CA,Kings,>= 65 yrs,01APR2018:11:21:17,4065,"151,702",,
2016,CA,Lake,>= 65 yrs,01APR2018:11:21:17,4281,"64,599",,
2016,CA,Lassen,>= 65 yrs,01APR2018:11:21:17,1220,"37,144",,
2016,CA,Los Angeles,>= 65 yrs,01APR2018:11:21:17,265441,"9,811,939",,
2016,CA,Madera,>= 65 yrs,01APR2018:11:21:17,5387,"150,446",,
2016,CA,Marin,>= 65 yrs,01APR2018:11:21:17,11314,"251,685",,
2016,CA,Mariposa,>= 65 yrs,01APR2018:11:21:17,1019,"16,900",,
2016,CA,Mendocino,>= 65 yrs,01APR2018:11:21:17,5013,"87,595",,
2016,CA,Merced,>= 65 yrs,01APR2018:11:21:17,8087,"254,483",,
2016,CA,Modoc,>= 65 yrs,01APR2018:11:21:17,414,"8,506",,
2016,CA,Mono,>= 65 yrs,01APR2018:11:21:17,230,"12,975",,
2016,CA,Monterey,>= 65 yrs,01APR2018:11:21:17,11544,"402,842",,
2016,CA,Napa,>= 65 yrs,01APR2018:11:21:17,6634,"137,050",,
2016,CA,Nevada,>= 65 yrs,01APR2018:11:21:17,5989,"95,997",,
2016,CA,Orange,>= 65 yrs,01APR2018:11:21:17,99597,"3,016,237",,
2016,CA,Placer,>= 65 yrs,01APR2018:11:21:17,18832,"351,384",,
2016,CA,Plumas,>= 65 yrs,01APR2018:11:21:17,886,"18,613",,
2016,CA,Riverside,>= 65 yrs,01APR2018:11:21:17,84381,"2,191,564",,
2016,CA,Sacramento,>= 65 yrs,01APR2018:11:21:17,54846,"1,420,705",,
2016,CA,San Benito,>= 65 yrs,01APR2018:11:21:17,1540,"53,857",,
2016,CA,San Bernardino,>= 65 yrs,01APR2018:11:21:17,67175,"2,032,042",,
2016,CA,San Diego,>= 65 yrs,01APR2018:11:21:17,104505,"3,091,958",,
2016,CA,San Francisco,>= 65 yrs,01APR2018:11:21:17,20963,"805,232",,
2016,CA,San Joaquin,>= 65 yrs,01APR2018:11:21:17,25344,"684,518",,
2016,CA,San Luis Obispo,>= 65 yrs,01APR2018:11:21:17,13106,"269,227",,
2016,CA,San Mateo,>= 65 yrs,01APR2018:11:21:17,21434,"690,399",,
2016,CA,Santa Barbara,>= 65 yrs,01APR2018:11:21:17,15252,"424,106",,
2016,CA,Santa Clara,>= 65 yrs,01APR2018:11:21:17,44653,"1,805,212",,
2016,CA,Santa Cruz,>= 65 yrs,01APR2018:11:21:17,10489,"280,225",,
2016,CA,Shasta,>= 65 yrs,01APR2018:11:21:17,11739,"184,231",,
2016,CA,Sierra,>= 65 yrs,01APR2018:11:21:17,132,"2,910",,
2016,CA,Siskiyou,>= 65 yrs,01APR2018:11:21:17,2426,"46,055",,
2016,CA,Solano,>= 65 yrs,01APR2018:11:21:17,15205,"412,119",,
2016,CA,Sonoma,>= 65 yrs,01APR2018:11:21:17,22709,"484,213",,
2016,CA,Stanislaus,>= 65 yrs,01APR2018:11:21:17,23616,"518,345",,
2016,CA,Sutter,>= 65 yrs,01APR2018:11:21:17,4794,"93,812",,
2016,CA,Tehama,>= 65 yrs,01APR2018:11:21:17,3133,"54,639",,
2016,CA,Trinity,>= 65 yrs,01APR2018:11:21:17,827,"13,701",,
2016,CA,Tulare,>= 65 yrs,01APR2018:11:21:17,14420,"438,352",,
2016,CA,Tuolumne,>= 65 yrs,01APR2018:11:21:17,3796,"54,242",,
2016,CA,Ventura,>= 65 yrs,01APR2018:11:21:17,30422,"827,963",,
2016,CA,Yolo,>= 65 yrs,01APR2018:11:21:17,6423,"202,753",,
2016,CA,Yuba,>= 65 yrs,01APR2018:11:21:17,3257,"71,319",,
2017,CA,Alameda,15-24 yrs,01APR2018:11:21:17,19012,"1,515,717",,
2017,CA,Alpine,15-24 yrs,01APR2018:11:21:17,12,"1,115",,
2017,CA,Amador,15-24 yrs,01APR2018:11:21:17,564,"38,211",,
2017,CA,Butte,15-24 yrs,01APR2018:11:21:17,4492,"220,287",,
2017,CA,Calaveras,15-24 yrs,01APR2018:11:21:17,760,"45,570",,
2017,CA,Colusa,15-24 yrs,01APR2018:11:21:17,362,"21,608",,
2017,CA,Contra Costa,15-24 yrs,01APR2018:11:21:17,16634,"1,043,451",,
2017,CA,Del Norte,15-24 yrs,01APR2018:11:21:17,359,"28,596",,
2017,CA,El Dorado,15-24 yrs,01APR2018:11:21:17,3666,"180,987",,
2017,CA,Fresno,15-24 yrs,01APR2018:11:21:17,17953,"935,100",,
2017,CA,Glenn,15-24 yrs,01APR2018:11:21:17,578,"28,708",,
2017,CA,Humboldt,15-24 yrs,01APR2018:11:21:17,2195,"134,681",,
2017,CA,Imperial,15-24 yrs,01APR2018:11:21:17,2844,"170,552",,
2017,CA,Inyo,15-24 yrs,01APR2018:11:21:17,208,"19,497",,
2017,CA,Kern,15-24 yrs,01APR2018:11:21:17,17194,"841,588",,
2017,CA,Kings,15-24 yrs,01APR2018:11:21:17,2710,"151,702",,
2017,CA,Lake,15-24 yrs,01APR2018:11:21:17,1112,"64,599",,
2017,CA,Lassen,15-24 yrs,01APR2018:11:21:17,528,"37,144",,
2017,CA,Los Angeles,15-24 yrs,01APR2018:11:21:17,118337,"9,811,939",,
2017,CA,Madera,15-24 yrs,01APR2018:11:21:17,2525,"150,446",,
2017,CA,Marin,15-24 yrs,01APR2018:11:21:17,3282,"251,685",,
2017,CA,Mariposa,15-24 yrs,01APR2018:11:21:17,259,"16,900",,
2017,CA,Mendocino,15-24 yrs,01APR2018:11:21:17,1492,"87,595",,
2017,CA,Merced,15-24 yrs,01APR2018:11:21:17,5171,"254,483",,
2017,CA,Modoc,15-24 yrs,01APR2018:11:21:17,79,"8,506",,
2017,CA,Mono,15-24 yrs,01APR2018:11:21:17,205,"12,975",,
2017,CA,Monterey,15-24 yrs,01APR2018:11:21:17,6162,"402,842",,
2017,CA,Napa,15-24 yrs,01APR2018:11:21:17,1986,"137,050",,
2017,CA,Nevada,15-24 yrs,01APR2018:11:21:17,1140,"95,997",,
2017,CA,Orange,15-24 yrs,01APR2018:11:21:17,43176,"3,016,237",,
2017,CA,Placer,15-24 yrs,01APR2018:11:21:17,6139,"351,384",,
2017,CA,Plumas,15-24 yrs,01APR2018:11:21:17,203,"18,613",,
2017,CA,Riverside,15-24 yrs,01APR2018:11:21:17,37334,"2,191,564",,
2017,CA,Sacramento,15-24 yrs,01APR2018:11:21:17,24161,"1,420,705",,
2017,CA,San Benito,15-24 yrs,01APR2018:11:21:17,1094,"53,857",,
2017,CA,San Bernardino,15-24 yrs,01APR2018:11:21:17,35304,"2,032,042",,
2017,CA,San Diego,15-24 yrs,01APR2018:11:21:17,44540,"3,091,958",,
2017,CA,San Francisco,15-24 yrs,01APR2018:11:21:17,6922,"805,232",,
2017,CA,San Joaquin,15-24 yrs,01APR2018:11:21:17,13370,"684,518",,
2017,CA,San Luis Obispo,15-24 yrs,01APR2018:11:21:17,3952,"269,227",,
2017,CA,San Mateo,15-24 yrs,01APR2018:11:21:17,8163,"690,399",,
2017,CA,Santa Barbara,15-24 yrs,01APR2018:11:21:17,6485,"424,106",,
2017,CA,Santa Clara,15-24 yrs,01APR2018:11:21:17,23150,"1,805,212",,
2017,CA,Santa Cruz,15-24 yrs,01APR2018:11:21:17,4768,"280,225",,
2017,CA,Shasta,15-24 yrs,01APR2018:11:21:17,2954,"184,231",,
2017,CA,Sierra,15-24 yrs,01APR2018:11:21:17,18,"2,910",,
2017,CA,Siskiyou,15-24 yrs,01APR2018:11:21:17,638,"46,055",,
2017,CA,Solano,15-24 yrs,01APR2018:11:21:17,6711,"412,119",,
2017,CA,Sonoma,15-24 yrs,01APR2018:11:21:17,7008,"484,213",,
2017,CA,Stanislaus,15-24 yrs,01APR2018:11:21:17,11388,"518,345",,
2017,CA,Sutter,15-24 yrs,01APR2018:11:21:17,1817,"93,812",,
2017,CA,Tehama,15-24 yrs,01APR2018:11:21:17,1122,"54,639",,
2017,CA,Trinity,15-24 yrs,01APR2018:11:21:17,179,"13,701",,
2017,CA,Tulare,15-24 yrs,01APR2018:11:21:17,8584,"438,352",,
2017,CA,Tuolumne,15-24 yrs,01APR2018:11:21:17,809,"54,242",,
2017,CA,Ventura,15-24 yrs,01APR2018:11:21:17,13152,"827,963",,
2017,CA,Yolo,15-24 yrs,01APR2018:11:21:17,3584,"202,753",,
2017,CA,Yuba,15-24 yrs,01APR2018:11:21:17,1464,"71,319",,
2017,CA,Alameda,25-44 yrs,01APR2018:11:21:17,68569,"1,515,717",,
2017,CA,Alpine,25-44 yrs,01APR2018:11:21:17,30,"1,115",,
2017,CA,Amador,25-44 yrs,01APR2018:11:21:17,1957,"38,211",,
2017,CA,Butte,25-44 yrs,01APR2018:11:21:17,14381,"220,287",,
2017,CA,Calaveras,25-44 yrs,01APR2018:11:21:17,2321,"45,570",,
2017,CA,Colusa,25-44 yrs,01APR2018:11:21:17,1033,"21,608",,
2017,CA,Contra Costa,25-44 yrs,01APR2018:11:21:17,50182,"1,043,451",,
2017,CA,Del Norte,25-44 yrs,01APR2018:11:21:17,1559,"28,596",,
2017,CA,El Dorado,25-44 yrs,01APR2018:11:21:17,9679,"180,987",,
2017,CA,Fresno,25-44 yrs,01APR2018:11:21:17,53179,"935,100",,
2017,CA,Glenn,25-44 yrs,01APR2018:11:21:17,1761,"28,708",,
2017,CA,Humboldt,25-44 yrs,01APR2018:11:21:17,7973,"134,681",,
2017,CA,Imperial,25-44 yrs,01APR2018:11:21:17,8450,"170,552",,
2017,CA,Inyo,25-44 yrs,01APR2018:11:21:17,863,"19,497",,
2017,CA,Kern,25-44 yrs,01APR2018:11:21:17,51575,"841,588",,
2017,CA,Kings,25-44 yrs,01APR2018:11:21:17,8113,"151,702",,
2017,CA,Lake,25-44 yrs,01APR2018:11:21:17,4054,"64,599",,
2017,CA,Lassen,25-44 yrs,01APR2018:11:21:17,1579,"37,144",,
2017,CA,Los Angeles,25-44 yrs,01APR2018:11:21:17,396803,"9,811,939",,
2017,CA,Madera,25-44 yrs,01APR2018:11:21:17,6912,"150,446",,
2017,CA,Marin,25-44 yrs,01APR2018:11:21:17,7821,"251,685",,
2017,CA,Mariposa,25-44 yrs,01APR2018:11:21:17,711,"16,900",,
2017,CA,Mendocino,25-44 yrs,01APR2018:11:21:17,5342,"87,595",,
2017,CA,Merced,25-44 yrs,01APR2018:11:21:17,15178,"254,483",,
2017,CA,Modoc,25-44 yrs,01APR2018:11:21:17,314,"8,506",,
2017,CA,Mono,25-44 yrs,01APR2018:11:21:17,747,"12,975",,
