xYear,State,County,Age_Group,rundatetime,PatCount_Opioid,Population,,
2015,CA,Alameda,=< 14 yrs,01APR2018:11:21:17,4699,"1,515,717",,
2015,CA,Alpine,=< 14 yrs,01APR2018:11:21:17,3,"1,115",,
2015,CA,Amador,=< 14 yrs,01APR2018:11:21:17,107,"38,211",,
2015,CA,Butte,=< 14 yrs,01APR2018:11:21:17,840,"220,287",,
2015,CA,Calaveras,=< 14 yrs,01APR2018:11:21:17,154,"45,570",,
2015,CA,Colusa,=< 14 yrs,01APR2018:11:21:17,143,"21,608",,
2015,CA,Contra Costa,=< 14 yrs,01APR2018:11:21:17,4191,"1,043,451",,
2015,CA,Del Norte,=< 14 yrs,01APR2018:11:21:17,83,"28,596",,
2015,CA,El Dorado,=< 14 yrs,01APR2018:11:21:17,744,"180,987",,
2015,CA,Fresno,=< 14 yrs,01APR2018:11:21:17,4148,"935,100",,
2015,CA,Glenn,=< 14 yrs,01APR2018:11:21:17,142,"28,708",,
2015,CA,Humboldt,=< 14 yrs,01APR2018:11:21:17,487,"134,681",,
2015,CA,Imperial,=< 14 yrs,01APR2018:11:21:17,622,"170,552",,
2015,CA,Inyo,=< 14 yrs,01APR2018:11:21:17,54,"19,497",,
2015,CA,Kern,=< 14 yrs,01APR2018:11:21:17,2981,"841,588",,
2015,CA,Kings,=< 14 yrs,01APR2018:11:21:17,606,"151,702",,
2015,CA,Lake,=< 14 yrs,01APR2018:11:21:17,255,"64,599",,
2015,CA,Lassen,=< 14 yrs,01APR2018:11:21:17,104,"37,144",,
2015,CA,Los Angeles,=< 14 yrs,01APR2018:11:21:17,20133,"9,811,939",,
2015,CA,Madera,=< 14 yrs,01APR2018:11:21:17,657,"150,446",,
2015,CA,Marin,=< 14 yrs,01APR2018:11:21:17,1063,"251,685",,
2015,CA,Mariposa,=< 14 yrs,01APR2018:11:21:17,60,"16,900",,
2015,CA,Mendocino,=< 14 yrs,01APR2018:11:21:17,325,"87,595",,
2015,CA,Merced,=< 14 yrs,01APR2018:11:21:17,1319,"254,483",,
2015,CA,Modoc,=< 14 yrs,01APR2018:11:21:17,12,"8,506",,
2015,CA,Mono,=< 14 yrs,01APR2018:11:21:17,62,"12,975",,
2015,CA,Monterey,=< 14 yrs,01APR2018:11:21:17,1705,"402,842",,
2015,CA,Napa,=< 14 yrs,01APR2018:11:21:17,548,"137,050",,
2015,CA,Nevada,=< 14 yrs,01APR2018:11:21:17,330,"95,997",,
2015,CA,Orange,=< 14 yrs,01APR2018:11:21:17,7872,"3,016,237",,
2015,CA,Placer,=< 14 yrs,01APR2018:11:21:17,1386,"351,384",,
2015,CA,Plumas,=< 14 yrs,01APR2018:11:21:17,32,"18,613",,
2015,CA,Riverside,=< 14 yrs,01APR2018:11:21:17,6916,"2,191,564",,
2015,CA,Sacramento,=< 14 yrs,01APR2018:11:21:17,5002,"1,420,705",,
2015,CA,San Benito,=< 14 yrs,01APR2018:11:21:17,361,"53,857",,
2015,CA,San Bernardino,=< 14 yrs,01APR2018:11:21:17,6758,"2,032,042",,
2015,CA,San Diego,=< 14 yrs,01APR2018:11:21:17,7728,"3,091,958",,
2015,CA,San Francisco,=< 14 yrs,01APR2018:11:21:17,1209,"805,232",,
2015,CA,San Joaquin,=< 14 yrs,01APR2018:11:21:17,3019,"684,518",,
2015,CA,San Luis Obispo,=< 14 yrs,01APR2018:11:21:17,968,"269,227",,
2015,CA,San Mateo,=< 14 yrs,01APR2018:11:21:17,2152,"690,399",,
2015,CA,Santa Barbara,=< 14 yrs,01APR2018:11:21:17,1454,"424,106",,
2015,CA,Santa Clara,=< 14 yrs,01APR2018:11:21:17,5880,"1,805,212",,
2015,CA,Santa Cruz,=< 14 yrs,01APR2018:11:21:17,1082,"280,225",,
2015,CA,Shasta,=< 14 yrs,01APR2018:11:21:17,570,"184,231",,
2015,CA,Sierra,=< 14 yrs,01APR2018:11:21:17,2,"2,910",,
2015,CA,Siskiyou,=< 14 yrs,01APR2018:11:21:17,129,"46,055",,
2015,CA,Solano,=< 14 yrs,01APR2018:11:21:17,1357,"412,119",,
2015,CA,Sonoma,=< 14 yrs,01APR2018:11:21:17,2001,"484,213",,
2015,CA,Stanislaus,=< 14 yrs,01APR2018:11:21:17,2779,"518,345",,
2015,CA,Sutter,=< 14 yrs,01APR2018:11:21:17,387,"93,812",,
2015,CA,Tehama,=< 14 yrs,01APR2018:11:21:17,269,"54,639",,
2015,CA,Trinity,=< 14 yrs,01APR2018:11:21:17,40,"13,701",,
2015,CA,Tulare,=< 14 yrs,01APR2018:11:21:17,2055,"438,352",,
2015,CA,Tuolumne,=< 14 yrs,01APR2018:11:21:17,192,"54,242",,
2015,CA,Ventura,=< 14 yrs,01APR2018:11:21:17,2857,"827,963",,
2015,CA,Yolo,=< 14 yrs,01APR2018:11:21:17,695,"202,753",,
2015,CA,Yuba,=< 14 yrs,01APR2018:11:21:17,275,"71,319",,
2015,CA,Alameda,>= 65 yrs,01APR2018:11:21:17,62819,"1,515,717",,
2015,CA,Alpine,>= 65 yrs,01APR2018:11:21:17,16,"1,115",,
2015,CA,Amador,>= 65 yrs,01APR2018:11:21:17,3382,"38,211",,
2015,CA,Butte,>= 65 yrs,01APR2018:11:21:17,17660,"220,287",,
2015,CA,Calaveras,>= 65 yrs,01APR2018:11:21:17,3878,"45,570",,
2015,CA,Colusa,>= 65 yrs,01APR2018:11:21:17,1108,"21,608",,
2015,CA,Contra Costa,>= 65 yrs,01APR2018:11:21:17,55624,"1,043,451",,
2015,CA,Del Norte,>= 65 yrs,01APR2018:11:21:17,1802,"28,596",,
2015,CA,El Dorado,>= 65 yrs,01APR2018:11:21:17,12308,"180,987",,
2015,CA,Fresno,>= 65 yrs,01APR2018:11:21:17,43244,"935,100",,
2015,CA,Glenn,>= 65 yrs,01APR2018:11:21:17,1738,"28,708",,
2015,CA,Humboldt,>= 65 yrs,01APR2018:11:21:17,8588,"134,681",,
2015,CA,Imperial,>= 65 yrs,01APR2018:11:21:17,7084,"170,552",,
2015,CA,Inyo,>= 65 yrs,01APR2018:11:21:17,1169,"19,497",,
2015,CA,Kern,>= 65 yrs,01APR2018:11:21:17,35783,"841,588",,
2015,CA,Kings,>= 65 yrs,01APR2018:11:21:17,5199,"151,702",,
2015,CA,Lake,>= 65 yrs,01APR2018:11:21:17,5522,"64,599",,
2015,CA,Lassen,>= 65 yrs,01APR2018:11:21:17,1641,"37,144",,
2015,CA,Los Angeles,>= 65 yrs,01APR2018:11:21:17,369888,"9,811,939",,
2015,CA,Madera,>= 65 yrs,01APR2018:11:21:17,6957,"150,446",,
2015,CA,Marin,>= 65 yrs,01APR2018:11:21:17,15779,"251,685",,
2015,CA,Mariposa,>= 65 yrs,01APR2018:11:21:17,1288,"16,900",,
2015,CA,Mendocino,>= 65 yrs,01APR2018:11:21:17,6455,"87,595",,
2015,CA,Merced,>= 65 yrs,01APR2018:11:21:17,10772,"254,483",,
2015,CA,Modoc,>= 65 yrs,01APR2018:11:21:17,524,"8,506",,
2015,CA,Mono,>= 65 yrs,01APR2018:11:21:17,344,"12,975",,
2015,CA,Monterey,>= 65 yrs,01APR2018:11:21:17,15707,"402,842",,
2015,CA,Napa,>= 65 yrs,01APR2018:11:21:17,9350,"137,050",,
2015,CA,Nevada,>= 65 yrs,01APR2018:11:21:17,8056,"95,997",,
2015,CA,Orange,>= 65 yrs,01APR2018:11:21:17,136684,"3,016,237",,
2015,CA,Placer,>= 65 yrs,01APR2018:11:21:17,25681,"351,384",,
2015,CA,Plumas,>= 65 yrs,01APR2018:11:21:17,1231,"18,613",,
2015,CA,Riverside,>= 65 yrs,01APR2018:11:21:17,112924,"2,191,564",,
2015,CA,Sacramento,>= 65 yrs,01APR2018:11:21:17,75107,"1,420,705",,
2015,CA,San Benito,>= 65 yrs,01APR2018:11:21:17,2042,"53,857",,
2015,CA,San Bernardino,>= 65 yrs,01APR2018:11:21:17,87470,"2,032,042",,
2015,CA,San Diego,>= 65 yrs,01APR2018:11:21:17,143149,"3,091,958",,
2015,CA,San Francisco,>= 65 yrs,01APR2018:11:21:17,29716,"805,232",,
2015,CA,San Joaquin,>= 65 yrs,01APR2018:11:21:17,34053,"684,518",,
2015,CA,San Luis Obispo,>= 65 yrs,01APR2018:11:21:17,18150,"269,227",,
2015,CA,San Mateo,>= 65 yrs,01APR2018:11:21:17,29763,"690,399",,
2015,CA,Santa Barbara,>= 65 yrs,01APR2018:11:21:17,20979,"424,106",,
2015,CA,Santa Clara,>= 65 yrs,01APR2018:11:21:17,64339,"1,805,212",,
2015,CA,Santa Cruz,>= 65 yrs,01APR2018:11:21:17,13809,"280,225",,
2015,CA,Shasta,>= 65 yrs,01APR2018:11:21:17,15151,"184,231",,
2015,CA,Sierra,>= 65 yrs,01APR2018:11:21:17,180,"2,910",,
2015,CA,Siskiyou,>= 65 yrs,01APR2018:11:21:17,3167,"46,055",,
2015,CA,Solano,>= 65 yrs,01APR2018:11:21:17,20792,"412,119",,
2015,CA,Sonoma,>= 65 yrs,01APR2018:11:21:17,30415,"484,213",,
2015,CA,Stanislaus,>= 65 yrs,01APR2018:11:21:17,30291,"518,345",,
2015,CA,Sutter,>= 65 yrs,01APR2018:11:21:17,6219,"93,812",,
2015,CA,Tehama,>= 65 yrs,01APR2018:11:21:17,4058,"54,639",,
2015,CA,Trinity,>= 65 yrs,01APR2018:11:21:17,1107,"13,701",,
2015,CA,Tulare,>= 65 yrs,01APR2018:11:21:17,19394,"438,352",,
2015,CA,Tuolumne,>= 65 yrs,01APR2018:11:21:17,4928,"54,242",,
2015,CA,Ventura,>= 65 yrs,01APR2018:11:21:17,41204,"827,963",,
2015,CA,Yolo,>= 65 yrs,01APR2018:11:21:17,8802,"202,753",,
2015,CA,Yuba,>= 65 yrs,01APR2018:11:21:17,3843,"71,319",,
2016,CA,Alameda,15-24 yrs,01APR2018:11:21:17,14510,"1,515,717",,
2016,CA,Alpine,15-24 yrs,01APR2018:11:21:17,4,"1,115",,
2016,CA,Amador,15-24 yrs,01APR2018:11:21:17,410,"38,211",,
2016,CA,Butte,15-24 yrs,01APR2018:11:21:17,3372,"220,287",,
2016,CA,Calaveras,15-24 yrs,01APR2018:11:21:17,538,"45,570",,
2016,CA,Colusa,15-24 yrs,01APR2018:11:21:17,245,"21,608",,
2016,CA,Contra Costa,15-24 yrs,01APR2018:11:21:17,12380,"1,043,451",,
2016,CA,Del Norte,15-24 yrs,01APR2018:11:21:17,303,"28,596",,
2016,CA,El Dorado,15-24 yrs,01APR2018:11:21:17,2759,"180,987",,
2016,CA,Fresno,15-24 yrs,01APR2018:11:21:17,13062,"935,100",,
2016,CA,Glenn,15-24 yrs,01APR2018:11:21:17,411,"28,708",,
2016,CA,Humboldt,15-24 yrs,01APR2018:11:21:17,1563,"134,681",,
2016,CA,Imperial,15-24 yrs,01APR2018:11:21:17,2079,"170,552",,
2016,CA,Inyo,15-24 yrs,01APR2018:11:21:17,160,"19,497",,
2016,CA,Kern,15-24 yrs,01APR2018:11:21:17,12817,"841,588",,
2016,CA,Kings,15-24 yrs,01APR2018:11:21:17,1874,"151,702",,
2016,CA,Lake,15-24 yrs,01APR2018:11:21:17,948,"64,599",,
2016,CA,Lassen,15-24 yrs,01APR2018:11:21:17,451,"37,144",,
2016,CA,Los Angeles,15-24 yrs,01APR2018:11:21:17,85080,"9,811,939",,
2016,CA,Madera,15-24 yrs,01APR2018:11:21:17,1916,"150,446",,
2016,CA,Marin,15-24 yrs,01APR2018:11:21:17,2414,"251,685",,
2016,CA,Mariposa,15-24 yrs,01APR2018:11:21:17,190,"16,900",,
2016,CA,Mendocino,15-24 yrs,01APR2018:11:21:17,1082,"87,595",,
2016,CA,Merced,15-24 yrs,01APR2018:11:21:17,3768,"254,483",,
2016,CA,Modoc,15-24 yrs,01APR2018:11:21:17,65,"8,506",,
2016,CA,Mono,15-24 yrs,01APR2018:11:21:17,141,"12,975",,
2016,CA,Monterey,15-24 yrs,01APR2018:11:21:17,4440,"402,842",,
2016,CA,Napa,15-24 yrs,01APR2018:11:21:17,1489,"137,050",,
2016,CA,Nevada,15-24 yrs,01APR2018:11:21:17,962,"95,997",,
2016,CA,Orange,15-24 yrs,01APR2018:11:21:17,31872,"3,016,237",,
2016,CA,Placer,15-24 yrs,01APR2018:11:21:17,4692,"351,384",,
2016,CA,Plumas,15-24 yrs,01APR2018:11:21:17,142,"18,613",,
2016,CA,Riverside,15-24 yrs,01APR2018:11:21:17,27105,"2,191,564",,
2016,CA,Sacramento,15-24 yrs,01APR2018:11:21:17,17913,"1,420,705",,
2016,CA,San Benito,15-24 yrs,01APR2018:11:21:17,827,"53,857",,
2016,CA,San Bernardino,15-24 yrs,01APR2018:11:21:17,26298,"2,032,042",,
2016,CA,San Diego,15-24 yrs,01APR2018:11:21:17,33192,"3,091,958",,
2016,CA,San Francisco,15-24 yrs,01APR2018:11:21:17,5166,"805,232",,
2016,CA,San Joaquin,15-24 yrs,01APR2018:11:21:17,10186,"684,518",,
2016,CA,San Luis Obispo,15-24 yrs,01APR2018:11:21:17,2788,"269,227",,
