,Zip,County,State,year,2016_Census_Pop_Est,AS Only,ED Only,Inpatient,Inpatient from ED,"AS per 1,000","ED per 1,000","IP per 1,000","IP via ED per 1,000",Rx_count_Dis,C2,C3,C4,C2-C4,Pct_C2,Pct_C2-C4,"C2 per 1,000","C3 per 1,000","C4 per 1,000","C2-C4 per 1,000","Tot Rx per 1,000",ADI_STATERNK,ADI_NATRANK
14,90016.0,Los Angeles,CA,2016.0,47079.0,2109.0,18925.0,3273.0,3065.0,0.044797043267698976,0.4019838994031309,0.06952144268145033,0.06510333694428513,7319.0,352.0,499.0,1110.0,1961.0,0.04809400191282962,0.26793277770187185,0.0074767943244333996,0.010599205590603029,0.023577391193525775,0.041653391108562206,0.15546209562650015,6.242170742170742,32.316387816387824
15,90017.0,Los Angeles,CA,2016.0,25772.0,666.0,8148.0,1307.0,1203.0,0.02584199906875679,0.31615706968803353,0.05071395312742511,0.04667856588545709,4074.0,13534.0,2779.0,19997.0,36310.0,3.3220422189494356,8.912616593028964,0.5251435666614931,0.10783020332143411,0.7759196026695638,1.408893372652491,0.15807853484401677,6.672222222222223,50.22916666666666
17,90019.0,Los Angeles,CA,2016.0,68530.0,2555.0,19063.0,3236.0,3424.0,0.0372829417773238,0.2781701444622793,0.04722019553480228,0.04996351962644097,4695.0,2074.0,1754.0,6384.0,10212.0,0.4417465388711395,2.175079872204473,0.03026411790456734,0.02559463008901211,0.09315628192032686,0.1490150299139063,0.0685101415438494,3.889573317307693,17.49834735576923
18,90020.0,Los Angeles,CA,2016.0,40170.0,1141.0,7871.0,1714.0,1357.0,0.028404281802340055,0.19594224545680855,0.042668658202638786,0.033781428927059994,8204.0,5019.0,2718.0,11807.0,19544.0,0.6117747440273038,2.3822525597269624,0.12494398805078416,0.06766243465272591,0.2939258152850386,0.48653223798854867,0.2042320139407518,7.996237337192475,67.47467438494935
19,90021.0,Los Angeles,CA,2016.0,2954.0,138.0,1869.0,240.0,337.0,0.046716316858496955,0.6327014218009479,0.08124576844955991,0.11408259986459039,20.0,364.0,92.0,295.0,751.0,18.2,37.55,0.12322274881516587,0.03114421123899797,0.0998645903859174,0.2542315504400812,0.006770480704129994,7.103889943074004,53.804554079696395
20,90022.0,Los Angeles,CA,2016.0,67191.0,2927.0,24107.0,3539.0,3802.0,0.043562381866619045,0.3587831703650787,0.05267074459377,0.05658495929514369,8064.0,6840.0,1811.0,17936.0,26587.0,0.8482142857142857,3.296999007936508,0.1017993481269813,0.026953014540637883,0.2669405128663065,0.3956928755339257,0.1200160735812832,6.987280701754386,35.50021929824561
21,90023.0,Los Angeles,CA,2016.0,46611.0,1887.0,18487.0,2929.0,2898.0,0.040484005921349035,0.3966231147154105,0.06283924395528952,0.062174164896698206,6242.0,3435.0,978.0,8786.0,13199.0,0.550304389618712,2.1145466196731815,0.07369505052455429,0.020982171590397117,0.1884962777026882,0.2831734998176396,0.13391688657183926,7.571216065451841,43.86426180736333
22,90024.0,Los Angeles,CA,2016.0,49737.0,2068.0,8250.0,1532.0,1617.0,0.04157870398295032,0.16587248929368478,0.030802018617930315,0.032511007901562215,9146.0,28137.0,2270.0,22639.0,53046.0,3.0764268532691887,5.79991253006779,0.5657156643947162,0.04564006675111084,0.4551742163781491,1.066529947523976,0.18388724691879285,5.016194968553459,39.588050314465406
23,90025.0,Los Angeles,CA,2016.0,46520.0,2378.0,7777.0,1974.0,1649.0,0.05111779879621668,0.16717540842648324,0.04243336199484093,0.03544711951848667,5497.0,32651.0,6607.0,41973.0,81231.0,5.939785337456795,14.777333090776787,0.7018701633705933,0.1420249355116079,0.9022570937231298,1.746152192605331,0.11816423043852106,2.6635342933854043,7.7064925555284365
24,90026.0,Los Angeles,CA,2016.0,67557.0,2387.0,16878.0,2752.0,2655.0,0.03533312610092219,0.24983347395532662,0.04073597110588096,0.039300146542919315,4124.0,5713.0,1625.0,13633.0,20971.0,1.3853055286129972,5.085111542192046,0.08456562606391639,0.02405376200837811,0.20179996151398077,0.3104193495862753,0.061044747398493124,4.425531914893617,19.018599408200647
25,90027.0,Los Angeles,CA,2016.0,46043.0,1955.0,13809.0,2029.0,2676.0,0.0424603088417349,0.29991529657059707,0.044067502117585734,0.05811958386725452,38364.0,46611.0,8942.0,62830.0,118383.0,1.2149671567094151,3.0857835470753834,1.0123362943335577,0.1942097604413266,1.3645939665095672,2.5711400212844513,0.8332211193883978,6.094675665541807,46.88638920134983
26,90028.0,Los Angeles,CA,2016.0,31122.0,1079.0,9245.0,1382.0,1663.0,0.03467000835421888,0.2970567444251655,0.04440588651114967,0.05343486922434291,5866.0,4558.0,3701.0,8786.0,17045.0,0.7770201159222639,2.905727923627685,0.14645588329798856,0.11891909260330313,0.28230833493991386,0.5476833108412056,0.18848403058929375,7.29896443043674,61.20733903647006
27,90029.0,Los Angeles,CA,2016.0,40242.0,1426.0,11924.0,1934.0,2251.0,0.03543561453208091,0.2963073405894339,0.04805924158839024,0.05593658366880374,1869.0,2426.0,1041.0,10932.0,14399.0,1.2980203317281969,7.704119850187266,0.060285274091744945,0.025868495601610256,0.27165647830624723,0.3578102479996024,0.046444013717012074,7.227482892546699,55.33715553911596
28,90031.0,Los Angeles,CA,2016.0,38940.0,1384.0,10854.0,1781.0,1748.0,0.03554185927067283,0.2787365177195686,0.04573703133025167,0.044889573703133026,2883.0,91.0,134.0,1298.0,1523.0,0.03156434269857787,0.5282691640652099,0.0023369286081150486,0.003441191576784797,0.03333333333333333,0.039111453518233176,0.07403697996918336,7.0419834710743805,35.73884297520661
29,90032.0,Los Angeles,CA,2016.0,47285.0,1828.0,15763.0,2336.0,2583.0,0.038659194247647244,0.3333615311409538,0.04940255895104156,0.05462620281273131,77.0,741.0,229.0,1327.0,2297.0,9.623376623376624,29.83116883116883,0.01567093158506926,0.004842973458813577,0.028063868034260336,0.04857777307814318,0.001628423390081421,6.40205223880597,28.25248756218905
30,90033.0,Los Angeles,CA,2016.0,49156.0,2021.0,20702.0,2714.0,3358.0,0.041114004394173655,0.4211489950362112,0.05521197819187892,0.06831312555944341,23311.0,57746.0,9039.0,45846.0,112631.0,2.4771996053365366,4.831667453133714,1.1747497762226382,0.183883961266173,0.9326633574741638,2.291297094962975,0.4742249165920742,7.318511510564492,42.366445916114785
31,90034.0,Los Angeles,CA,2016.0,57443.0,2519.0,12131.0,2776.0,1978.0,0.04385216649548248,0.21118325992723222,0.048326166808836585,0.034434134707449125,30361.0,27296.0,5176.0,17487.0,49959.0,0.8990481209446329,1.645499160106716,0.4751840955381857,0.09010671448218234,0.3044235154849155,0.8697143255052835,0.5285413366293543,4.514308638673441,23.346349291254345
32,90035.0,Los Angeles,CA,2016.0,30582.0,1738.0,6071.0,1757.0,1533.0,0.05683081551239291,0.1985154666143483,0.057452096004185466,0.050127525995683736,18744.0,6310.0,2363.0,11368.0,20041.0,0.3366410584720444,1.0691954758856168,0.20633052122163364,0.07726767379504283,0.37172192793146297,0.6553201229481395,0.6129095546399843,1.6854771784232363,4.155809128630706
33,90036.0,Los Angeles,CA,2016.0,37931.0,1600.0,6718.0,1866.0,1651.0,0.04218185652896048,0.17711107010097282,0.04919459017690016,0.043526403205821095,10538.0,14152.0,7336.0,24597.0,46085.0,1.342949326247865,4.373220724995255,0.3730985209986555,0.1934038121852838,0.6484669531517756,1.2149692863357149,0.27782025256386594,6.438709677419355,50.80403225806453
34,90037.0,Los Angeles,CA,2016.0,61451.0,2045.0,25467.0,3968.0,4316.0,0.033278547135115785,0.41442775544742966,0.06457177263185303,0.0702348212396869,5284.0,6168.0,1722.0,5901.0,13791.0,1.1672975018925056,2.60995457986374,0.10037265463540056,0.028022326731867667,0.09602772941042456,0.2244227107776928,0.08598720932124783,8.019833285426849,48.5357861454441
35,90038.0,Los Angeles,CA,2016.0,28155.0,986.0,8129.0,1037.0,1229.0,0.035020422660273484,0.2887231397620316,0.0368318238323566,0.0436512164801989,5686.0,860.0,945.0,4953.0,6758.0,0.1512486809708055,1.1885332395357018,0.030545196235126977,0.03356419818859883,0.17591901971230686,0.24002841413603268,0.2019534718522465,6.250395694840139,44.11554289332067
36,90039.0,Los Angeles,CA,2016.0,28436.0,1259.0,6524.0,1250.0,1313.0,0.044274862849908565,0.22942748628499085,0.04395836263890843,0.04617386411590941,3644.0,1209.0,516.0,2664.0,4389.0,0.33177826564215146,1.2044456641053787,0.04251652834435223,0.0181460120973414,0.09368406245604163,0.15434660289773527,0.12814741876494584,3.1192842942345926,9.845593108018557
38,90041.0,Los Angeles,CA,2016.0,28405.0,1139.0,6155.0,1183.0,1636.0,0.04009857419468404,0.21668720295722585,0.041647597254004576,0.05759549375110016,7586.0,1900.0,431.0,3386.0,5717.0,0.25046137621935144,0.7536250988663327,0.06688963210702341,0.01517338496743531,0.11920436542862173,0.20126738250308043,0.2670656574546735,2.8861052631578947,8.321473684210527
39,90042.0,Los Angeles,CA,2016.0,63109.0,2100.0,16366.0,2785.0,3080.0,0.03327576098496252,0.2593290972761413,0.04412999730624792,0.0488044494446117,4392.0,3146.0,1040.0,6487.0,10673.0,0.7163023679417122,2.4301001821493626,0.04985025907556767,0.016479424487790963,0.10279041024259614,0.16912009380595477,0.06959387725997877,5.242530073729141,20.6755917733799
40,90043.0,Los Angeles,CA,2016.0,44328.0,2348.0,19464.0,3071.0,3694.0,0.052968778198881065,0.4390904168922577,0.06927901100884316,0.08333333333333333,2378.0,2436.0,881.0,3174.0,6491.0,1.024390243902439,2.729604709840202,0.054953979426096373,0.01987457137700776,0.07160259880887926,0.1464311496119834,0.053645551344522646,5.356042761369814,23.726218517847432
41,90044.0,Los Angeles,CA,2016.0,90155.0,3357.0,45478.0,6033.0,7305.0,0.03723587155454495,0.5044423492873384,0.06691808551938329,0.08102711996006877,4107.0,593.0,1144.0,1402.0,3139.0,0.14438763087411735,0.7643048453859265,0.006577560867395042,0.012689257390050468,0.015550995507736675,0.034817813765182185,0.04555487771060951,7.655417406749556,42.24031971580817
42,90045.0,Los Angeles,CA,2016.0,41145.0,2247.0,6798.0,1795.0,1393.0,0.054611738971928545,0.16522056142909222,0.04362620002430429,0.0338558755620367,6756.0,20142.0,4307.0,16349.0,40798.0,2.9813499111900534,6.038780343398461,0.48953700328107913,0.10467857576862316,0.3973508324219225,0.9915664114716247,0.16419978126139265,3.3287540545697385,14.880366342301087
43,90046.0,Los Angeles,CA,2016.0,50923.0,2226.0,8623.0,1887.0,2537.0,0.043713056968364,0.16933409264968677,0.03705594721442177,0.04982031694911926,5014.0,18300.0,4362.0,42987.0,65649.0,3.649780614280016,13.093139210211408,0.35936610176148304,0.08565873966576988,0.8441568642852935,1.2891817057125463,0.09846238438426644,5.9543697793292605,49.1351452437352
44,90047.0,Los Angeles,CA,2016.0,48306.0,2376.0,22784.0,3076.0,4278.0,0.049186436467519565,0.47165983521715726,0.06367738997226018,0.08856042727611477,12207.0,2263.0,1156.0,2583.0,6002.0,0.18538543458671256,0.4916850987138527,0.04684718254461143,0.02393077464497164,0.05347161843249286,0.12424957562207593,0.2527015277605266,6.027796921663221,28.428899609464736
45,90048.0,Los Angeles,CA,2016.0,22722.0,1210.0,5810.0,1165.0,1408.0,0.05325235454625473,0.2556993222427603,0.05127189507965848,0.06196637619927823,22710.0,67321.0,10216.0,78658.0,156195.0,2.9643769264641127,6.8778071334214,2.962811372238359,0.44960830912771765,3.461755127189508,6.874174808555585,0.9994718774755743,1.5648409893992934,5.868021201413428
46,90049.0,Los Angeles,CA,2016.0,35581.0,2671.0,5012.0,1598.0,1395.0,0.07506815435204182,0.14086169584890812,0.04491161012900143,0.039206317978696496,6222.0,12406.0,1354.0,14188.0,27948.0,1.9938926390228222,4.491803278688525,0.3486692335797195,0.03805401759365954,0.3987521429976673,0.7854753941710464,0.17486860965121834,1.521614268440145,3.3121221281741238
47,90056.0,Los Angeles,CA,2016.0,8118.0,632.0,2508.0,472.0,516.0,0.07785168760778517,0.3089430894308943,0.05814239960581424,0.06356245380635625,166.0,3934.0,28.0,7518.0,11480.0,23.698795180722893,69.1566265060241,0.4846021187484602,0.0034491254003449125,0.9260901699926091,1.4141414141414141,0.02044838630204484,2.7716150081566067,8.47226753670473
48,90057.0,Los Angeles,CA,2016.0,48302.0,1374.0,17049.0,2947.0,3234.0,0.028446027079624032,0.35296675085917767,0.0610119663782038,0.06695374932715001,3905.0,6946.0,3069.0,14406.0,24421.0,1.7787451984635083,6.253777208706786,0.14380356921038467,0.06353774170841787,0.29824851973003186,0.5055898306488344,0.0808455136433274,9.308266932270916,85.3769920318725
50,90059.0,Los Angeles,CA,2016.0,46027.0,1442.0,25183.0,2926.0,3353.0,0.031329437069546134,0.5471353770612901,0.0635713820149043,0.0728485454189932,7405.0,5862.0,1039.0,4337.0,11238.0,0.7916272788656313,1.5176232275489534,0.12736002780976383,0.022573706737349816,0.09422730136658918,0.24416103591370283,0.16088382905685794,7.522058823529411,43.38278546712803
51,90061.0,Los Angeles,CA,2016.0,27203.0,1013.0,14493.0,1915.0,2227.0,0.03723853986692644,0.5327721207219792,0.07039664742859243,0.08186597066500019,797.0,464.0,455.0,518.0,1437.0,0.5821831869510665,1.8030112923462986,0.017056942249016653,0.01672609638642797,0.019042017424548762,0.05282505605999338,0.029298239164798002,7.5889145496535795,41.77598152424942
52,90062.0,Los Angeles,CA,2016.0,33690.0,1338.0,13389.0,1875.0,2372.0,0.039715048975957255,0.39741763134461267,0.05565449688334818,0.07040664885722767,3449.0,1112.0,536.0,1772.0,3420.0,0.3224122934183821,0.9915917657291968,0.03300682695161769,0.015909765509053132,0.05259720985455625,0.10151380231522707,0.10237459186702286,7.080598255089322,34.992937266306605
53,90063.0,Los Angeles,CA,2016.0,54142.0,2115.0,19640.0,2788.0,2954.0,0.039063942964796275,0.36274980606553137,0.051494218905840196,0.054560230504968416,589.0,1251.0,984.0,2733.0,4968.0,2.1239388794567065,8.434634974533108,0.02310590668981567,0.018174430202061248,0.05047837168926157,0.09175870858113849,0.010878800192087474,7.0615640599001654,34.85357737104825
54,90064.0,Los Angeles,CA,2016.0,27032.0,1926.0,5505.0,1325.0,1180.0,0.07124889020420243,0.20364752885469073,0.049015981059485056,0.04365196803788103,3324.0,5953.0,1329.0,9935.0,17217.0,1.7909145607701564,5.1796028880866425,0.22022047943178455,0.04916395383249482,0.3675273749630068,0.6369118082272862,0.12296537437111571,2.0026208026208026,4.691728091728092
55,90065.0,Los Angeles,CA,2016.0,46965.0,1894.0,13364.0,2188.0,2352.0,0.04032790375811775,0.28455232620036197,0.0465878845949111,0.050079846694346855,795.0,926.0,198.0,1372.0,2496.0,1.1647798742138364,3.139622641509434,0.01971681039071649,0.004215905461513893,0.029213243905035664,0.05314595975726605,0.016927499201533056,4.755949086884339,20.342003320420588
56,90066.0,Los Angeles,CA,2016.0,59258.0,3267.0,10958.0,2712.0,2129.0,0.0551317965506767,0.1849201795538155,0.0457659725269162,0.03592763846231732,5557.0,5574.0,1133.0,7212.0,13919.0,1.0030592046068023,2.504768760122368,0.09406324884403794,0.019119781295352526,0.12170508623308245,0.23488811637247292,0.09377636774781464,2.9970821175489784,11.10685007642073
57,90067.0,Los Angeles,CA,2016.0,2355.0,285.0,628.0,239.0,298.0,0.12101910828025478,0.26666666666666666,0.10148619957537156,0.12653927813163482,1859.0,11680.0,2755.0,20089.0,34524.0,6.28294782140936,18.571274878967188,4.959660297239915,1.1698513800424628,8.53036093418259,14.659872611464968,0.7893842887473461,1.0,2.0004378283712785
59,90069.0,Los Angeles,CA,2016.0,20435.0,1206.0,3531.0,840.0,1083.0,0.05901639344262295,0.17279177881086372,0.04110594568142892,0.05299730853927086,6025.0,5514.0,4398.0,9954.0,19866.0,0.9151867219917013,3.2972614107883818,0.2698311720088084,0.21521898703205286,0.48710545632493274,0.972155615365794,0.294837288965011,4.87233676975945,30.353951890034367
62,90077.0,Los Angeles,CA,2016.0,8912.0,653.0,1214.0,433.0,396.0,0.07327199281867146,0.13622082585278278,0.048586175942549374,0.044434470377019746,646.0,1638.0,58.0,635.0,2331.0,2.5356037151702786,3.608359133126935,0.18379712746858168,0.006508078994614004,0.07125224416517055,0.2615574506283663,0.07248653500897666,1.0476694915254237,1.8167372881355928
68,90201.0,Los Angeles,CA,2016.0,102786.0,3505.0,32566.0,5179.0,4301.0,0.034099974704726324,0.3168330317358395,0.05038623937112058,0.04184422002996517,7760.0,4714.0,1935.0,10899.0,17548.0,0.6074742268041237,2.261340206185567,0.04586227696378884,0.0188255209853482,0.10603584145700777,0.1707236394061448,0.07549666296966513,7.662394822006473,45.26731391585761
69,90210.0,Los Angeles,CA,2016.0,20957.0,1419.0,3373.0,1047.0,1347.0,0.06771007300663263,0.1609486090566398,0.04995944075965071,0.06427446676528129,9056.0,27675.0,5915.0,45473.0,79063.0,3.0559849823321557,8.730454946996467,1.3205611490194207,0.2822445960776829,2.169823925180131,3.7726296702772344,0.432122918356635,1.0114641336390435,1.8067474615132657
70,90211.0,Los Angeles,CA,2016.0,8129.0,612.0,1929.0,575.0,475.0,0.07528601303973428,0.23729856070857425,0.07073440767622094,0.05843277155861729,13954.0,42870.0,15034.0,76337.0,134241.0,3.0722373512971193,9.620252257417228,5.273711403616681,1.8494279739205315,9.390699963095091,16.513839340632305,1.716570303850412,1.2098445595854923,2.448186528497409
71,90212.0,Los Angeles,CA,2016.0,12915.0,821.0,2212.0,587.0,535.0,0.06356949283778553,0.17127371273712738,0.04545102593883082,0.041424699961285325,4916.0,25487.0,2604.0,25955.0,54046.0,5.1844995931651745,10.993897477624085,1.9734417344173443,0.2016260162601626,2.0096786682152534,4.18474641889276,0.38064266356949283,1.0,1.9987809833401056
72,90220.0,Los Angeles,CA,2016.0,51271.0,1944.0,23168.0,3093.0,3206.0,0.03791617093483646,0.45187337871311267,0.06032650036082776,0.0625304753174309,10514.0,2162.0,877.0,2221.0,5260.0,0.20563058778771162,0.5002853338405935,0.04216808722279651,0.01710518616761912,0.043318835208987536,0.10259210859940317,0.20506719197987167,7.811993871744363,47.168964762530095
73,90221.0,Los Angeles,CA,2016.0,53922.0,1908.0,23329.0,3370.0,3118.0,0.035384444197173695,0.43264344794332554,0.062497681836727124,0.05782426467860984,2564.0,1070.0,859.0,1317.0,3246.0,0.4173166926677067,1.2659906396255851,0.01984347761581544,0.015930418011201364,0.024424168243017692,0.06019806387003449,0.04755016505322503,7.714546402502607,43.831334723670494
74,90222.0,Los Angeles,CA,2016.0,32195.0,1177.0,16108.0,2058.0,2187.0,0.03655847181239323,0.500326137599006,0.06392296940518714,0.06792980276440441,1489.0,145.0,22.0,365.0,532.0,0.09738079247817327,0.3572867696440564,0.0045038049386550705,0.0006833359217269762,0.011337164155924832,0.01652430501630688,0.046249417611430345,7.961236249345207,46.96647459402829
75,90230.0,Los Angeles,CA,2016.0,32692.0,2078.0,7318.0,1743.0,1435.0,0.06356295118071699,0.22384681267588402,0.0533157959133733,0.043894530772054324,6768.0,7324.0,2022.0,7248.0,16594.0,1.0821513002364067,2.4518321513002364,0.22403034381500062,0.06184999388229536,0.22170561605285696,0.5075859537501529,0.2070231249235287,3.7537976497563768,13.762396102034966
76,90232.0,Los Angeles,CA,2016.0,14810.0,913.0,3758.0,880.0,792.0,0.061647535449020935,0.2537474679270763,0.05941931127616475,0.053477380148548276,3742.0,9350.0,2105.0,16340.0,27795.0,2.498663816141101,7.427846071619455,0.6313301823092505,0.14213369345037138,1.1033085752869682,1.8767724510465902,0.2526671168129642,1.96084142394822,8.02200647249191
77,90240.0,Los Angeles,CA,2016.0,26426.0,1380.0,6486.0,1247.0,1021.0,0.05222129720729585,0.24544009687429047,0.04718837508514342,0.03863619162945584,4760.0,9789.0,1216.0,10790.0,21795.0,2.0565126050420166,4.578781512605042,0.3704306364943616,0.046015287973965036,0.4083099977295088,0.8247559221978354,0.18012563384545524,4.021114864864865,14.785472972972975
78,90241.0,Los Angeles,CA,2016.0,44815.0,2307.0,12737.0,2090.0,1976.0,0.05147829967644762,0.2842128751534085,0.04663617092491353,0.04409237978355461,10622.0,21438.0,4691.0,31228.0,57357.0,2.0182639804180003,5.399830540387875,0.478366618319759,0.10467477407118152,0.6968202610733013,1.279861653464242,0.2370188552939864,5.08277830637488,23.2941960038059
79,90242.0,Los Angeles,CA,2016.0,41982.0,1968.0,13158.0,2445.0,2003.0,0.046877233099899954,0.31342003715878236,0.05823924539088181,0.047710923729217286,53863.0,38337.0,10002.0,29792.0,78131.0,0.7117501810147968,1.4505504706384718,0.913177075889667,0.2382449621266257,0.7096374636749083,1.861059501691201,1.283002239054833,5.824641659042392,27.763952424519672
80,90245.0,Los Angeles,CA,2016.0,16901.0,1019.0,2518.0,790.0,616.0,0.06029229039701793,0.148985267143956,0.046742796284243535,0.036447547482397494,5461.0,1714.0,869.0,4646.0,7229.0,0.3138619300494415,1.3237502288958067,0.10141411750783977,0.05141707591266789,0.27489497662860185,0.4277261700491095,0.32311697532690375,2.4123076923076923,8.756923076923076
81,90247.0,Los Angeles,CA,2016.0,47706.0,2347.0,17144.0,2749.0,3117.0,0.04919716597492978,0.35936779440741207,0.05762377897958328,0.0653376933719029,17877.0,4286.0,1670.0,9229.0,15185.0,0.23974939866868042,0.8494154500195782,0.08984194860185302,0.03500607889992873,0.19345574980086364,0.31830377730264536,0.3747327380203748,6.2604459124690335,29.038976052848888
82,90248.0,Los Angeles,CA,2016.0,10592.0,621.0,3101.0,537.0,630.0,0.05862915407854985,0.2927681268882175,0.05069864048338368,0.05947885196374622,5810.0,8886.0,1048.0,9334.0,19268.0,1.529432013769363,3.3163511187607573,0.8389350453172205,0.09894259818731117,0.8812311178247734,1.819108761329305,0.5485271903323263,6.566932270916334,31.232669322709164
83,90249.0,Los Angeles,CA,2016.0,26795.0,1387.0,9505.0,1509.0,1720.0,0.05176338869192013,0.3547303601418175,0.05631647695465572,0.0641910804254525,7049.0,2578.0,874.0,2893.0,6345.0,0.3657256348418215,0.900127677684778,0.09621197984698637,0.03261802575107296,0.10796790445978727,0.23679791005784662,0.2630714685575667,5.750600160042678,26.46812483328888
